"alpha_try_array" "avg_pur" "pur_uncertainty"
"1" 0 NA NA
"2" 0.00740740740740741 0.77 0.422952584681651
"3" 0.0148148148148148 0.67 0.311561722730356
"4" 0.0222222222222222 0.593333333333333 0.234891383070194
"5" 0.0296296296296296 0.5375 0.182487719249180
"6" 0.0370370370370370 0.506 0.148949181219161
"7" 0.0444444444444444 0.478333333333333 0.133280713522557
"8" 0.0518518518518519 0.451428571428571 0.114357841597587
"9" 0.0592592592592593 0.42125 0.0864109718762962
"10" 0.0666666666666667 0.391111111111111 0.0781376953770251
"11" 0.0740740740740741 0.364 0.0627967701672175
"12" 0.0814814814814815 0.34 0.051067574382887
"13" 0.0888888888888889 0.321666666666667 0.0488647782603505
"14" 0.0962962962962963 0.305384615384615 0.0482247145647734
"15" 0.103703703703704 0.292142857142857 0.0419762770316331
"16" 0.111111111111111 0.288 0.0463045110557032
"17" 0.118518518518519 0.281875 0.046580514361499
"18" 0.125925925925926 0.277647058823529 0.0458550736279887
"19" 0.133333333333333 0.272777777777778 0.05
"20" 0.140740740740741 0.272631578947368 0.0541410341045575
"21" 0.148148148148148 0.2725 0.0514315274924051
"22" 0.155555555555556 0.273333333333333 0.0504770072628516
"23" 0.162962962962963 0.274545454545455 0.046101909855539
"24" 0.170370370370370 0.275217391304348 0.0441558963047591
"25" 0.177777777777778 0.27625 0.0417318513683583
"26" 0.185185185185185 0.2796 0.0427329031321418
"27" 0.192592592592593 0.281538461538462 0.0397529878353628
"28" 0.2 0.282962962962963 0.0381501276187281
"29" 0.207407407407407 0.286428571428571 0.0383178022367407
"30" 0.214814814814815 0.288965517241379 0.0345801480865016
"31" 0.222222222222222 0.292666666666667 0.0316334222093248
"32" 0.229629629629630 0.296774193548387 0.0330626285929380
"33" 0.237037037037037 0.3015625 0.0308928454132550
"34" 0.244444444444444 0.306060606060606 0.0312077970026932
"35" 0.251851851851852 0.310588235294118 0.0324675224813618
"36" 0.259259259259259 0.311714285714286 0.0322572120035506
"37" 0.266666666666667 0.311111111111111 0.0300683015142959
"38" 0.274074074074074 0.31 0.0296203283293218
"39" 0.281481481481481 0.309210526315789 0.0288214359944198
"40" 0.288888888888889 0.306666666666667 0.0282110139605407
"41" 0.296296296296296 0.30575 0.028835785497408
"42" 0.303703703703704 0.303170731707317 0.0269097764055067
"43" 0.311111111111111 0.301666666666667 0.0248808977217468
"44" 0.318518518518519 0.296976744186047 0.0247035844370142
"45" 0.325925925925926 0.293181818181818 0.0249174277067845
"46" 0.333333333333333 0.292 0.0248742942618843
"47" 0.340740740740741 0.288478260869565 0.0239050571564290
"48" 0.348148148148148 0.285744680851064 0.0230816125100804
"49" 0.355555555555556 0.281875 0.0228323364205189
"50" 0.362962962962963 0.277755102040816 0.0228207074798504
"51" 0.370370370370370 0.274 0.0217422922601844
"52" 0.377777777777778 0.270588235294118 0.0202892110266950
"53" 0.385185185185185 0.268653846153846 0.0210760028497097
"54" 0.392592592592593 0.266981132075472 0.0210095757880768
"55" 0.4 0.265 0.0203363317963847
"56" 0.407407407407407 0.262727272727273 0.0202455912139649
"57" 0.414814814814815 0.259642857142857 0.0203713464031582
"58" 0.422222222222222 0.258070175438597 0.0198384276043835
"59" 0.42962962962963 0.255862068965517 0.0176237638593716
"60" 0.437037037037037 0.253559322033898 0.0171905426579976
"61" 0.444444444444444 0.250833333333333 0.0157803028282505
