"alpha_try_array" "avg_pur" "pur_uncertainty"
"1" 0 NA NA
"2" 0.00740740740740741 0 0
"3" 0.0148148148148148 0.015 0.0857233039988826
"4" 0.0222222222222222 0.166666666666667 0.167506302543202
"5" 0.0296296296296296 0.2775 0.122551782500049
"6" 0.0370370370370370 0.374 0.108822903115219
"7" 0.0444444444444444 0.431666666666667 0.108801758584850
"8" 0.0518518518518519 0.475714285714286 0.0995868604519975
"9" 0.0592592592592593 0.5 0.0940126791362944
"10" 0.0666666666666667 0.505555555555556 0.0990980650017605
"11" 0.0740740740740741 0.509 0.103567671723674
"12" 0.0814814814814815 0.514545454545455 0.0933733948582314
"13" 0.0888888888888889 0.515833333333333 0.0922768184504893
"14" 0.0962962962962963 0.513846153846154 0.0913966960325358
"15" 0.103703703703704 0.513571428571429 0.0816591252686515
"16" 0.111111111111111 0.508666666666667 0.0725702569912463
"17" 0.118518518518519 0.505625 0.0665333657845916
"18" 0.125925925925926 0.502941176470588 0.0610825871325506
"19" 0.133333333333333 0.499444444444444 0.0577539232462217
"20" 0.140740740740741 0.491578947368421 0.0519466329106309
"21" 0.148148148148148 0.4865 0.0496731742736886
"22" 0.155555555555556 0.489047619047619 0.0482664030457936
"23" 0.162962962962963 0.484545454545455 0.0480090288416814
"24" 0.170370370370370 0.485652173913043 0.048680827783035
"25" 0.177777777777778 0.48375 0.0465922777713612
"26" 0.185185185185185 0.484 0.0467099366496914
"27" 0.192592592592593 0.483076923076923 0.0477576813397591
"28" 0.2 0.482962962962963 0.0479361646163186
"29" 0.207407407407407 0.481428571428571 0.049079340811547
"30" 0.214814814814815 0.482068965517241 0.0435570007390722
"31" 0.222222222222222 0.481 0.0394277244403663
"32" 0.229629629629630 0.480645161290323 0.0382232938338556
"33" 0.237037037037037 0.483125 0.0370074982164753
"34" 0.244444444444444 0.485757575757576 0.0366621256108302
"35" 0.251851851851852 0.485588235294118 0.0335723318295245
"36" 0.259259259259259 0.488285714285714 0.0337561312448458
"37" 0.266666666666667 0.49 0.0336220196376464
"38" 0.274074074074074 0.489459459459459 0.0341208951898952
"39" 0.281481481481481 0.488947368421053 0.0317776840522877
"40" 0.288888888888889 0.488717948717949 0.0304524834433346
"41" 0.296296296296296 0.49 0.0307728727448332
"42" 0.303703703703704 0.49 0.0304387385410549
"43" 0.311111111111111 0.491190476190476 0.031320195903456
"44" 0.318518518518519 0.487906976744186 0.0290013288812808
"45" 0.325925925925926 0.485681818181818 0.0277233584977456
"46" 0.333333333333333 0.484666666666667 0.0274801110497147
"47" 0.340740740740741 0.481521739130435 0.0283822265145160
"48" 0.348148148148148 0.477234042553191 0.0274271508998162
"49" 0.355555555555556 0.473958333333333 0.0278369004649798
"50" 0.362962962962963 0.470408163265306 0.0263268582018965
"51" 0.370370370370370 0.467 0.0251661147842358
"52" 0.377777777777778 0.462549019607843 0.0234988578277542
"53" 0.385185185185185 0.458076923076923 0.0230931049196499
"54" 0.392592592592593 0.452830188679245 0.0212858896157648
"55" 0.4 0.45 0.020472992533058
"56" 0.407407407407407 0.446909090909091 0.0205411390187187
"57" 0.414814814814815 0.443571428571429 0.0199398704437295
"58" 0.422222222222222 0.440701754385965 0.0198360767548181
"59" 0.42962962962963 0.438793103448276 0.0202636687130584
"60" 0.437037037037037 0.436949152542373 0.0199500564679686
"61" 0.444444444444444 0.434666666666667 0.0193438958723325
"62" 0.451851851851852 0.43327868852459 0.0193906841509998
"63" 0.459259259259259 0.431935483870968 0.0197977985371204
"64" 0.466666666666667 0.431111111111111 0.0182896598454695
"65" 0.474074074074074 0.42953125 0.0163944086054584
"66" 0.481481481481481 0.429846153846154 0.0167705209685944
"67" 0.488888888888889 0.430454545454545 0.0162724334339078
"68" 0.496296296296296 0.429402985074627 0.0164124273014288
"69" 0.503703703703704 0.429558823529412 0.0159589436455875
"70" 0.511111111111111 0.430144927536232 0.0151203590228752
"71" 0.518518518518518 0.43 0.0151267577572781
"72" 0.525925925925926 0.429859154929577 0.0150447992057146
"73" 0.533333333333333 0.427777777777778 0.0143715244772423
"74" 0.540740740740741 0.424931506849315 0.0139019094682758
"75" 0.548148148148148 0.423648648648649 0.0136324279293344
"76" 0.555555555555556 0.4204 0.0130550075105259
"77" 0.562962962962963 0.417105263157895 0.0128893380185364
"78" 0.57037037037037 0.413506493506493 0.0131460808161278
"79" 0.577777777777778 0.410641025641026 0.0122855224223666
"80" 0.585185185185185 0.406962025316456 0.0121193304779283
"81" 0.592592592592593 0.40325 0.0121309146773477
"82" 0.6 0.399753086419753 0.0114771160175736
"83" 0.607407407407407 0.396707317073171 0.0114262421946100
"84" 0.614814814814815 0.394096385542169 0.0110044424463620
"85" 0.622222222222222 0.391190476190476 0.0107042601804028
"86" 0.62962962962963 0.387882352941176 0.0107663113394559
"87" 0.637037037037037 0.384651162790698 0.0111702269491611
"88" 0.644444444444444 0.381379310344828 0.0110055155989433
"89" 0.651851851851852 0.378409090909091 0.0112482665089952
"90" 0.659259259259259 0.37561797752809 0.0109782035181815
"91" 0.666666666666667 0.372666666666667 0.0108751602683226
"92" 0.674074074074074 0.369560439560440 0.0111164768538414
"93" 0.681481481481481 0.3675 0.0118361409057326
"94" 0.688888888888889 0.364731182795699 0.0110927017212558
"95" 0.696296296296296 0.362872340425532 0.0104644073152283
"96" 0.703703703703704 0.360631578947368 0.0106447352813805
"97" 0.711111111111111 0.358541666666667 0.0104879714384326
"98" 0.718518518518519 0.355154639175258 0.0102962533568741
"99" 0.725925925925926 0.352857142857143 0.00985594540477348
"100" 0.733333333333333 0.351313131313131 0.00925772867667846
"101" 0.740740740740741 0.3495 0.00936089005523848
"102" 0.748148148148148 0.347326732673267 0.00940659853158122
"103" 0.755555555555556 0.345294117647059 0.00940772013180872
"104" 0.762962962962963 0.343592233009709 0.00882460514514542
"105" 0.77037037037037 0.341634615384615 0.0086926093765334
"106" 0.777777777777778 0.340190476190476 0.0080174801583485
"107" 0.785185185185185 0.337924528301887 0.0075113501036155
"108" 0.792592592592593 0.336542056074766 0.00709084436882657
"109" 0.8 0.334166666666667 0.00697570591719498
"110" 0.807407407407407 0.332201834862385 0.00693626619342242
"111" 0.814814814814815 0.329909090909091 0.00649863368354464
"112" 0.822222222222222 0.327567567567568 0.00634066275463126
"113" 0.82962962962963 0.325357142857143 0.00599551471188941
"114" 0.837037037037037 0.323362831858407 0.00554298329606383
"115" 0.844444444444444 0.320964912280702 0.00530361320094066
"116" 0.851851851851852 0.318608695652174 0.00531887827437792
"117" 0.85925925925926 0.316379310344828 0.00482397735439378
"118" 0.866666666666667 0.314529914529915 0.00438009182214135
"119" 0.874074074074074 0.312033898305085 0.00388073573700331
"120" 0.881481481481482 0.31 0.00356224196338934
"121" 0.888888888888889 0.307833333333333 0.00371169172256023
"122" 0.896296296296296 0.305619834710744 0.00389236178722423
"123" 0.903703703703704 0.30327868852459 0.0038639714818937
"124" 0.911111111111111 0.301382113821138 0.00370049755370826
"125" 0.918518518518519 0.299354838709677 0.00384972994477326
"126" 0.925925925925926 0.29728 0.00389270231499036
"127" 0.933333333333333 0.295476190476190 0.00388398581011523
"128" 0.94074074074074 0.293858267716535 0.00401653551181118
"129" 0.948148148148148 0.2921875 0.0041548126834243
"130" 0.955555555555556 0.290930232558140 0.00404156475234381
"131" 0.962962962962963 0.289384615384615 0.00405862248458963
"132" 0.97037037037037 0.287862595419847 0.00380443677807972
"133" 0.977777777777778 0.286287878787879 0.00345490925433385
"134" 0.985185185185185 0.284962406015038 0.00292668776000573
"135" 0.992592592592593 0.284477611940298 0.00305216333221221
"136" 1 0.286764705882353 0
