"alpha_try_array" "avg_obj" "obj_uncertainty"
"1" 0 0 0
"2" 0.00740740740740741 0.0411764705882353 0.0284144642082146
"3" 0.0148148148148148 0.0823529411764706 0.0303763399702543
"4" 0.0222222222222222 0.123529411764706 0.0333909536586792
"5" 0.0296296296296296 0.147058823529412 0.0310027221585135
"6" 0.0370370370370370 0.164705882352941 0.0372032665902162
"7" 0.0444444444444444 0.182352941176471 0.0186016332951081
"8" 0.0518518518518519 0.194117647058824 0.0284144642082146
"9" 0.0592592592592593 0.223529411764706 0.0372032665902162
"10" 0.0666666666666667 0.241176470588235 0.0186016332951081
"11" 0.0740740740740741 0.270588235294118 0.0303763399702543
"12" 0.0814814814814815 0.294117647058824 0.0392156862745098
"13" 0.0888888888888889 0.329411764705882 0.0568289284164292
"14" 0.0962962962962963 0.347058823529412 0.0434038110219189
"15" 0.103703703703704 0.376470588235294 0.0411297587517706
"16" 0.111111111111111 0.394117647058824 0.0397028563359149
"17" 0.118518518518519 0.417647058823529 0.0434038110219189
"18" 0.125925925925926 0.435294117647059 0.0411297587517707
"19" 0.133333333333333 0.452941176470588 0.0558048998853244
"20" 0.140740740740741 0.464705882352941 0.0515055903394655
"21" 0.148148148148148 0.517647058823529 0.0607526799405085
"22" 0.155555555555556 0.523529411764706 0.0647355843890948
"23" 0.162962962962963 0.552941176470588 0.0496043554536216
"24" 0.170370370370370 0.570588235294118 0.0397028563359149
"25" 0.177777777777778 0.605882352941177 0.0484278001381509
"26" 0.185185185185185 0.617647058823529 0.0635366735138025
"27" 0.192592592592593 0.629411764705882 0.0623147003218459
"28" 0.2 0.629411764705882 0.0623147003218459
"29" 0.207407407407407 0.647058823529412 0.062005444317027
"30" 0.214814814814815 0.647058823529412 0.062005444317027
"31" 0.222222222222222 0.647058823529412 0.062005444317027
"32" 0.229629629629630 0.664705882352941 0.0623147003218459
"33" 0.237037037037037 0.676470588235294 0.0635366735138025
"34" 0.244444444444444 0.688235294117647 0.0623147003218459
"35" 0.251851851851852 0.694117647058824 0.0540550931454518
"36" 0.259259259259259 0.694117647058824 0.0540550931454518
"37" 0.266666666666667 0.694117647058824 0.0540550931454518
"38" 0.274074074074074 0.705882352941177 0.0554593553871802
"39" 0.281481481481481 0.71764705882353 0.0540550931454518
"40" 0.288888888888889 0.71764705882353 0.0540550931454518
"41" 0.296296296296296 0.71764705882353 0.0540550931454518
"42" 0.303703703703704 0.735294117647059 0.0499903873881645
"43" 0.311111111111111 0.758823529411765 0.0584958191771619
