"alpha_try_array" "avg_obj" "obj_uncertainty"
"1" 0 0 0
"2" 0.00740740740740741 0.0158823529411765 0.0262468260787337
"3" 0.0148148148148148 0.0323529411764706 0.0368018232122328
"4" 0.0222222222222222 0.0505882352941176 0.0450398756913563
"5" 0.0296296296296296 0.07 0.0492472432934451
"6" 0.0370370370370370 0.0858823529411765 0.0581782792254937
"7" 0.0444444444444444 0.101176470588235 0.0603370352885277
"8" 0.0518518518518519 0.117058823529412 0.0639451855368848
"9" 0.0592592592592593 0.134705882352941 0.0685866953084848
"10" 0.0666666666666667 0.152941176470588 0.0699515752953604
"11" 0.0740740740740741 0.173529411764706 0.0754212941106596
"12" 0.0814814814814815 0.188823529411765 0.0790063593853033
"13" 0.0888888888888889 0.202941176470588 0.0799212327621826
"14" 0.0962962962962963 0.22 0.08428262909538
"15" 0.103703703703704 0.232352941176471 0.0854174738528214
"16" 0.111111111111111 0.248235294117647 0.0842660396593182
"17" 0.118518518518519 0.262352941176471 0.080376938692644
"18" 0.125925925925926 0.275294117647059 0.0843903809393748
"19" 0.133333333333333 0.288823529411765 0.0806699257645737
"20" 0.140740740740741 0.305294117647059 0.0838981592285916
"21" 0.148148148148148 0.315882352941177 0.0838814937550739
"22" 0.155555555555556 0.334705882352941 0.083060789508444
"23" 0.162962962962963 0.356470588235294 0.088805840061551
"24" 0.170370370370370 0.37 0.0889925909358782
"25" 0.177777777777778 0.381176470588235 0.087080981908147
"26" 0.185185185185185 0.394705882352941 0.0889925909358782
"27" 0.192592592592593 0.408235294117647 0.0937828269045471
"28" 0.2 0.417647058823529 0.097323591406194
"29" 0.207407407407407 0.43 0.0966731927522686
"30" 0.214814814814815 0.446470588235294 0.100013979659664
"31" 0.222222222222222 0.461176470588235 0.0933719718101166
"32" 0.229629629629630 0.477647058823529 0.0972445512288477
"33" 0.237037037037037 0.489411764705882 0.0981745945870624
"34" 0.244444444444444 0.500588235294118 0.0947745199916575
"35" 0.251851851851852 0.509411764705882 0.0982955650318196
"36" 0.259259259259259 0.522941176470588 0.100293163648554
"37" 0.266666666666667 0.535294117647059 0.102227814323991
"38" 0.274074074074074 0.548235294117647 0.103038321024726
"39" 0.281481481481481 0.561176470588235 0.0976534299119218
"40" 0.288888888888889 0.573529411764706 0.0958307404219981
"41" 0.296296296296296 0.587058823529412 0.0938424377968872
"42" 0.303703703703704 0.598235294117647 0.0931227120647231
"43" 0.311111111111111 0.612352941176471 0.0949955343692697
"44" 0.318518518518519 0.625294117647059 0.0948335075229399
"45" 0.325925925925926 0.635882352941176 0.0955824076106433
"46" 0.333333333333333 0.64764705882353 0.0929122904636352
"47" 0.340740740740741 0.654117647058824 0.0920752853182627
"48" 0.348148148148148 0.662941176470588 0.0888196140527583
"49" 0.355555555555556 0.66764705882353 0.0894157518578119
"50" 0.362962962962963 0.675294117647059 0.0882768767138775
"51" 0.370370370370370 0.684705882352941 0.08547678515884
"52" 0.377777777777778 0.692941176470588 0.0813107812730608
"53" 0.385185185185185 0.700588235294118 0.0811020351591245
"54" 0.392592592592593 0.706470588235294 0.0808430466799579
"55" 0.4 0.717058823529412 0.0791831174996016
"56" 0.407407407407407 0.722941176470588 0.0794475173143235
"57" 0.414814814814815 0.731764705882353 0.0758579601247733
"58" 0.422222222222222 0.738823529411765 0.0790174183514113
"59" 0.42962962962963 0.745294117647059 0.0815147051989903
"60" 0.437037037037037 0.754705882352941 0.0802180628749423
"61" 0.444444444444444 0.762941176470588 0.0759201359597298
"62" 0.451851851851852 0.774705882352941 0.0729142418596506
"63" 0.459259259259259 0.78 0.0722230960067376
"64" 0.466666666666667 0.788823529411765 0.0724526025015058
"65" 0.474074074074074 0.798823529411765 0.072009847908455
"66" 0.481481481481481 0.808823529411765 0.07161805730824
"67" 0.488888888888889 0.816470588235294 0.0690868251526122
"68" 0.496296296296296 0.822941176470588 0.0660953817577806
"69" 0.503703703703704 0.832941176470588 0.0672616835524289
