"alpha_try_array" "avg_obj" "obj_uncertainty"
"1" 0 0 0
"2" 0.00740740740740741 0 0
"3" 0.0148148148148148 0.000769230769230769 0.00439606687173757
"4" 0.0222222222222222 0.0128205128205128 0.0128851001956309
"5" 0.0296296296296296 0.0284615384615385 0.0125694135897486
"6" 0.0370370370370370 0.047948717948718 0.0139516542455408
"7" 0.0444444444444444 0.0664102564102564 0.0167387320899769
"8" 0.0518518518518519 0.0853846153846154 0.0178745646965124
"9" 0.0592592592592593 0.102564102564103 0.0192846521305219
"10" 0.0666666666666667 0.116666666666667 0.0228687842311755
"11" 0.0740740740740741 0.130512820512821 0.0265558132624804
"12" 0.0814814814814815 0.145128205128205 0.0263360857292448
"13" 0.0888888888888889 0.158717948717949 0.0283928672155352
"14" 0.0962962962962963 0.171282051282051 0.0304655653441786
"15" 0.103703703703704 0.184358974358974 0.0293135321477210
"16" 0.111111111111111 0.195641025641026 0.0279116373043255
"17" 0.118518518518519 0.207435897435897 0.0272957398090632
"18" 0.125925925925926 0.219230769230769 0.0266257431090605
"19" 0.133333333333333 0.230512820512821 0.0266556568828715
"20" 0.140740740740741 0.239487179487179 0.0253073339821022
"21" 0.148148148148148 0.249487179487179 0.0254734227044557
"22" 0.155555555555556 0.263333333333333 0.0259896016400427
"23" 0.162962962962963 0.273333333333333 0.0270820162696664
"24" 0.170370370370370 0.286410256410256 0.0287092061284566
"25" 0.177777777777778 0.297692307692308 0.0286721709362223
"26" 0.185185185185185 0.31025641025641 0.0299422670831355
"27" 0.192592592592593 0.322051282051282 0.0318384542265061
"28" 0.2 0.334358974358974 0.0331865755036052
"29" 0.207407407407407 0.345641025641026 0.0352364498134183
"30" 0.214814814814815 0.358461538461538 0.032388539011105
"31" 0.222222222222222 0.37 0.0303290188002817
"32" 0.229629629629630 0.382051282051282 0.0303826181756288
"33" 0.237037037037037 0.396410256410256 0.0303651267417233
"34" 0.244444444444444 0.411025641025641 0.0310217985937794
"35" 0.251851851851852 0.423333333333333 0.0292681867231752
"36" 0.259259259259259 0.438205128205128 0.0302939639376821
"37" 0.266666666666667 0.452307692307692 0.0310357104347505
"38" 0.274074074074074 0.464358974358974 0.0323711056929775
"39" 0.281481481481481 0.476410256410256 0.0309628716406906
"40" 0.288888888888889 0.488717948717949 0.0304524834433346
"41" 0.296296296296296 0.502564102564103 0.0315619207639315
"42" 0.303703703703704 0.515128205128205 0.0319996994918782
"43" 0.311111111111111 0.528974358974359 0.0337294417421834
"44" 0.318518518518519 0.537948717948718 0.0319758241511558
"45" 0.325925925925926 0.547948717948718 0.0312776352282258
"46" 0.333333333333333 0.559230769230769 0.0317078204419785
"47" 0.340740740740741 0.567948717948718 0.0334764722991727
"48" 0.348148148148148 0.575128205128205 0.033053233135676
"49" 0.355555555555556 0.583333333333333 0.0342608005722829
"50" 0.362962962962963 0.591025641025641 0.0330773346639212
"51" 0.370370370370370 0.598717948717949 0.0322642497233793
"52" 0.377777777777778 0.604871794871795 0.0307292756209094
"53" 0.385185185185185 0.610769230769231 0.0307908065595332
"54" 0.392592592592593 0.615384615384615 0.0289269781957829
"55" 0.4 0.623076923076923 0.0283472204303880
"56" 0.407407407407407 0.63025641025641 0.0289682729751160
"57" 0.414814814814815 0.636923076923077 0.0286316088422783
"58" 0.422222222222222 0.644102564102564 0.0289911891031956
"59" 0.42962962962963 0.652564102564103 0.0301357124450613
"60" 0.437037037037037 0.661025641025641 0.0301808546566704
"61" 0.444444444444444 0.668717948717949 0.0297598398035884
"62" 0.451851851851852 0.677692307692308 0.0303290188002817
"63" 0.459259259259259 0.686666666666667 0.0314734233154222
"64" 0.466666666666667 0.696410256410256 0.0295448351349892
"65" 0.474074074074074 0.704871794871795 0.0269036448910086
"66" 0.481481481481481 0.716410256410256 0.0279508682809908
"67" 0.488888888888889 0.728461538461538 0.0275379642727671
"68" 0.496296296296296 0.737692307692308 0.0281957084409162
"69" 0.503703703703704 0.748974358974359 0.0278258504589731
"70" 0.511111111111111 0.761025641025641 0.0267514044250869
"71" 0.518518518518518 0.771794871794872 0.0271505908463965
"72" 0.525925925925926 0.782564102564103 0.0273892498360445
"73" 0.533333333333333 0.78974358974359 0.0265320451887550
"74" 0.540740740740741 0.795384615384615 0.0260215228508753
"75" 0.548148148148148 0.803846153846154 0.0258666581223268
"76" 0.555555555555556 0.808461538461538 0.0251057836740883
"77" 0.562962962962963 0.812820512820513 0.0251176843438145
"78" 0.57037037037037 0.816410256410256 0.0259550826369703
"79" 0.577777777777778 0.821282051282051 0.0245710448447331
"80" 0.585185185185185 0.824358974358974 0.0245494130193933
"81" 0.592592592592593 0.827179487179487 0.0248839275432774
"82" 0.6 0.83025641025641 0.0238370871134221
"83" 0.607407407407407 0.834102564102564 0.0240244066655902
"84" 0.614814814814815 0.838717948717949 0.0234197108473859
"85" 0.622222222222222 0.842564102564103 0.0230553296193292
"86" 0.62962962962963 0.845384615384615 0.0234650375347116
"87" 0.637037037037037 0.848205128205128 0.0246317825032784
"88" 0.644444444444444 0.850769230769231 0.0245507655668734
"89" 0.651851851851852 0.853846153846154 0.0253807039177328
"90" 0.659259259259259 0.857179487179487 0.0250528234132861
"91" 0.666666666666667 0.86 0.0250965236961292
"92" 0.674074074074074 0.862307692307692 0.0259384459922966
"93" 0.681481481481481 0.866923076923077 0.0279211529058307
"94" 0.688888888888889 0.86974358974359 0.0264518271814562
"95" 0.696296296296296 0.874615384615385 0.0252219048110631
"96" 0.703703703703704 0.878461538461539 0.0259294833777217
"97" 0.711111111111111 0.882564102564103 0.0258165450792187
"98" 0.718518518518519 0.883333333333333 0.0256086301440202
"99" 0.725925925925926 0.886666666666667 0.0247662217863539
"100" 0.733333333333333 0.891794871794872 0.0235003881792607
"101" 0.740740740740741 0.896153846153846 0.0240022821929192
"102" 0.748148148148148 0.89948717948718 0.0243606782484539
"103" 0.755555555555556 0.903076923076923 0.0246048064985767
"104" 0.762962962962963 0.907435897435897 0.0233060084602559
"105" 0.77037037037037 0.91102564102564 0.0231802916707557
"106" 0.777777777777778 0.915897435897436 0.0215855235032460
"107" 0.785185185185185 0.918461538461538 0.0204154643841857
"108" 0.792592592592593 0.923333333333333 0.0194543678837037
"109" 0.8 0.925384615384615 0.0193173394630015
"110" 0.807407407407407 0.928461538461538 0.0193859747457190
"111" 0.814814814814815 0.93051282051282 0.0183294796202541
"112" 0.822222222222222 0.932307692307692 0.0180465016862582
"113" 0.82962962962963 0.934358974358974 0.0172178884033747
"114" 0.837037037037037 0.936923076923077 0.0160604387809029
"115" 0.844444444444444 0.938205128205128 0.0155028693565957
"116" 0.851851851851852 0.93948717948718 0.0156838718347041
"117" 0.85925925925926 0.94102564102564 0.0143482403361456
"118" 0.866666666666667 0.943589743589744 0.0131402754664240
"119" 0.874074074074074 0.944102564102564 0.0117417132555484
"120" 0.881481481481482 0.945897435897436 0.0108694049652136
"121" 0.888888888888889 0.947179487179487 0.0114205899155699
"122" 0.896296296296296 0.948205128205128 0.0120763019552341
"123" 0.903703703703704 0.948717948717949 0.0120872954048982
"124" 0.911111111111111 0.95051282051282 0.0116707999770799
