"alpha_try_array" "avg_pur" "pur_uncertainty"
"1" 0 NA NA
"2" 0.00740740740740741 0.6 0.516397779494322
"3" 0.0148148148148148 0.6 0.316227766016838
"4" 0.0222222222222222 0.7 0.245954929124207
"5" 0.0296296296296296 0.7 0.158113883008419
"6" 0.0370370370370370 0.58 0.113529242439509
"7" 0.0444444444444444 0.6 0.086066296582387
"8" 0.0518518518518519 0.571428571428571 0.0952380952380952
"9" 0.0592592592592593 0.525 0.0790569415042095
"10" 0.0666666666666667 0.477777777777778 0.0536717657266275
"11" 0.0740740740740741 0.47 0.0674948557710553
"12" 0.0814814814814815 0.463636363636364 0.0516042011088679
"13" 0.0888888888888889 0.458333333333333 0.058925565098879
"14" 0.0962962962962963 0.446153846153846 0.048650425541052
"15" 0.103703703703704 0.428571428571429 0.0476190476190476
"16" 0.111111111111111 0.433333333333333 0.0471404520791032
"17" 0.118518518518519 0.425 0.0395284707521047
"18" 0.125925925925926 0.405882352941176 0.0515055903394655
"19" 0.133333333333333 0.394444444444444 0.0552460514450974
"20" 0.140740740740741 0.389473684210526 0.0443828443532404
"21" 0.148148148148148 0.385 0.0579750904364203
"22" 0.155555555555556 0.385714285714286 0.0524049968864101
"23" 0.162962962962963 0.4 0.0417698447033037
"24" 0.170370370370370 0.408695652173913 0.0510342517729247
"25" 0.177777777777778 0.404166666666667 0.0521527315431072
"26" 0.185185185185185 0.4 0.0421637021355784
"27" 0.192592592592593 0.4 0.0371573762722806
"28" 0.2 0.396296296296296 0.0429445114343854
"29" 0.207407407407407 0.4 0.0368855556781659
"30" 0.214814814814815 0.393103448275862 0.033313509761355
"31" 0.222222222222222 0.383333333333333 0.032394177193585
"32" 0.229629629629630 0.374193548387097 0.0346763774120368
"33" 0.237037037037037 0.3625 0.0335927406179106
"34" 0.244444444444444 0.351515151515152 0.0325747787810042
"35" 0.251851851851852 0.341176470588235 0.0316166970521512
"36" 0.259259259259259 0.337142857142857 0.0295084445425327
"37" 0.266666666666667 0.327777777777778 0.0286887655274623
"38" 0.274074074074074 0.321621621621622 0.0268764574597771
"39" 0.281481481481481 0.313157894736842 0.0261691822634672
"40" 0.288888888888889 0.307692307692308 0.0270280141894733
"41" 0.296296296296296 0.3025 0.0275126233653653
"42" 0.303703703703704 0.297560975609756 0.0299822583977004
"43" 0.311111111111111 0.295238095238095 0.0279473283518397
"44" 0.318518518518519 0.297674418604651 0.0264021494045371
"45" 0.325925925925926 0.297727272727273 0.0250114757866957
"46" 0.333333333333333 0.297777777777778 0.0214687062906510
"47" 0.340740740740741 0.293478260869565 0.0234809445594488
"48" 0.348148148148148 0.287234042553192 0.0229813499943541
"49" 0.355555555555556 0.285416666666667 0.0171515125489284
"50" 0.362962962962963 0.279591836734694 0.0168014816805830
"51" 0.370370370370370 0.28 0.0163299316185545
"52" 0.377777777777778 0.274509803921569 0.0160097368809358
"53" 0.385185185185185 0.271153846153846 0.0141897074494735
"54" 0.392592592592593 0.269811320754717 0.0155334453273314
"55" 0.4 0.264814814814815 0.0152457889323808
"56" 0.407407407407407 0.263636363636364 0.0154515742836145
"57" 0.414814814814815 0.2625 0.00862581949177943
"58" 0.422222222222222 0.259649122807018 0.00739714072554007
"59" 0.42962962962963 0.255172413793103 0.00726960381647903
"60" 0.437037037037037 0.250847457627119 0.00714639019247091
"61" 0.444444444444444 0.25 0.00785674201318386
"62" 0.451851851851852 0.254098360655738 0.00864010289663492
"63" 0.459259259259259 0.251612903225806 0.0112775144964532
"64" 0.466666666666667 0.249206349206349 0.0107134691700088
"65" 0.474074074074074 0.2484375 0.00886947206558667
"66" 0.481481481481481 0.247692307692308 0.0048650425541052
"67" 0.488888888888889 0.245454545454545 0.00638843971751188
"68" 0.496296296296296 0.243283582089552 0.00720964017223355
"69" 0.503703703703704 0.241176470588235 0.00759408499256356
"70" 0.511111111111111 0.23768115942029 0.00748402578977279
"71" 0.518518518518518 0.234285714285714 0.00737711113563317
"72" 0.525925925925926 0.233802816901408 0.00727320816189186
"73" 0.533333333333333 0.230555555555556 0.00717219138186559
"74" 0.540740740740741 0.227397260273973 0.00707394218485373
"75" 0.548148148148148 0.224324324324324 0.0069783483715449
"76" 0.555555555555556 0.221333333333333 0.00688530372659096
"77" 0.562962962962963 0.218421052631579 0.00679470762492529
"78" 0.57037037037037 0.215584415584416 0.00670646466875743
"79" 0.577777777777778 0.214102564102564 0.0061928960453801
"80" 0.585185185185185 0.211392405063291 0.00611450495619808
"81" 0.592592592592593 0.20875 0.0060380736442456
"82" 0.6 0.206172839506173 0.00596352952518084
"83" 0.607407407407407 0.203658536585366 0.00589080355536156
"84" 0.614814814814815 0.202409638554217 0.00507996411272029
"85" 0.622222222222222 0.2 0.00501948834947362
"86" 0.62962962962963 0.197647058823529 0.00496043554536216
"87" 0.637037037037037 0.195348837209302 0.00490275606227656
"88" 0.644444444444444 0.193103448275862 0.00484640254431935
"89" 0.651851851851852 0.192045454545455 0.00359349734110043
"90" 0.659259259259259 0.189887640449438 0.00355312096648132
"91" 0.666666666666667 0.187777777777778 0.00351364184463153
"92" 0.674074074074074 0.186813186813187 0
"93" 0.681481481481481 0.184782608695652 0
"94" 0.688888888888889 0.182795698924731 0
"95" 0.696296296296296 0.180851063829787 0
"96" 0.703703703703704 0.178947368421053 0
"97" 0.711111111111111 0.177083333333333 0
"98" 0.718518518518519 0.175257731958763 0
"99" 0.725925925925926 0.173469387755102 0
"100" 0.733333333333333 0.171717171717172 0
"101" 0.740740740740741 0.17 0
"102" 0.748148148148148 0.168316831683168 0
"103" 0.755555555555556 0.166666666666667 0
"104" 0.762962962962963 0.165048543689320 0
"105" 0.77037037037037 0.163461538461538 0
"106" 0.777777777777778 0.161904761904762 0
"107" 0.785185185185185 0.160377358490566 0
"108" 0.792592592592593 0.158878504672897 0
"109" 0.8 0.157407407407407 0
"110" 0.807407407407407 0.155963302752294 0
"111" 0.814814814814815 0.154545454545455 0
"112" 0.822222222222222 0.153153153153153 0
"113" 0.82962962962963 0.151785714285714 0
"114" 0.837037037037037 0.150442477876106 0
"115" 0.844444444444444 0.149122807017544 0
"116" 0.851851851851852 0.147826086956522 0
"117" 0.85925925925926 0.146551724137931 0
"118" 0.866666666666667 0.145299145299145 0
"119" 0.874074074074074 0.144067796610169 0
"120" 0.881481481481482 0.142857142857143 0
"121" 0.888888888888889 0.141666666666667 0
"122" 0.896296296296296 0.140495867768595 0
"123" 0.903703703703704 0.139344262295082 0
"124" 0.911111111111111 0.138211382113821 0
"125" 0.918518518518519 0.137096774193548 0
"126" 0.925925925925926 0.136 0
"127" 0.933333333333333 0.134920634920635 0
"128" 0.94074074074074 0.133858267716535 0
"129" 0.948148148148148 0.1328125 0
"130" 0.955555555555556 0.131782945736434 0
"131" 0.962962962962963 0.130769230769231 0
"132" 0.97037037037037 0.129770992366412 0
"133" 0.977777777777778 0.128787878787879 0
"134" 0.985185185185185 0.127819548872180 0
"135" 0.992592592592593 0.126865671641791 0
"136" 1 0.125 0
