@relation input_data
@attribute Z numeric
@attribute A numeric
@attribute B numeric
@attribute EP0 numeric
@attribute FL numeric
@attribute FLX_PC_LATE numeric
@attribute GAM_PC numeric
@attribute MAX_SNR numeric
@attribute NH_PC numeric
@attribute T90 numeric
@attribute bat_image_signif numeric
@attribute bat_img_peak numeric
@attribute bat_trigger_dur numeric
@attribute PROB_Z_GT_5 numeric
@attribute PROB_Z_GT_4 numeric
@attribute PROB_Z_GT_3 numeric
@attribute PROB_Z_GT_2 numeric
@attribute PROB_Z_GT_1 numeric
@attribute bat_is_rate_trig {'no','yes'}
@attribute uvot_detection {'no','yes'}
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@data
0.783,-1.7367,?,?,?,0.0001085,2.7826,15.1,?,?,7,1260,64,0.130697,0.290466,0.529428,0.770998,0.960069,'no','no',0.862916595302522,0.784138485090807,0.125199747737497,0.99636016972363,0.845744237536564,0.276977177010849,0.145968921715394,0.667091680923477,0.288158857263625,0.857722997898236
4.045,-1.1843,?,?,?,5.761e-06,1.8758,45.1,?,?,10.17,199,0.512,0.0395367,0.11637,0.275864,0.524496,0.865239,'yes','yes',0.206897063413635,0.620921023190022,0.868105204543099,0.605598609894514,0.602341436082497,0.00555987632833421,0.865705615375191,0.310365974903107,0.755650199018419,0.649896638933569
0.947,-1.4663,?,?,?,?,2.0516,136.3,?,?,0,0,0,0.0127163,0.0341254,0.0794585,0.167269,0.450923,'yes','no',0.107146115507931,0.222005514893681,0.596379406284541,0.892467188183218,0.0118611298967153,0.688166164793074,0.0596976678352803,0.864093533484265,0.762236449401826,0.0782410234678537
3.221,-1.8763,?,?,?,1.082e-05,1.9953,23.5,?,?,9.05,179,0.512,0.0723053,0.181242,0.374104,0.623967,0.904462,'yes','yes',0.0629536504857242,0.120514841750264,0.453502211021259,0.155100522795692,0.347627521725371,0.521816187072545,0.0184347671456635,0.723956481553614,0.679485557833686,0.155385909136385
2.6147,-1.1652,?,?,?,9.562e-05,1.9662,41.4,?,?,8.38,234,1.024,0.0278307,0.0893744,0.229896,0.474497,0.848095,'yes','yes',0.722768343053758,0.294193487148732,0.380590629065409,0.83217360265553,0.653325964463875,0.335815455764532,0.837954412214458,0.413295862497762,0.675245381891727,0.1691289099399
5.11,-0.6852,?,?,?,?,2.0031,16.5,?,?,13.36,3110,64,0.094213,0.227997,0.448658,0.70236,0.938841,'no','yes',0.115857930388302,0.443826303351671,0.404429677408189,0.00185693590901792,0.919091442134231,0.258031968027353,0.179317842004821,0.509543249383569,0.592761215986684,0.706334169721231
5.6,-0.82,?,?,?,?,1.959,43.1,?,?,12.06,220,0.256,0.0443978,0.124197,0.286572,0.540613,0.878453,'yes','no',0.242204698966816,0.0945557558443397,0.589268570067361,0.511658477131277,0.883503538323566,0.185760384192690,0.79805618757382,0.427317105233669,0.895667246775702,0.107042412040755
3.2,?,-2.482,?,?,?,2.2036,17,?,?,11.6,371,1.024,0.0104053,0.0298625,0.0751342,0.175466,0.527443,'yes','no',0.744688947452232,0.429956357460469,0.482998377876356,0.0924907731823623,0.633197458228096,0.203747237334028,0.73288052319549,0.382894011680037,0.59134799009189,0.743013257626444
2.346,?,-2,?,?,6.881e-05,2.0518,14.1,?,?,11.47,264,2.048,0.0261758,0.0845535,0.219099,0.456582,0.831836,'yes','yes',0.581272937124595,0.314439220353961,0.505882819881663,0.380532481940463,0.932740801479667,0.711483057588339,0.131967293564230,0.69554279698059,0.567102693021297,0.97402502084151
0.08,-0.2721,?,?,?,?,1.981,7.3,?,?,9.84,527,4.096,0.0488818,0.133826,0.299815,0.544481,0.871055,'yes','no',0.770333126885816,0.88078378350474,0.926720474846661,0.781518567120656,0.139913137303665,0.996122681768611,0.188040849519894,0.719373912317678,0.993049694923684,0.763409063918516
2.4996,-1.3456,?,?,?,?,1.8739,13.5,?,?,6.76,419,12.16,0.0598992,0.162741,0.357331,0.621059,0.913419,'yes','yes',0.57871954399161,0.639636385720223,0.522228460526094,0.80547910160385,0.902940393192694,0.712914702715352,0.519500063033774,0.579150120029226,0.628766471054405,0.122281896183267
4.349,-1.219,?,?,?,?,2.1199,11.6,?,?,7.51,1323,64,0.0471053,0.134745,0.310668,0.569208,0.890869,'no','no',0.699477909132838,0.655809407355264,0.618121723411605,0.529613489517942,0.106483941432089,0.0562509330920875,0.193053737981245,0.793237061239779,0.191005157073960,0.57339497609064
0.83,?,-2.9137,?,?,3.287e-05,2.1616,9.4,?,?,8.76,2020,64,0.0237294,0.0592313,0.129439,0.253609,0.574142,'no','yes',0.872000990435481,0.859521792968735,0.0423282464034855,0.752587409224361,0.763322366867214,0.994208894204348,0.190766375511885,0.856070022564381,0.213200125377625,0.69284757017158
0.297,-1.2156,?,?,?,?,1.9336,12.5,?,?,8.16,533,8.192,0.0331857,0.101888,0.251927,0.499141,0.856894,'yes','no',0.867283344268799,0.180902997031808,0.46950747910887,0.731171696679667,0.160274060675874,0.125127463368699,0.939160055480897,0.406220433069393,0.545313673093915,0.208608032204211
1.605,-1.3081,?,?,?,5.896e-05,1.9889,79.7,?,?,?,?,?,0.0243593,0.0806349,0.214599,0.459857,0.844664,?,'no',0.00758722401224077,0.435336289927363,0.545328665990382,0.211947025032714,0.284631857648492,0.966410705354065,0.89547985070385,0.96939393831417,0.515787661774084,0.240364035591483
1.14,-1.5712,?,?,?,0.001393,1.7782,10,?,?,7.13,1485,64,0.0826153,0.204159,0.412969,0.668448,0.927254,'no','yes',0.0184241654351354,0.474412678973749,0.565859596477821,0.753827546490356,0.864560321206227,0.826503447955474,0.812668247614056,0.78448859299533,0.515556835569441,0.680547155672684
0.49,?,-2.1326,?,?,4.086e-05,1.8144,50.7,?,?,17.95,660,1.024,0.0016872,0.00487404,0.0123024,0.0289463,0.0956591,'yes','yes',0.252783907111734,0.92644376331009,0.268455251120031,0.189855063566938,0.644102283054963,0.828072998672724,0.553981743985787,0.916958267102018,0.367602094076574,0.498502671718597
1.24,-0.464,?,?,?,?,1.6634,63.3,?,?,6.74,156,1.024,0.0429143,0.107049,0.227072,0.420936,0.822166,'yes','no',0.442564775468782,0.510828451719135,0.987343944376335,0.493912530131638,0.536759208422154,0.939906371524557,0.990164244081825,0.45170981856063,0.440440483624116,0.712102348916233
1.29,-1.2931,?,?,?,?,2.2108,16.2,?,?,?,?,?,0.0451748,0.130951,0.305197,0.564158,0.889024,?,'no',0.561283299699426,0.215744746383280,0.148840142181143,0.785063873045146,0.733175749890506,0.279315959429368,0.660972158191726,0.593040330335498,0.96552301850170,0.580940210493281
2.58,?,-2.1383,?,?,?,?,19.8,?,?,?,?,?,0.0662657,0.153556,0.308127,0.533669,0.871818,?,'no',0.856444786535576,0.0425557410344481,0.978430113987997,0.603887185687199,0.834640065440908,0.732849730644375,0.282408931292593,0.558402218157426,0.188284958479926,0.135690041119233
1.03,-1.6781,?,?,?,0.0001608,1.9873,379.3,?,?,8.14,77,0.064,0.00412959,0.0161621,0.0535725,0.16569,0.604508,'yes','yes',0.887837678892538,0.583512119948864,0.182407747721300,0.0397200856823474,0.985862776869908,0.757262527942657,0.612319103674963,0.116621813504025,0.084519833792001,0.198583550518379
2.45,-1.8196,?,?,?,?,1.9658,7.3,?,?,7.15,1465,64,0.0613414,0.159326,0.340478,0.589463,0.892164,'no','no',0.551219074288383,0.116486378246918,0.532849229173735,0.126272096298635,0.601526189828292,0.6734833358787,0.197307008085772,0.103263404220343,0.759221828076988,0.652944961097091
0.971,-1.6883,?,?,?,6.29e-05,2.0584,83.3,?,?,11.47,200,0.256,0.00319589,0.00934695,0.0240011,0.0577862,0.198839,'yes','yes',0.336752883624285,0.705488050356507,0.787144350353628,0.898395571159199,0.342185540823266,0.541060316143557,0.778679585782811,0.937814422650263,0.494009857298806,0.0295230804476887
3.24,-1.9988,?,?,?,0.0001249,1.9995,18.2,?,?,10,?,1.024,0.0606613,0.147537,0.306044,0.537993,0.872718,'yes','yes',0.723262218059972,0.626320699928328,0.854301441460848,0.922559320926666,0.696516106138006,0.637567481258884,0.0257706334814429,0.793215261539444,0.721294276649132,0.127703044097871
2.17,-0.7461,?,?,?,?,2.1291,24.6,?,?,?,?,?,0.0290857,0.0805385,0.192442,0.405639,0.819759,?,'yes',0.673854293534532,0.998280280036852,0.863255083328113,0.427269677165896,0.90789185790345,0.86105636600405,0.9604978391435,0.693272596457973,0.267745322780684,0.510951398406178
4.667,-1.3728,?,?,?,?,1.6561,10.4,?,?,7.44,1426,64,0.050905,0.142291,0.320991,0.577184,0.891943,'no','yes',0.532220557099208,0.917954051867127,0.296208412619308,0.75994350714609,0.0647961813956499,0.629675116855651,0.628229372901842,0.40902680135332,0.908306010300294,0.947639447404072
2.821,-1.1188,?,?,?,1.914e-05,1.9588,42,?,?,16,?,0.512,0.00640849,0.0263409,0.088869,0.26106,0.723674,'yes','yes',0.691359722753987,0.784678854281083,0.0156435256358236,0.572766812285408,0.614574322709814,0.644594206474721,0.254708038410172,0.146422991994768,0.84412849182263,0.36847656709142
0.5915,-1.7402,?,?,?,?,1.9677,13.4,?,?,9,?,8.192,0.0674093,0.173641,0.365446,0.618128,0.90556,'yes','no',0.397196653764695,0.413316014222801,0.719179882202297,0.379304764093831,0.772107753669843,0.577835711184889,0.545836141565815,0.996394887333736,0.695154282031581,0.471815734636039
0.937,-1.6966,?,?,?,?,2.0345,43.5,?,?,19.85,927,1.024,0.0163189,0.0578667,0.165031,0.38355,0.790834,'yes','yes',0.530313007067889,0.305327272042632,0.851399623556063,0.404655067948624,0.272479373030365,0.950554374838248,0.77557368320413,0.255130265606567,0.755262448219582,0.707455363124609
2.68,?,-2.171,?,?,1.87e-05,2.1018,6.4,?,?,6.78,345,4.096,0.0427832,0.116809,0.264559,0.494069,0.836843,'yes','yes',0.971316007664427,0.853606656892225,0.716095044510439,0.537536008283496,0.571328458376229,0.275678275385872,0.709933806210756,0.592414462473243,0.727615068899468,0.774298796895891
3.78,-0.3394,?,?,?,0.0001163,2.0816,16.4,?,?,7.96,363,3.072,0.0465636,0.134062,0.309714,0.567264,0.888614,'yes','yes',0.796272680163383,0.752653668867424,0.146502354415134,0.393861961551011,0.127983057172969,0.348619282012805,0.551727020414546,0.991675097495317,0.0554124666377902,0.478971867123619
3.375,-1.8856,?,?,?,5.13e-05,2.2281,12.4,?,?,7.12,1011,64,0.0916913,0.213445,0.415789,0.663283,0.924971,'no','yes',0.088492521783337,0.589489757316187,0.797322573140264,0.0976671848911792,0.0875940988771617,0.937944597564638,0.73043517419137,0.0434598366264254,0.233491346938536,0.121503170346841
0.836,-1.4067,?,?,?,7.481e-05,2.0303,48.1,?,?,10.03,201,0.512,0.0440804,0.128738,0.302434,0.56311,0.890028,'yes','yes',0.677691652905196,0.196322123520076,0.947151540312916,0.337846226291731,0.869135214015841,0.95408319751732,0.0208560768514872,0.0408130846917629,0.379063711268827,0.792074178578332
3.355,-1.9393,?,?,?,?,?,22.6,?,?,10.83,1510,64,0.0478428,0.118595,0.252427,0.465201,0.839612,'no','no',0.513667471939698,0.299190977122635,0.490485504502431,0.0445290748029947,0.203875605948269,0.644006573129445,0.410045698983595,0.150809010490775,0.206787537317723,0.673274662345648
3.626,-1.1777,?,?,?,3.033e-05,1.5239,26.8,?,?,?,?,?,0.0386933,0.115814,0.278748,0.535223,0.878471,?,'yes',0.276801428990439,0.153495263541117,0.210549068870023,0.0181192862801254,0.295531432610005,0.61604914884083,0.516123835230246,0.418095431756228,0.909818886080757,0.527372803073376
1.949,?,-2.061,?,?,0.0001808,2.0068,43.7,?,?,8,?,1.024,0.0395625,0.0927309,0.189045,0.339926,0.683048,'yes','no',0.0220967109780759,0.968272035941482,0.646897563710809,0.246083615580574,0.990265238797292,0.911699828924611,0.919160845689476,0.588880180148408,0.781069112941623,0.532028384041041
1.755,-0.5261,?,?,?,?,2.3217,14.8,?,?,9.39,238,1.024,0.0153159,0.0416163,0.0988667,0.214415,0.570274,'yes','no',0.431633354863152,0.215569828404114,0.593537891283631,0.558687498094514,0.0698643987998366,0.194916743552312,0.245148447807878,0.48771405313164,0.95105369295925,0.00680446019396186
1.44,-1.2172,?,?,?,0.0001288,1.9554,49,?,?,9,?,0.512,0.0229994,0.0629064,0.149214,0.319462,0.75627,'yes','yes',0.481359062949196,0.963976985774934,0.848150780657306,0.219445689115673,0.430516382446513,0.902507927268744,0.855274396715686,0.0716961699072272,0.577872108435258,0.0720854275859892
1.416,-1.7242,?,?,?,?,1.8681,16.1,?,?,11.68,2763,64,0.11326,0.258199,0.484948,0.731382,0.947488,'no','yes',0.350168779026717,0.91335914307274,0.403995549073443,0.617820531595498,0.269621251616627,0.0026020675431937,0.614571306155995,0.0985106956213713,0.235706325154752,0.66202683839947
1.6398,-1.1255,?,?,?,4.126e-05,1.7951,157.5,?,?,25.82,1604,1.024,0.00803222,0.0289854,0.0881096,0.243073,0.718383,'yes','yes',0.0420934727881104,0.432865973562002,0.702262606471777,0.720838803099468,0.783142187865451,0.550223582657054,0.136095483554527,0.151361263589934,0.290634230943397,0.28563498519361
3.036,-1.1652,?,?,?,4.244e-05,2.1609,123,?,?,17.87,741,1.024,0.00689194,0.0282951,0.0951902,0.27602,0.731695,'yes','yes',0.53179012495093,0.375687361927703,0.934364849701524,0.809564789757133,0.482747688423842,0.176143649732694,0.908899468602613,0.595881652785465,0.758438306394964,0.0335452987346798
0.54,-1.2938,?,?,?,0.0001623,1.973,719.8,?,?,22.57,1097,1.024,0.0093361,0.0261202,0.0618719,0.126659,0.29582,'yes','yes',0.774330250918865,0.463347666664049,0.169355068588629,0.896061009494588,0.947871719719842,0.908881151350215,0.951677868608385,0.261263567721471,0.804177943151444,0.164184948895127
3.038,-1.3115,?,?,?,9.483e-05,2.0491,42,?,?,17.95,6719,128,0.133848,0.28528,0.513016,0.757435,0.959684,'no','no',0.212298249825835,0.541262720245868,0.795400802278891,0.418107369216159,0.321030181832612,0.538829958299175,0.802046209340915,0.420163296395913,0.944456272060052,0.272008678177372
1.55,-1.016,?,?,?,4.785e-05,2.202,62.6,?,?,15.07,525,1.024,0.0417113,0.123815,0.295916,0.55972,0.890681,'yes','yes',0.761489261407405,0.522216738201678,0.795961588155478,0.88180835568346,0.220369347836822,0.493035907391459,0.96740490035154,0.995146557455882,0.722132451832294,0.943792182020843
2.352,-1.5259,?,?,?,2.697e-05,2.0755,25.9,?,?,10.23,491,3.072,0.0829877,0.208746,0.424062,0.681678,0.932453,'yes','yes',0.0355086915660650,0.202951887622476,0.364966831868514,0.488100944785401,0.588357711210847,0.638340340927243,0.743912633741274,0.387335336301476,0.85895819682628,0.0148819724563509
4.9,-1.4133,?,?,?,?,2.1623,22.3,?,?,10.54,2188,64,0.14337,0.308321,0.549178,0.787899,0.965569,'no','no',0.82822870532982,0.238491872092709,0.311471940716729,0.219864113721997,0.328887793468311,0.758622042136267,0.000538074877113104,0.00422409782186151,0.607916693435982,0.741847698576748
2.71,-1.1771,?,?,?,4.765e-05,2.3996,17.2,?,?,11.07,1020,12.16,0.0356374,0.0872283,0.187079,0.359164,0.753257,'yes','yes',0.00165770831517875,0.699317997787148,0.115077708614990,0.185604935511947,0.303048638626933,0.837217998458073,0.392942142207175,0.710778970271349,0.425296004395932,0.662023906596005
0.82,-1.004,?,?,?,5.926e-05,1.8098,262.1,?,?,?,?,?,0.00582563,0.02026,0.0597917,0.163331,0.57865,?,'yes',0.20484218117781,0.313000732334331,0.416789702372625,0.788582682376727,0.934947591973469,0.99426675401628,0.0552047055680305,0.864941247273237,0.916569091379642,0.805513723520562
3.8479,-1.4333,?,?,?,3.569e-05,1.9514,16,?,?,11.49,2138,64,0.0884743,0.218448,0.438525,0.69749,0.93966,'no','yes',0.933025343576446,0.96354025742039,0.154549978906289,0.594368225429207,0.204175231512636,0.462363047292456,0.790437035029754,0.372396833728999,0.711307058110833,0.127001376124099
2.31,?,-2.0015,?,?,?,2.2968,8.6,?,?,8.48,2083,64,0.0340764,0.101626,0.245502,0.481101,0.83869,'no','yes',0.435507583431900,0.354408939834684,0.317700211424381,0.081641637487337,0.266003084369004,0.311594169121236,0.588856365764514,0.274747303919867,0.140214584534988,0.740842771250755
3.91,-1.4744,?,?,?,0.0003059,2.1023,42.8,?,?,8.42,204,1.024,0.0665156,0.175267,0.378437,0.650194,0.929903,'yes','no',0.727275003213435,0.000278615625575185,0.74188138009049,0.092726431787014,0.686970480950549,0.0397644666954875,0.508056297898293,0.046150716021657,0.0843689285684377,0.172047877917066
3.44,-0.6588,?,?,?,?,2.1926,15.8,?,?,8.14,361,4.096,0.0211573,0.0719493,0.195245,0.427228,0.820965,'yes','no',0.840574886882678,0.209937762469053,0.875877839280292,0.921010663267225,0.60066360142082,0.0776952865999192,0.518058499554172,0.747315195156261,0.869760766625404,0.870156516321003
0.0331,-0.8437,?,?,?,?,3.83,6.3,?,?,7.84,2111,80,0.127173,0.271464,0.491152,0.731842,0.948556,'no','yes',0.847135907504708,0.501750046620145,0.985519809881225,0.700941576389596,0.418203577632084,0.106285820016637,0.428158454364166,0.561411323258653,0.0325778541155159,0.505373980617151
0.696,-0.6803,?,?,?,?,1.6982,13.7,?,?,10.01,1837,88,0.0953682,0.216866,0.417916,0.666279,0.929137,'no','yes',0.387449790490791,0.49840316711925,0.719871605979279,0.510494815884158,0.81942308950238,0.294580372050405,0.794269629521295,0.417609639698640,0.844524020794779,0.620688968570903
2.512,-0.5208,?,?,?,9.472e-05,1.9029,24.4,?,?,9.79,241,4.096,0.0279732,0.0896585,0.233307,0.488493,0.861568,'yes','yes',0.5477720645722,0.87729728454724,0.743614670354873,0.139727820409462,0.164045535959303,0.0587802738882601,0.92659399099648,0.459565332625061,0.468674042960629,0.582353200064972
1.165,-0.4458,?,?,?,?,2.2145,10.3,?,?,7.29,187,1.408,0.0628252,0.163681,0.349422,0.601539,0.899157,'yes','no',0.714544896502048,0.877705148188397,0.611369824269786,0.686676238197833,0.391468560323119,0.444296012166888,0.229730984894559,0.0341871196869761,0.484685312956572,0.904982409905642
8.1,-0.7002,?,?,?,?,1.9477,31.3,?,?,8.16,203,1.024,0.0518429,0.136544,0.302835,0.555372,0.885284,'yes','no',0.646999130258337,0.491233815904707,0.904637917876244,0.723601438337937,0.281825793208554,0.372558027971536,0.910685257520527,0.27215265808627,0.0387305566109717,0.217470753937960
1.608,-1.387,?,?,?,0.0001712,2.1247,52.4,?,?,8.16,163,1.024,0.0430794,0.126235,0.297922,0.558792,0.889404,'yes','yes',0.507573310285807,0.544671012321487,0.83352260151878,0.809220237657428,0.0695996354334056,0.76912269112654,0.928791982121766,0.538934523472562,0.0240713513921946,0.861878555966541
2.04,?,?,?,?,?,1.9044,10.4,?,?,9.07,384,4.096,0.0519768,0.141616,0.314471,0.56304,0.88103,'yes','yes',0.309899738291278,0.95859812735580,0.643706332193688,0.806242943741381,0.848906349856406,0.39092500298284,0.405260298401117,0.59553704969585,0.0406511274632066,0.0251686335541308
0.97,-0.275,?,?,?,?,2.3829,12.5,?,?,10.8,2494,64,0.0926791,0.199427,0.373854,0.602344,0.900667,'no','yes',0.648209115723148,0.119720777031034,0.811429163208231,0.116965799126774,0.245586066506803,0.86963083758019,0.514268369646743,0.804940857226029,0.679823485901579,0.367793539306149
2.752,-1.4019,?,?,?,4.211e-05,2.1827,68.4,?,?,9.18,243,1.024,0.0397789,0.0992083,0.214171,0.408662,0.815385,'yes','yes',0.810163438785821,0.517930441303179,0.337131824577227,0.608943491242826,0.256479352479801,0.262137428624555,0.700409641722217,0.932494168169796,0.296998528996482,0.072717402363196
1.092,-1.2759,?,?,?,?,1.1707,45.2,?,?,9.06,195,1.024,0.0456277,0.132201,0.308254,0.570717,0.895218,'yes','no',0.746902686310932,0.937248150352389,0.381023713387549,0.463133255485445,0.90480366605334,0.338222234509885,0.841479130787775,0.668859409168363,0.388734029140323,0.75972990388982
0.54,-1.7949,?,?,?,7.6e-05,2.0837,44.7,?,?,7.13,243,4.096,0.0701303,0.174465,0.361141,0.612944,0.911346,'yes','yes',0.467171572847292,0.323726048693061,0.380023632431403,0.70488048857078,0.796659423969686,0.451650644885376,0.674418557668105,0.957954965066165,0.904451629146934,0.61295907269232
2.9,-1.4392,?,?,?,7.904e-05,1.9904,39.3,?,?,10,?,1.024,0.0147738,0.0502642,0.142319,0.346327,0.791142,'yes','no',0.94561381614767,0.888118607923388,0.357282188953832,0.995006610872224,0.939815319841728,0.805922351311892,0.298038579523563,0.844950089463964,0.840641017770395,0.18160343891941
5.3,-0.4337,?,?,?,2.294e-05,1.9183,6.8,?,?,?,?,?,0.0887727,0.213529,0.422886,0.674161,0.927248,?,'no',0.686947338515893,0.607426134636626,0.976421458879486,0.579144824063405,0.704774879617617,0.0275565660558641,0.249249300686643,0.0517503449227661,0.388006657361984,0.47676019789651
0.937,-1.089,?,?,?,3.155e-05,1.8741,725.4,?,?,22.5,1909,1.024,0.00401552,0.0169694,0.0599726,0.194432,0.668461,'yes','yes',0.700050817569718,0.120361506473273,0.3936306622345,0.595734805334359,0.496065914863721,0.414839669130743,0.685790869174525,0.147912577493116,0.707805435406044,0.726352128898725
1.95,-1.0297,?,?,?,?,1.629,60.5,?,?,15.1,459,1.024,0.0308309,0.097116,0.247643,0.504738,0.866999,'yes','yes',0.391072192927822,0.111584897618741,0.141278742579743,0.94997625472024,0.617587518645450,0.00951329688541591,0.580211814725772,0.306336806854233,0.110283857211471,0.446666290750727
1.51,-1.4146,?,?,?,2.715e-05,1.9148,45.7,?,?,12.69,332,1.024,0.0426685,0.125541,0.296911,0.556522,0.88668,'yes','yes',0.179823616286740,0.742198989726603,0.304082060232759,0.498376094037667,0.551521480316296,0.859995234757662,0.624804137274623,0.210708797210827,0.714795238571241,0.754942437168211
0.542,-1.5913,?,?,?,0.0005874,2.3679,295.2,?,?,18.67,813,1.024,0.020167,0.048831,0.101965,0.187781,0.398399,'yes','yes',0.373367739375681,0.692689471878111,0.319004186196253,0.427862145239487,0.7478485009633,0.483370589325204,0.343241182388738,0.559174814959988,0.355043695075437,0.144103933125734
0.544,-1.0778,?,?,?,4.8e-05,1.958,131.7,?,?,23.3,3348,1.024,0.00261201,0.009013,0.0262178,0.069166,0.249527,'yes','yes',0.0093051886651665,0.770540368743241,0.515119622694328,0.131261682137847,0.859585139434785,0.986152444966137,0.514036727137864,0.0320383366197348,0.0389425209723413,0.546614701859653
0.92,-1.329,?,?,?,?,1.8902,35.8,?,?,12.12,225,0.128,0.0229165,0.0759837,0.201673,0.431911,0.817469,'yes','yes',0.801827982300892,0.280266600893810,0.961043366696686,0.637971866410226,0.476111891446635,0.494877245742828,0.124193309107795,0.0209042399656028,0.150242060655728,0.0289511904120445
