% 1. Title: Redshift Predictor for Swift GRBs
% 
% 2. Sources:
%     (a) Creator: Adam N. Morgan
%     (b) Data From: GCN Notices (http://gcn.gsfc.nasa.gov/),
%                    http://astro.berkeley.edu/~nat/Swift/
%                    http://swift.gsfc.nasa.gov/docs/swift/archive/grb_table.html/
%     (c) Date: Wed Mar  2 23:00:48 2011
% 
% 3. This file was created automatically. 
%    CHECK THE ATTRIBUTES before running Weka. 
% 
@RELATION swift_redshift

% !CHECK ME:
% !CHECK ME:
% !CHECK ME:
% !CHECK ME:
% !CHECK ME:
@ATTRIBUTE Z NUMERIC
@ATTRIBUTE A NUMERIC
@ATTRIBUTE B NUMERIC
@ATTRIBUTE CHI2 NUMERIC
@ATTRIBUTE DT_MAX_SNR NUMERIC
@ATTRIBUTE EP NUMERIC
@ATTRIBUTE EP0 NUMERIC
@ATTRIBUTE FL NUMERIC
@ATTRIBUTE FLX_PC NUMERIC
@ATTRIBUTE FLX_PC_LATE NUMERIC
@ATTRIBUTE FLX_WT NUMERIC
@ATTRIBUTE GAM_PC NUMERIC
@ATTRIBUTE GAM_PC_LATE NUMERIC
@ATTRIBUTE GAM_WT NUMERIC
@ATTRIBUTE MAX_SNR NUMERIC
@ATTRIBUTE NH_GAL NUMERIC
@ATTRIBUTE NH_PC NUMERIC
@ATTRIBUTE NH_PC_LATE NUMERIC
@ATTRIBUTE NH_WT NUMERIC
@ATTRIBUTE NU NUMERIC
@ATTRIBUTE PK_O_CTS NUMERIC
@ATTRIBUTE RT45 NUMERIC
@ATTRIBUTE T50 NUMERIC
@ATTRIBUTE T90 NUMERIC
@ATTRIBUTE bat_bkg_inten NUMERIC
@ATTRIBUTE bat_image_signif NUMERIC
@ATTRIBUTE bat_img_peak NUMERIC
@ATTRIBUTE bat_inten NUMERIC
@ATTRIBUTE bat_rate_signif NUMERIC
@ATTRIBUTE bat_trigger_dur NUMERIC
@ATTRIBUTE xrt_inten NUMERIC
@ATTRIBUTE xrt_signif NUMERIC
@ATTRIBUTE fluence NUMERIC
@ATTRIBUTE peakflux NUMERIC
@ATTRIBUTE xrt_column NUMERIC
@ATTRIBUTE gal_EB_V NUMERIC
@ATTRIBUTE uvot_time_delta NUMERIC
@ATTRIBUTE DT_MAX_SNR NUMERIC
@ATTRIBUTE FL_over_SQRT_T90 NUMERIC
@ATTRIBUTE PROB_Z_GT_5 NUMERIC
@ATTRIBUTE PROB_Z_GT_4 NUMERIC
@ATTRIBUTE PROB_Z_GT_3 NUMERIC
@ATTRIBUTE PROB_Z_GT_2 NUMERIC
@ATTRIBUTE PROB_Z_GT_1 NUMERIC
@ATTRIBUTE PROB_Z_LT_1 NUMERIC
@ATTRIBUTE PROB_Z_LT_2 NUMERIC
@ATTRIBUTE PROB_Z_LT_3 NUMERIC
@ATTRIBUTE PROB_Z_LT_4 NUMERIC
@ATTRIBUTE PROB_Z_LT_5 NUMERIC
@ATTRIBUTE MOST_PROB_Z NUMERIC
@ATTRIBUTE Z_LT_1_OVER_Z_GT_4 NUMERIC
@ATTRIBUTE CHI2_PC {yes, no}
@ATTRIBUTE CHI2_WT {yes, no}
@ATTRIBUTE CHI2_PC_LATE {yes, no}
@ATTRIBUTE bat_is_rate_trig {yes, no}
@ATTRIBUTE uvot_detection {yes, no}

@DATA
9.47000e-01,-1.46630e+00,?,3.34900e+01,1.16400e+01,5.62700e+01,5.73167e+01,5.13580e-06,3.08900e-04,?,?,2.05160e+00,2.22290e+00,?,1.36300e+02,1.01000e-02,?,?,?,5.50000e+01,1.06827e-01,4.68000e+00,6.00000e+00,3.46800e+01,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e-10,5.00000e+00,4.40000e+01,7.70000e+00,?,1.00000e-02,?,1.16400e+01,8.72105e-07,1.27163e-02,3.41254e-02,7.94585e-02,1.67269e-01,4.50923e-01,5.49077e-01,8.32731e-01,9.20541e-01,9.65875e-01,9.87284e-01,6.01000e-01,1.60900e+01,18.53/11,na,15.16/17,yes,no
3.22100e+00,-1.87630e+00,?,6.78400e+01,2.66800e+01,?,?,1.84640e-06,5.19900e-05,1.08200e-05,1.92700e-01,1.99530e+00,1.67290e+00,1.90280e+00,2.35000e+01,5.02000e-02,-2.10000e-02,-3.70000e-02,?,5.50000e+01,8.77835e-02,1.35700e+01,2.47250e+02,2.95550e+02,3.14650e+04,9.05000e+00,1.79000e+02,2.95900e+03,2.03400e+01,5.12000e-01,3.58000e-10,4.58000e+00,1.26000e+01,1.67000e+00,6.00000e-01,6.70000e-02,8.10000e+01,2.66800e+01,1.07401e-07,7.23053e-02,1.81242e-01,3.74104e-01,6.23967e-01,9.04462e-01,9.55383e-02,3.76033e-01,6.25896e-01,8.18758e-01,9.27695e-01,1.50100e+00,5.27130e-01,45.80/38,319.04/289,18.00/18,yes,yes
2.61470e+00,-1.16520e+00,?,5.27900e+01,1.47200e+01,?,2.86555e+02,8.68840e-06,1.13500e-04,9.56200e-05,4.73600e-02,1.96620e+00,1.96600e+00,1.13750e+00,4.14000e+01,4.41000e-02,?,?,-4.60000e-02,5.50000e+01,6.32556e-02,1.10400e+01,2.14240e+02,2.39680e+02,3.49360e+04,8.38000e+00,2.34000e+02,5.59000e+03,1.56200e+01,1.02400e+00,?,7.28000e+00,3.44000e+01,2.45000e+00,6.00000e+00,4.40000e-02,8.00000e+01,1.47200e+01,5.61208e-07,2.78307e-02,8.93744e-02,2.29896e-01,4.74497e-01,8.48095e-01,1.51905e-01,5.25503e-01,7.70104e-01,9.10626e-01,9.72169e-01,1.10100e+00,1.69965e+00,276.30/244,116.87/114,251.18/220,yes,yes
5.11000e+00,-6.85200e-01,?,6.26400e+01,7.80000e+01,?,?,1.21560e-06,2.12500e-05,?,?,2.00310e+00,-2.00000e+00,1.43400e+00,1.65000e+01,4.10000e-02,-1.00000e-03,?,?,5.40000e+01,3.11060e-02,1.95000e+01,4.44600e+01,7.41000e+01,0.00000e+00,1.33600e+01,3.11000e+03,0.00000e+00,0.00000e+00,6.40000e+01,1.00000e-10,5.00000e+00,1.14000e+01,5.50000e-01,4.60000e-01,5.40000e-02,1.29000e+02,7.80000e+01,1.41215e-07,9.42130e-02,2.27997e-01,4.48658e-01,7.02360e-01,9.38841e-01,6.11593e-02,2.97640e-01,5.51342e-01,7.72003e-01,9.05787e-01,2.10100e+00,2.68246e-01,22.81/17,12.02/9,16.68/17,no,yes
5.60000e+00,-8.20000e-01,?,4.21600e+01,7.28000e+00,7.30800e+01,7.08974e+01,1.31830e-06,7.08700e-05,?,?,1.95900e+00,?,?,4.31000e+01,4.60000e-02,-2.20000e-02,?,?,5.40000e+01,2.10233e-01,3.22000e+00,1.57500e+01,2.30300e+01,3.11580e+04,1.20600e+01,2.20000e+02,2.03000e+03,3.21400e+01,2.56000e-01,1.00000e-10,5.00000e+00,1.13000e+01,2.70000e+00,8.00000e-01,6.20000e-02,7.10000e+01,7.28000e+00,2.74705e-07,4.43978e-02,1.24197e-01,2.86572e-01,5.40613e-01,8.78453e-01,1.21547e-01,4.59387e-01,7.13428e-01,8.75803e-01,9.55602e-01,1.30100e+00,9.78664e-01,8.00/9,na,22.44/18,yes,no
3.20000e+00,?,-2.48200e+00,4.91700e+01,4.95000e+00,?,2.37070e+01,2.47650e-07,?,?,?,2.20360e+00,?,1.87420e+00,1.70000e+01,7.58000e-02,?,?,?,5.50000e+01,3.89234e-01,1.50000e+00,3.10000e+00,7.05000e+00,3.80470e+04,1.16000e+01,3.71000e+02,6.15500e+03,1.73200e+01,1.02400e+00,1.00000e-10,5.00000e+00,2.19000e+00,1.09000e+00,2.20000e+00,1.57000e-01,5.70000e+01,4.95000e+00,9.32704e-08,1.04053e-02,2.98625e-02,7.51342e-02,1.75466e-01,5.27443e-01,4.72557e-01,8.24534e-01,9.24866e-01,9.70138e-01,9.89595e-01,7.01000e-01,1.58244e+01,22.30/17,9.46/13,10.98/17,yes,no
2.34600e+00,?,-2.00000e+00,6.97100e+01,5.00000e+00,?,?,1.55810e-06,9.88500e-05,6.88100e-05,2.23200e-02,2.05180e+00,2.04770e+00,1.95420e+00,1.41000e+01,1.61000e-01,?,?,-2.50000e-02,5.30000e+01,5.98701e-01,1.30000e+00,2.15000e+00,4.90000e+00,8.73290e+04,1.14700e+01,2.64000e+02,9.45300e+03,2.00700e+01,2.04800e+00,?,6.92000e+00,2.20000e+01,3.94000e+00,8.20000e+00,1.90000e-01,1.09000e+02,5.00000e+00,7.03878e-07,2.61758e-02,8.45535e-02,2.19099e-01,4.56582e-01,8.31836e-01,1.68164e-01,5.43418e-01,7.80901e-01,9.15447e-01,9.73824e-01,1.00100e+00,1.98885e+00,143.77/131,37.94/31,112.41/100,yes,yes
8.00000e-02,-2.72100e-01,?,5.28000e+01,4.80000e+00,?,?,1.67130e-07,?,?,?,1.98100e+00,?,?,7.30000e+00,1.15000e-01,?,?,?,5.40000e+01,3.72024e-01,1.92000e+00,4.32000e+00,8.32000e+00,1.84997e+05,9.84000e+00,5.27000e+02,2.11780e+04,1.50600e+01,4.09600e+00,?,?,2.56000e+00,5.50000e-01,3.10000e+00,1.67000e-01,8.40000e+01,4.80000e+00,5.79419e-08,4.88818e-02,1.33826e-01,2.99815e-01,5.44481e-01,8.71055e-01,1.28945e-01,4.55519e-01,7.00185e-01,8.66174e-01,9.51118e-01,1.20100e+00,9.63527e-01,4.15/8,na,17.16/17,yes,no
2.49960e+00,-1.34560e+00,?,4.43300e+01,1.21370e+02,?,1.24439e+02,5.22000e-06,4.10100e-05,?,?,1.87390e+00,?,3.41860e+00,1.35000e+01,1.79000e-01,?,?,?,5.60000e+01,2.44033e-02,2.29000e+01,5.95400e+01,1.12210e+02,2.43391e+05,6.76000e+00,4.19000e+02,5.03650e+04,1.21200e+01,1.21600e+01,4.00000e-11,2.20000e+01,2.57000e+01,1.43000e+00,3.50000e+00,3.02000e-01,1.34000e+02,1.21370e+02,4.92782e-07,5.98992e-02,1.62741e-01,3.57331e-01,6.21059e-01,9.13419e-01,8.65808e-02,3.78941e-01,6.42669e-01,8.37259e-01,9.40101e-01,1.60100e+00,5.32015e-01,33.39/26,20.06/17,6.95/17,yes,yes
4.34900e+00,-1.21900e+00,?,5.27400e+01,4.70400e+01,?,7.72381e+01,1.91540e-06,?,?,?,2.11990e+00,1.95480e+00,?,1.16000e+01,6.42000e-01,?,-8.50000e-02,?,5.60000e+01,?,1.00800e+01,2.44800e+01,4.56000e+01,0.00000e+00,7.51000e+00,1.32300e+03,0.00000e+00,0.00000e+00,6.40000e+01,1.00000e-10,1.00000e+01,8.90000e+00,2.00000e-01,2.00000e+00,9.96000e-01,3.18800e+03,4.70400e+01,2.83646e-07,4.71053e-02,1.34745e-01,3.10668e-01,5.69208e-01,8.90869e-01,1.09131e-01,4.30792e-01,6.89332e-01,8.65255e-01,9.52895e-01,1.40100e+00,8.09909e-01,56.70/40,na,41.17/24,no,no
8.30000e-01,?,-2.91370e+00,5.26100e+01,3.30000e+01,?,2.17193e+01,3.60540e-07,3.46400e-05,3.28700e-05,?,2.16160e+00,2.16070e+00,?,9.40000e+00,3.72000e-02,?,?,?,5.50000e+01,1.01744e-01,6.93000e+00,1.51800e+01,3.79500e+01,0.00000e+00,8.76000e+00,2.02000e+03,0.00000e+00,0.00000e+00,6.40000e+01,?,?,2.66000e+00,5.00000e-01,3.60000e-01,3.50000e-02,6.09300e+03,3.30000e+01,5.85258e-08,2.37294e-02,5.92313e-02,1.29439e-01,2.53609e-01,5.74142e-01,4.25858e-01,7.46391e-01,8.70561e-01,9.40769e-01,9.76271e-01,7.01000e-01,7.18976e+00,25.48/35,na,23.82/34,no,yes
2.97000e-01,-1.21560e+00,?,5.11900e+01,1.34400e+01,?,1.08924e+02,1.03080e-06,?,?,?,1.93360e+00,2.95480e+00,?,1.25000e+01,1.89000e-01,?,?,?,5.50000e+01,1.38961e-01,5.18000e+00,1.70800e+01,3.44400e+01,2.21667e+05,8.16000e+00,5.33000e+02,3.08790e+04,1.24400e+01,8.19200e+00,?,?,4.13000e+00,3.80000e-01,8.00000e+00,6.32000e-01,1.05000e+02,1.34400e+01,1.75648e-07,3.31857e-02,1.01888e-01,2.51927e-01,4.99141e-01,8.56894e-01,1.43106e-01,5.00859e-01,7.48073e-01,8.98112e-01,9.66814e-01,1.10100e+00,1.40454e+00,18.99/16,27.56/17,16.25/17,yes,no
1.60500e+00,-1.30810e+00,?,4.76400e+01,2.42400e+01,?,2.40469e+02,1.66870e-05,5.89600e-05,5.89600e-05,?,1.98890e+00,1.98890e+00,?,7.97000e+01,1.07000e-01,?,?,?,5.60000e+01,6.67830e-02,1.03200e+01,1.87200e+01,1.48320e+02,?,?,?,?,?,?,?,?,8.30000e+01,6.30000e+00,1.40000e+00,1.35000e-01,?,2.42400e+01,1.37018e-06,2.43593e-02,8.06349e-02,2.14599e-01,4.59857e-01,8.44664e-01,1.55336e-01,5.40143e-01,7.85401e-01,9.19365e-01,9.75641e-01,1.10100e+00,1.92641e+00,23.52/41,na,23.52/41,?,no
1.14000e+00,-1.57120e+00,?,7.61500e+01,9.20000e+01,?,5.67923e+01,1.03700e-06,1.39300e-03,1.39300e-03,3.48500e-02,1.77820e+00,1.77820e+00,1.99760e+00,1.00000e+01,4.75000e-02,-4.70000e-02,-4.70000e-02,?,5.60000e+01,?,1.60000e+01,4.40000e+01,7.92000e+01,0.00000e+00,7.13000e+00,1.48500e+03,0.00000e+00,0.00000e+00,6.40000e+01,6.94000e-10,6.08000e+00,5.80000e+00,4.00000e-01,9.90000e-01,4.80000e-02,1.45000e+02,9.20000e+01,1.16524e-07,8.26153e-02,2.04159e-01,4.12969e-01,6.68448e-01,9.27254e-01,7.27457e-02,3.31552e-01,5.87031e-01,7.95841e-01,9.17385e-01,1.80100e+00,3.56319e-01,13.42/11,33.92/36,13.42/11,no,yes
4.90000e-01,?,-2.13260e+00,4.66900e+01,8.80000e+00,?,4.25112e+01,1.23860e-05,4.80200e-05,4.08600e-05,3.07500e-02,1.81440e+00,1.78370e+00,1.89670e+00,5.07000e+01,2.80000e-02,?,?,?,5.60000e+01,3.93355e-01,1.54000e+00,6.16000e+00,9.57000e+00,2.79480e+04,1.79500e+01,6.60000e+02,9.69500e+03,1.08300e+02,1.02400e+00,?,?,9.00000e+01,4.65000e+01,9.80000e-01,3.90000e-02,3.21900e+03,8.80000e+00,4.00383e-06,1.68720e-03,4.87404e-03,1.23024e-02,2.89463e-02,9.56591e-02,9.04341e-01,9.71054e-01,9.87698e-01,9.95126e-01,9.98313e-01,2.01000e-01,1.85542e+02,156.56/149,214.23/187,124.74/128,yes,yes
1.24000e+00,-4.64000e-01,?,5.48800e+01,1.08000e+02,8.18700e+01,7.82516e+01,7.74960e-06,1.55700e-03,?,1.07100e-01,1.66340e+00,?,1.90760e+00,6.33000e+01,1.91000e-02,?,?,2.55000e-01,5.50000e+01,2.94331e-02,2.16000e+01,3.13200e+01,1.26360e+02,3.46900e+04,6.74000e+00,1.56000e+02,5.38500e+03,1.46900e+01,1.02400e+00,3.15000e-09,1.01900e+01,7.30000e+01,3.20000e+00,1.70000e+00,2.30000e-02,9.80000e+01,1.08000e+02,6.89405e-07,4.29143e-02,1.07049e-01,2.27072e-01,4.20936e-01,8.22166e-01,1.77834e-01,5.79064e-01,7.72928e-01,8.92951e-01,9.57086e-01,1.00100e+00,1.66123e+00,33.14/24,285.77/194,24.53/17,yes,no
1.29000e+00,-1.29310e+00,?,5.91700e+01,2.63900e+01,?,8.52292e+01,?,8.59300e-05,?,?,2.21080e+00,2.06430e+00,?,1.62000e+01,4.64000e-02,-1.24000e-01,-9.40000e-02,?,5.50000e+01,7.24852e-02,8.12000e+00,1.47900e+01,2.87100e+01,?,?,?,?,?,?,?,?,8.38000e+00,7.10000e-01,?,2.20000e-02,?,2.63900e+01,3.52882e-07,4.51748e-02,1.30951e-01,3.05197e-01,5.64158e-01,8.89024e-01,1.10976e-01,4.35842e-01,6.94803e-01,8.69049e-01,9.54825e-01,1.40100e+00,8.47461e-01,20.29/18,na,24.45/18,?,no
2.58000e+00,?,-2.13830e+00,5.48200e+01,5.44500e+01,?,5.18109e+01,1.57370e-06,?,?,3.77900e-02,?,?,2.64680e+00,1.98000e+01,3.74000e-02,-4.10000e-02,?,?,5.60000e+01,1.96721e-02,1.81500e+01,2.86000e+01,6.65500e+01,?,?,?,?,?,?,6.01000e-10,5.74000e+00,1.20000e+01,6.00000e-01,3.70000e-01,4.50000e-02,1.50000e+02,5.44500e+01,1.92907e-07,6.62657e-02,1.53556e-01,3.08127e-01,5.33669e-01,8.71818e-01,1.28182e-01,4.66331e-01,6.91873e-01,8.46444e-01,9.33734e-01,1.10100e+00,8.34759e-01,15.51/17,17.41/20,15.31/17,?,no
1.03000e+00,-1.67810e+00,?,2.17200e+01,6.70000e+01,?,2.98132e+02,4.31320e-05,1.65700e-04,1.60800e-04,?,1.98730e+00,1.98970e+00,?,3.79300e+02,5.77000e-02,1.34000e-01,1.35000e-01,?,5.60000e+01,1.12300e-01,6.70000e+00,2.54600e+01,5.82900e+01,5.00530e+04,8.14000e+00,7.70000e+01,7.03000e+02,1.43100e+01,6.40000e-02,4.40000e-07,1.73400e+01,2.64000e+02,4.32000e+01,1.50000e+00,3.30000e-02,4.20200e+03,6.70000e+01,5.64940e-06,4.12959e-03,1.61621e-02,5.35725e-02,1.65690e-01,6.04508e-01,3.95492e-01,8.34310e-01,9.46428e-01,9.83838e-01,9.95870e-01,9.01000e-01,2.44703e+01,269.81/247,18.09/17,267.88/244,yes,yes
2.45000e+00,-1.81960e+00,?,2.78300e+01,1.52000e+01,?,?,3.96010e-07,?,?,?,1.96580e+00,?,?,7.30000e+00,2.90000e-02,?,-3.30000e-02,?,5.60000e+01,?,3.52000e+00,8.16000e+00,1.47200e+01,0.00000e+00,7.15000e+00,1.46500e+03,0.00000e+00,0.00000e+00,6.40000e+01,?,?,2.80000e+00,4.00000e-01,2.90000e-01,2.60000e-02,1.25000e+02,1.52000e+01,1.03217e-07,6.13414e-02,1.59326e-01,3.40478e-01,5.89463e-01,8.92164e-01,1.07836e-01,4.10537e-01,6.59522e-01,8.40674e-01,9.38659e-01,1.30100e+00,6.76826e-01,9.45/17,na,19.84/18,no,no
9.71000e-01,-1.68830e+00,?,6.24400e+01,4.24000e+00,2.86500e+01,?,1.45800e-06,1.61400e-04,6.29000e-05,4.12300e-02,2.05840e+00,2.11940e+00,2.00620e+00,8.33000e+01,2.81000e-02,?,?,?,5.50000e+01,3.87421e-01,1.24000e+00,1.56000e+00,4.44000e+00,3.41370e+04,1.14700e+01,2.00000e+02,2.09100e+03,2.97100e+01,2.56000e-01,4.40000e-10,4.89000e+00,1.40000e+01,1.03000e+01,1.40000e+00,2.90000e-02,6.80000e+01,4.24000e+00,6.91936e-07,3.19589e-03,9.34695e-03,2.40011e-02,5.77862e-02,1.98839e-01,8.01161e-01,9.42214e-01,9.75999e-01,9.90653e-01,9.96804e-01,3.01000e-01,8.57136e+01,105.53/96,26.10/30,42.53/40,yes,yes
3.24000e+00,-1.99880e+00,?,6.57700e+01,1.03600e+01,?,?,1.86520e-06,1.99300e-04,1.24900e-04,?,1.99950e+00,2.11750e+00,?,1.82000e+01,1.26000e-02,?,?,?,5.50000e+01,6.80101e-02,1.18400e+01,1.25430e+02,1.53550e+02,3.51760e+04,1.00000e+01,?,?,1.15700e+01,1.02400e+00,?,?,1.31000e+01,1.52000e+00,?,1.20000e-02,9.00000e+01,1.03600e+01,1.50522e-07,6.06613e-02,1.47537e-01,3.06044e-01,5.37993e-01,8.72718e-01,1.27282e-01,4.62007e-01,6.93956e-01,8.52463e-01,9.39339e-01,1.10100e+00,8.62717e-01,57.86/73,na,43.48/41,yes,yes
2.17000e+00,-7.46100e-01,?,4.64500e+01,6.96000e+00,4.16900e+01,4.22270e+01,5.73800e-07,2.35200e-04,?,?,2.12910e+00,2.64670e+00,?,2.46000e+01,1.75000e-02,?,?,-6.00000e-03,5.50000e+01,1.72968e-01,2.48000e+00,3.44000e+00,7.68000e+00,?,?,?,?,?,?,1.00000e-10,5.00000e+00,6.90000e+00,1.90000e+00,1.30000e+00,2.20000e-02,9.20000e+01,6.96000e+00,2.07052e-07,2.90857e-02,8.05385e-02,1.92442e-01,4.05639e-01,8.19759e-01,1.80241e-01,5.94361e-01,8.07558e-01,9.19461e-01,9.70914e-01,1.10100e+00,2.23795e+00,20.43/25,22.21/17,29.03/17,?,yes
4.66700e+00,-1.37280e+00,?,6.49700e+01,2.83500e+01,?,5.85787e+01,8.44590e-07,1.77700e-04,?,?,1.65610e+00,?,-2.00000e+00,1.04000e+01,6.50000e-02,-1.20000e-02,?,?,5.60000e+01,?,5.94000e+00,1.51200e+01,3.10500e+01,0.00000e+00,7.44000e+00,1.42600e+03,0.00000e+00,0.00000e+00,6.40000e+01,1.00000e-10,1.00000e+01,3.70000e+00,4.00000e-01,8.80000e-01,7.60000e-02,1.83000e+02,2.83500e+01,1.51571e-07,5.09050e-02,1.42291e-01,3.20991e-01,5.77184e-01,8.91943e-01,1.08057e-01,4.22816e-01,6.79009e-01,8.57709e-01,9.49095e-01,1.40100e+00,7.59410e-01,68.37/48,27.14/17,50.69/17,no,yes
2.82100e+00,-1.11880e+00,?,5.95800e+01,8.30000e+00,?,1.87410e+02,1.71690e-05,1.91400e-05,1.91400e-05,?,1.95880e+00,1.95880e+00,?,4.20000e+01,2.22000e-02,?,?,?,5.50000e+01,7.19554e-01,1.60000e+00,2.30000e+00,9.80000e+00,2.50130e+04,1.60000e+01,?,?,2.55990e+02,5.12000e-01,?,?,6.36000e+01,2.15000e+01,2.00000e-01,2.80000e-02,3.32340e+04,8.30000e+00,5.48444e-06,6.40849e-03,2.63409e-02,8.88690e-02,2.61060e-01,7.23674e-01,2.76326e-01,7.38940e-01,9.11131e-01,9.73659e-01,9.93592e-01,1.00100e+00,1.04904e+01,31.69/44,na,31.69/44,yes,yes
5.91500e-01,-1.74020e+00,?,4.98100e+01,1.93600e+01,?,5.12649e+01,?,2.37300e-05,?,?,1.96770e+00,?,?,1.34000e+01,7.12000e-02,-2.37000e-01,-2.13000e-01,?,5.50000e+01,1.26761e-01,5.06000e+00,9.24000e+00,1.73800e+01,2.71100e+05,9.00000e+00,?,?,1.12600e+01,8.19200e+00,?,?,6.36000e+00,6.90000e-01,?,8.90000e-02,2.78200e+03,1.93600e+01,2.09941e-07,6.74093e-02,1.73641e-01,3.65446e-01,6.18128e-01,9.05560e-01,9.44405e-02,3.81872e-01,6.34554e-01,8.26359e-01,9.32591e-01,1.50100e+00,5.43885e-01,28.80/18,na,18.69/18,yes,no
9.37000e-01,-1.69660e+00,?,5.77800e+01,3.48000e+00,?,1.42501e+02,2.24590e-06,4.44600e-05,?,?,2.03450e+00,?,?,4.35000e+01,3.85000e-02,?,?,-3.90000e-02,5.50000e+01,5.62500e-01,1.12000e+00,1.96000e+00,5.92000e+00,3.07880e+04,1.98500e+01,9.27000e+02,8.54300e+03,8.13800e+01,1.02400e+00,1.00000e-10,5.00000e+00,1.35000e+01,8.58000e+00,1.70000e+00,5.30000e-02,1.13000e+02,3.48000e+00,9.23059e-07,1.63189e-02,5.78667e-02,1.65031e-01,3.83550e-01,7.90834e-01,2.09166e-01,6.16450e-01,8.34969e-01,9.42133e-01,9.83681e-01,1.00100e+00,3.61461e+00,19.97/25,19.27/18,11.79/17,yes,yes
2.68000e+00,?,-2.17100e+00,4.96800e+01,3.50000e+00,?,2.05322e+01,?,2.45000e-05,1.87000e-05,2.16200e-01,2.10180e+00,2.06360e+00,2.26910e+00,6.40000e+00,4.09000e-02,?,?,1.31000e-01,5.50000e+01,3.13316e-01,1.96000e+00,3.33200e+01,3.99000e+01,1.69944e+05,6.78000e+00,3.45000e+02,1.88550e+04,1.24800e+01,4.09600e+00,2.93000e-09,1.01900e+01,4.02000e+00,3.40000e-01,4.57000e-01,4.30000e-02,9.90000e+01,3.50000e+00,4.22044e-08,4.27832e-02,1.16809e-01,2.64559e-01,4.94069e-01,8.36843e-01,1.63157e-01,5.05931e-01,7.35441e-01,8.83191e-01,9.57217e-01,1.00100e+00,1.39679e+00,39.03/38,141.74/144,26.13/30,yes,yes
3.78000e+00,-3.39400e-01,?,4.18400e+01,1.76400e+01,?,?,6.05010e-07,2.10200e-04,1.16300e-04,?,2.08160e+00,2.24040e+00,?,1.64000e+01,3.94000e-02,?,?,?,5.40000e+01,1.30323e-01,5.40000e+00,9.18000e+00,1.85400e+01,1.25024e+05,7.96000e+00,3.63000e+02,1.40110e+04,1.59000e+01,3.07200e+00,9.99000e-12,5.00000e+00,6.97000e+00,4.60000e-01,5.10000e-01,4.90000e-02,9.70000e+01,1.76400e+01,1.40510e-07,4.65636e-02,1.34062e-01,3.09714e-01,5.67264e-01,8.88614e-01,1.11386e-01,4.32736e-01,6.90286e-01,8.65938e-01,9.53436e-01,1.30100e+00,8.30856e-01,70.40/58,33.50/17,31.09/27,yes,yes
3.37500e+00,-1.88560e+00,?,5.19200e+01,9.21200e+01,?,?,2.15050e-06,5.11000e-05,5.13000e-05,?,2.22810e+00,2.23110e+00,?,1.24000e+01,2.10000e-02,1.92000e-01,1.93000e-01,?,5.60000e+01,?,2.25600e+01,4.51200e+01,9.02400e+01,0.00000e+00,7.12000e+00,1.01100e+03,0.00000e+00,0.00000e+00,6.40000e+01,?,?,1.40000e+01,8.00000e-01,1.29000e+00,2.80000e-02,2.70000e+04,9.21200e+01,2.26381e-07,9.16913e-02,2.13445e-01,4.15789e-01,6.63283e-01,9.24971e-01,7.50286e-02,3.36717e-01,5.84211e-01,7.86555e-01,9.08309e-01,1.60100e+00,3.51512e-01,33.32/35,na,33.26/35,no,yes
8.36000e-01,-1.40670e+00,?,5.54900e+01,2.47500e+01,?,1.22638e+02,4.40720e-06,1.12500e-04,7.48100e-05,6.40400e-02,2.03030e+00,2.18140e+00,1.62390e+00,4.81000e+01,1.44000e-02,2.30000e-01,2.54000e-01,1.42000e-01,5.50000e+01,6.84056e-02,1.02500e+01,2.05000e+01,5.10000e+01,3.25720e+04,1.00300e+01,2.01000e+02,2.93400e+03,1.79400e+01,5.12000e-01,2.61000e-09,9.53000e+00,2.48000e+01,1.76000e+00,1.50000e+00,1.70000e-02,1.80000e+02,2.47500e+01,6.17131e-07,4.40804e-02,1.28738e-01,3.02434e-01,5.63110e-01,8.90028e-01,1.09972e-01,4.36890e-01,6.97566e-01,8.71262e-01,9.55920e-01,1.40100e+00,8.54231e-01,75.56/83,207.67/198,55.31/51,yes,yes
3.35500e+00,-1.93930e+00,?,6.42800e+01,4.00000e+01,?,?,3.28460e-06,?,?,2.99100e-02,?,?,2.53450e+00,2.26000e+01,2.65000e-01,?,-1.80000e-01,?,5.50000e+01,5.47390e-02,1.24000e+01,2.00000e+01,4.20000e+01,0.00000e+00,1.08300e+01,1.51000e+03,0.00000e+00,0.00000e+00,6.40000e+01,1.30000e-09,7.61000e+00,2.24000e+01,1.59000e+00,4.00000e+00,3.82000e-01,1.46000e+02,4.00000e+01,5.06825e-07,4.78428e-02,1.18595e-01,2.52427e-01,4.65201e-01,8.39612e-01,1.60388e-01,5.34799e-01,7.47573e-01,8.81405e-01,9.52157e-01,1.00100e+00,1.35239e+00,12.07/17,72.69/46,21.82/18,no,no
