% 1. Title: Redshift Predictor for Swift GRBs
% 
% 2. Sources:
%     (a) Creator: Adam N. Morgan
%     (b) Data From: GCN Notices (http://gcn.gsfc.nasa.gov/),
%                    http://astro.berkeley.edu/~nat/Swift/
%                    http://swift.gsfc.nasa.gov/docs/swift/archive/grb_table.html/
%     (c) Date: Wed Mar  2 23:00:48 2011
% 
% 3. This file was created automatically. 
%    CHECK THE ATTRIBUTES before running Weka. 
% 
@RELATION swift_redshift

% !CHECK ME:
% !CHECK ME:
% !CHECK ME:
% !CHECK ME:
% !CHECK ME:
@ATTRIBUTE Z NUMERIC
@ATTRIBUTE A NUMERIC
@ATTRIBUTE B NUMERIC
@ATTRIBUTE CHI2 NUMERIC
@ATTRIBUTE DT_MAX_SNR NUMERIC
@ATTRIBUTE EP NUMERIC
@ATTRIBUTE EP0 NUMERIC
@ATTRIBUTE FL NUMERIC
@ATTRIBUTE FLX_PC NUMERIC
@ATTRIBUTE FLX_PC_LATE NUMERIC
@ATTRIBUTE FLX_WT NUMERIC
@ATTRIBUTE GAM_PC NUMERIC
@ATTRIBUTE GAM_PC_LATE NUMERIC
@ATTRIBUTE GAM_WT NUMERIC
@ATTRIBUTE MAX_SNR NUMERIC
@ATTRIBUTE NH_GAL NUMERIC
@ATTRIBUTE NH_PC NUMERIC
@ATTRIBUTE NH_PC_LATE NUMERIC
@ATTRIBUTE NH_WT NUMERIC
@ATTRIBUTE NU NUMERIC
@ATTRIBUTE PK_O_CTS NUMERIC
@ATTRIBUTE RT45 NUMERIC
@ATTRIBUTE T50 NUMERIC
@ATTRIBUTE T90 NUMERIC
@ATTRIBUTE bat_bkg_inten NUMERIC
@ATTRIBUTE bat_image_signif NUMERIC
@ATTRIBUTE bat_img_peak NUMERIC
@ATTRIBUTE bat_inten NUMERIC
@ATTRIBUTE bat_rate_signif NUMERIC
@ATTRIBUTE bat_trigger_dur NUMERIC
@ATTRIBUTE xrt_inten NUMERIC
@ATTRIBUTE xrt_signif NUMERIC
@ATTRIBUTE fluence NUMERIC
@ATTRIBUTE peakflux NUMERIC
@ATTRIBUTE xrt_column NUMERIC
@ATTRIBUTE gal_EB_V NUMERIC
@ATTRIBUTE uvot_time_delta NUMERIC
@ATTRIBUTE DT_MAX_SNR NUMERIC
@ATTRIBUTE FL_over_SQRT_T90 NUMERIC
@ATTRIBUTE PROB_Z_GT_5 NUMERIC
@ATTRIBUTE PROB_Z_GT_4 NUMERIC
@ATTRIBUTE PROB_Z_GT_3 NUMERIC
@ATTRIBUTE PROB_Z_GT_2 NUMERIC
@ATTRIBUTE PROB_Z_GT_1 NUMERIC
@ATTRIBUTE PROB_Z_LT_1 NUMERIC
@ATTRIBUTE PROB_Z_LT_2 NUMERIC
@ATTRIBUTE PROB_Z_LT_3 NUMERIC
@ATTRIBUTE PROB_Z_LT_4 NUMERIC
@ATTRIBUTE PROB_Z_LT_5 NUMERIC
@ATTRIBUTE MOST_PROB_Z NUMERIC
@ATTRIBUTE Z_LT_1_OVER_Z_GT_4 NUMERIC
@ATTRIBUTE CHI2_PC {yes, no}
@ATTRIBUTE CHI2_WT {yes, no}
@ATTRIBUTE CHI2_PC_LATE {yes, no}
@ATTRIBUTE bat_is_rate_trig {yes, no}
@ATTRIBUTE uvot_detection {yes, no}

@DATA
2.45200e+00,-1.29220e+00,?,5.23900e+01,4.42900e+01,?,1.51459e+02,1.17260e-05,2.12600e-04,1.24000e-04,1.22600e-01,1.81730e+00,2.05140e+00,2.07160e+00,7.85000e+01,2.26000e-02,?,?,7.00000e-02,5.60000e+01,5.40385e-02,1.84900e+01,2.62300e+01,9.97600e+01,2.71990e+04,1.02500e+01,2.60000e+02,4.95000e+03,2.33800e+01,1.02400e+00,4.95000e-09,1.14800e+01,5.80000e+01,3.60000e+00,1.00000e+01,2.40000e-02,8.60000e+01,4.42900e+01,1.17401e-06,4.39328e-02,1.28584e-01,3.03109e-01,5.66691e-01,8.94040e-01,1.05960e-01,4.33309e-01,6.96891e-01,8.71416e-01,9.56067e-01,1.40100e+00,8.24056e-01,34.00/31,399.69/292,5.67/13,yes,yes
2.64100e+00,-1.75220e+00,?,4.36300e+01,2.16300e+01,?,9.00227e+01,2.73750e-06,7.45400e-05,3.99400e-05,1.05900e-01,2.20390e+00,2.24000e+00,2.74300e+00,3.66000e+01,5.47000e-02,?,?,2.04000e-01,5.60000e+01,5.46466e-02,8.82000e+00,1.19700e+01,4.38900e+01,0.00000e+00,1.78500e+01,4.51400e+03,0.00000e+00,0.00000e+00,8.00000e+01,1.00000e-10,1.00000e+01,1.80000e+01,1.60000e+00,2.15000e+00,8.30000e-02,1.60000e+02,2.16300e+01,4.13210e-07,5.66354e-02,1.53451e-01,3.38519e-01,5.97887e-01,9.02958e-01,9.70418e-02,4.02113e-01,6.61481e-01,8.46549e-01,9.43365e-01,1.50100e+00,6.32397e-01,24.74/27,27.79/34,12.08/14,no,yes
4.64970e+00,-8.90200e-01,?,5.17900e+01,1.22400e+01,?,4.49122e+01,1.92280e-07,6.68300e-05,?,?,2.04450e+00,?,?,1.30000e+01,7.72000e-02,?,?,?,5.50000e+01,?,2.64000e+00,5.16000e+00,1.06800e+01,1.36279e+05,8.16000e+00,3.97000e+02,1.59300e+04,1.51300e+01,4.09600e+00,1.00000e-10,1.00000e+01,1.90000e+00,5.00000e-01,7.70000e-01,1.17000e-01,9.20000e+01,1.22400e+01,5.88367e-08,4.77577e-02,1.25617e-01,2.78609e-01,5.15954e-01,8.59135e-01,1.40865e-01,4.84046e-01,7.21391e-01,8.74383e-01,9.52242e-01,1.10100e+00,1.12138e+00,33.99/24,15.69/17,48.90/17,yes,no
2.77000e+00,-1.03660e+00,?,4.75200e+01,1.14000e+01,?,?,7.30560e-06,1.96200e-04,9.52700e-05,5.48700e-02,2.00690e+00,2.08020e+00,2.01440e+00,1.47600e+02,2.24000e-02,?,?,?,5.50000e+01,1.20986e-01,4.20000e+00,5.76000e+00,3.34800e+01,2.69360e+04,8.08000e+00,1.15000e+02,1.52100e+03,2.20400e+01,2.56000e-01,3.91000e-09,1.10000e+01,4.80000e+01,7.70000e+00,4.61000e-01,2.10000e-02,6.00000e+01,1.14000e+01,1.26259e-06,1.72983e-02,5.65464e-02,1.55269e-01,3.68410e-01,8.12793e-01,1.87207e-01,6.31590e-01,8.44731e-01,9.43454e-01,9.82702e-01,1.10100e+00,3.31067e+00,119.16/132,293.53/252,81.80/69,yes,yes
4.77200e+00,-1.65230e+00,?,4.48300e+01,6.13800e+01,?,6.45207e+01,2.07530e-06,5.55100e-05,2.55900e-05,2.73300e-02,2.21970e+00,2.28980e+00,2.14510e+00,2.33000e+01,4.19000e-02,?,?,?,5.60000e+01,2.33410e-02,1.86000e+01,3.28600e+01,6.51000e+01,2.05494e+05,1.04000e+01,9.28000e+02,4.37310e+04,1.08600e+01,1.21600e+01,1.00000e-10,1.00000e+01,1.40000e+01,6.00000e-01,1.90000e+01,5.30000e-02,1.30000e+02,6.13800e+01,2.57212e-07,9.43802e-02,2.27631e-01,4.47391e-01,7.00737e-01,9.38118e-01,6.18825e-02,2.99263e-01,5.52609e-01,7.72369e-01,9.05620e-01,2.00100e+00,2.71854e-01,34.56/26,42.02/33,8.83/8,yes,no
1.49700e+00,-1.67100e+00,?,3.56400e+01,1.80000e+01,?,1.05029e+02,9.04340e-06,1.19400e-04,8.93700e-05,2.86600e-01,2.01010e+00,2.03820e+00,2.12540e+00,8.54000e+01,2.85000e-02,3.16000e-01,3.11000e-01,3.73000e-01,5.50000e+01,5.77197e-02,1.60200e+01,?,2.61360e+02,2.17776e+05,9.85000e+00,7.05000e+02,4.48470e+04,1.33000e+01,1.21600e+01,1.28000e-08,4.89000e+00,5.38000e+01,4.07000e+00,3.90000e+00,2.70000e-02,1.46000e+02,1.80000e+01,5.59387e-07,4.44502e-02,1.26068e-01,2.93583e-01,5.53367e-01,8.93372e-01,1.06628e-01,4.46633e-01,7.06417e-01,8.73932e-01,9.55550e-01,1.40100e+00,8.45798e-01,88.10/85,194.24/175,66.65/63,yes,no
8.45000e-01,-1.26000e+00,?,4.96500e+01,1.35000e+02,?,8.05384e+01,3.24240e-06,9.91400e-05,6.02800e-05,?,1.99860e+00,1.99320e+00,?,1.26000e+01,4.10000e-02,?,?,?,5.60000e+01,3.27445e-02,2.29500e+01,7.29000e+01,1.39050e+02,1.65590e+05,8.57000e+00,3.87000e+02,1.86150e+04,1.20000e+01,4.09600e+00,?,?,1.40000e+01,1.00000e+00,1.60000e+00,7.50000e-02,3.18600e+03,1.35000e+02,2.74967e-07,6.72015e-02,1.77203e-01,3.78322e-01,6.40143e-01,9.19468e-01,8.05315e-02,3.59857e-01,6.21678e-01,8.22797e-01,9.32798e-01,1.70100e+00,4.54459e-01,53.17/48,na,24.12/28,yes,yes
6.89000e-01,-1.08420e+00,?,5.18200e+01,3.70000e+01,?,?,5.55100e-06,3.62800e-05,2.17600e-05,2.36400e-01,1.91710e+00,1.99510e+00,2.23290e+00,8.93000e+01,1.83000e-02,1.84000e-01,?,2.73000e-01,5.50000e+01,4.67777e-02,1.33200e+01,2.36800e+01,6.25300e+01,3.27500e+04,2.03200e+01,8.60000e+02,8.31400e+03,5.99200e+01,1.02400e+00,1.00000e-10,1.00000e+01,4.00000e+01,2.70000e+00,2.60000e+00,1.90000e-02,7.80000e+01,3.70000e+01,7.01984e-07,5.11773e-02,1.40844e-01,3.19149e-01,5.85781e-01,9.07877e-01,9.21233e-02,4.14219e-01,6.80851e-01,8.59156e-01,9.48823e-01,1.50100e+00,6.54080e-01,58.17/43,97.58/103,22.85/24,yes,yes
2.03000e+00,?,-2.00980e+00,5.45400e+01,6.64000e+00,?,4.32891e+02,5.11940e-07,3.91800e-05,2.39500e-05,4.68600e-04,2.10240e+00,2.07330e+00,1.59820e+00,2.05000e+01,1.78000e-02,?,?,-2.20000e-02,5.50000e+01,1.93007e-01,3.36000e+00,5.52000e+00,1.52800e+01,3.24180e+04,8.51000e+00,2.42000e+02,5.09100e+03,1.37400e+01,1.02400e+00,?,?,3.69000e+00,7.70000e-01,1.70000e-01,1.80000e-02,7.60000e+01,6.64000e+00,1.30966e-07,5.44613e-02,1.41504e-01,3.06831e-01,5.47973e-01,8.71854e-01,1.28146e-01,4.52027e-01,6.93169e-01,8.58496e-01,9.45539e-01,1.20100e+00,9.05602e-01,24.07/20,15.69/18,27.91/12,yes,no
2.14500e+00,-1.05140e+00,?,3.97500e+01,3.64000e+00,?,2.24352e+02,5.62280e-06,8.08400e-05,3.63800e-05,7.16800e-03,1.74950e+00,2.02900e+00,1.85690e+00,1.00300e+02,5.12000e-02,?,?,?,5.60000e+01,3.83570e-01,1.36000e+00,2.04000e+00,4.40000e+00,2.55900e+04,2.21900e+01,1.24500e+03,9.17000e+03,1.80440e+02,5.12000e-01,1.79000e-09,8.77000e+00,2.30000e+01,8.40000e+00,4.30000e+00,6.20000e-02,?,3.64000e+00,2.68056e-06,9.07489e-03,3.62426e-02,1.14982e-01,3.01850e-01,7.31597e-01,2.68403e-01,6.98150e-01,8.85018e-01,9.63757e-01,9.90925e-01,1.00100e+00,7.40574e+00,42.66/51,170.53/156,14.46/18,yes,no
4.22000e-01,-1.32830e+00,?,5.71500e+01,2.52000e+01,?,1.22613e+02,4.42330e-06,8.12900e-05,5.24200e-05,6.03000e-02,1.96860e+00,2.09900e+00,1.77160e+00,1.99000e+01,5.04000e-02,1.29000e-01,1.57000e-01,?,5.50000e+01,3.46579e-02,1.68000e+01,3.88500e+01,8.82000e+01,0.00000e+00,7.61000e+00,1.45000e+03,0.00000e+00,0.00000e+00,7.20000e+01,?,1.06700e+01,2.15000e+01,9.60000e-01,1.98000e+00,7.40000e-02,1.85000e+02,2.52000e+01,4.70990e-07,5.12637e-02,1.44508e-01,3.28505e-01,5.91575e-01,9.02180e-01,9.78196e-02,4.08425e-01,6.71495e-01,8.55492e-01,9.48736e-01,1.50100e+00,6.76915e-01,114.24/106,36.04/39,57.43/66,no,no
1.71000e+00,-1.58610e+00,?,6.66900e+01,9.75000e+00,?,7.11226e+01,?,1.07100e-04,3.88600e-05,1.72000e-02,1.82950e+00,1.83540e+00,1.86940e+00,1.86000e+01,1.86000e-02,?,?,?,5.50000e+01,1.71186e-01,4.05000e+00,6.75000e+00,1.42500e+01,5.52350e+04,8.05000e+00,2.06000e+02,8.04600e+03,1.26400e+01,1.02400e+00,?,?,2.00000e+01,2.75000e+00,6.60000e-01,2.10000e-02,2.86000e+02,9.75000e+00,7.24917e-07,4.43109e-02,1.28117e-01,2.98919e-01,5.56056e-01,8.84128e-01,1.15872e-01,4.43944e-01,7.01081e-01,8.71883e-01,9.55689e-01,1.30100e+00,9.04424e-01,146.37/143,25.80/30,85.70/61,yes,yes
2.10000e+00,-1.43590e+00,?,5.75000e+01,7.87800e+01,?,1.28046e+02,1.35580e-05,1.72900e-04,6.02800e-05,8.91900e-02,2.02230e+00,1.90700e+00,1.89210e+00,8.03000e+01,1.71000e-02,?,?,3.20000e-02,5.60000e+01,2.73587e-02,3.12000e+01,4.60200e+01,2.54280e+02,2.85890e+04,7.56000e+00,1.87000e+02,4.59000e+03,1.45200e+01,1.02400e+00,1.78000e-08,5.83000e+00,7.70000e+01,2.90000e+00,6.00000e-01,2.10000e-02,9.30000e+01,7.87800e+01,8.50236e-07,5.75577e-02,1.58196e-01,3.53578e-01,6.25533e-01,9.19728e-01,8.02723e-02,3.74467e-01,6.46422e-01,8.41804e-01,9.42442e-01,1.70100e+00,5.07423e-01,67.47/68,345.32/267,24.65/25,yes,yes
2.95400e+00,-1.70480e+00,?,5.06500e+01,1.13280e+02,?,1.07752e+02,4.22990e-06,3.13900e-05,2.11800e-05,?,2.06290e+00,2.31460e+00,?,3.04000e+01,2.63000e-01,-2.80000e-02,-7.70000e-02,?,5.50000e+01,2.44328e-02,3.18600e+01,6.37200e+01,1.08560e+02,2.07502e+05,1.05200e+01,6.00000e+02,2.34160e+04,8.00000e+00,4.09600e+00,5.10000e-09,1.16100e+01,2.70000e+01,9.10000e-01,2.90000e+00,2.85000e-01,2.43000e+02,1.13280e+02,4.05971e-07,8.75329e-02,2.16848e-01,4.36200e-01,6.95007e-01,9.38412e-01,6.15881e-02,3.04993e-01,5.63800e-01,7.83152e-01,9.12467e-01,2.00100e+00,2.84015e-01,11.79/17,na,8.65/11,yes,yes
3.48000e-01,?,-3.07300e+00,4.84100e+01,1.98400e+01,?,2.38777e+01,3.60810e-07,2.07900e-05,9.43100e-06,8.25900e-02,1.92090e+00,1.95290e+00,2.79870e+00,5.40000e+00,1.33000e-02,-4.60000e-02,-3.30000e-02,?,5.30000e+01,8.57843e-02,7.44000e+00,1.17800e+01,2.04600e+01,0.00000e+00,1.42100e+01,4.77500e+03,0.00000e+00,0.00000e+00,1.28000e+02,2.33000e-09,1.03400e+01,8.23000e+00,6.60000e-01,6.70000e-01,1.50000e-02,1.94000e+02,1.98400e+01,7.97675e-08,2.76680e-02,6.88052e-02,1.50119e-01,2.95030e-01,6.73159e-01,3.26841e-01,7.04970e-01,8.49881e-01,9.31195e-01,9.72332e-01,9.01000e-01,4.75024e+00,38.69/32,133.23/118,11.69/15,no,yes
4.27000e+00,-1.40720e+00,?,5.00800e+01,1.98000e+01,?,8.94259e+01,4.83630e-06,1.39400e-04,9.08700e-05,?,2.02580e+00,2.01710e+00,?,2.18000e+01,1.71000e-02,4.80000e-02,?,?,5.50000e+01,7.45714e-02,9.60000e+00,2.72000e+01,6.02000e+01,7.42300e+04,1.00000e+01,?,?,1.54500e+01,2.04800e+00,?,?,2.49000e+01,1.85000e+00,?,2.20000e-02,2.80700e+03,1.98000e+01,6.23326e-07,5.23922e-02,1.47656e-01,3.34419e-01,5.97405e-01,9.03208e-01,9.67920e-02,4.02595e-01,6.65581e-01,8.52344e-01,9.47608e-01,1.50100e+00,6.55524e-01,146.04/171,na,107.93/112,yes,no
6.60000e+00,-1.39970e+00,?,5.05400e+01,3.55200e+01,?,9.53236e+01,2.87790e-06,?,?,?,2.19420e+00,?,?,1.15000e+01,1.76000e-01,?,?,?,5.50000e+01,7.62596e-02,9.60000e+00,1.96800e+01,3.60000e+01,1.99157e+05,6.58000e+00,4.54000e+02,5.39680e+04,1.04400e+01,1.63840e+01,?,?,2.41000e+01,1.11000e+00,8.10000e+00,2.64000e-01,1.54000e+02,3.55200e+01,4.79650e-07,5.18948e-02,1.45486e-01,3.28473e-01,5.88253e-01,8.98535e-01,1.01465e-01,4.11747e-01,6.71527e-01,8.54514e-01,9.48105e-01,1.40100e+00,6.97422e-01,24.58/20,na,20.35/17,yes,no
3.53000e+00,-1.14760e+00,?,4.96100e+01,2.72700e+01,?,?,1.87330e-06,9.04800e-05,?,4.08000e-02,2.18640e+00,2.19970e+00,1.81430e+00,2.74000e+01,9.48000e-02,-4.80000e-02,?,?,5.40000e+01,4.91329e-02,1.56600e+01,8.69400e+01,1.09890e+02,2.68936e+05,1.04800e+01,7.75000e+02,3.77280e+04,1.38500e+01,8.19200e+00,4.06000e-09,1.11300e+01,1.71000e+01,8.70000e-01,1.50000e+00,1.33000e-01,1.19000e+02,2.72700e+01,1.78702e-07,9.10875e-02,2.17816e-01,4.30556e-01,6.86339e-01,9.34499e-01,6.55011e-02,3.13661e-01,5.69444e-01,7.82184e-01,9.08912e-01,1.90100e+00,3.00717e-01,35.38/36,78.43/82,22.73/8,yes,no
7.67000e-01,-1.74040e+00,?,5.06600e+01,8.55000e+00,?,1.13124e+02,1.85910e-06,5.55400e-05,4.77200e-05,6.75700e-02,2.04460e+00,2.07700e+00,2.35460e+00,5.27000e+01,9.60000e-03,1.48000e-01,1.61000e-01,?,5.60000e+01,1.44551e-01,3.42000e+00,5.40000e+00,1.62000e+01,3.73100e+04,1.08300e+01,2.62000e+02,3.36200e+03,1.93300e+01,5.12000e-01,1.26000e-09,7.81000e+00,1.20000e+01,2.60000e+00,4.60000e-01,1.20000e-02,1.64000e+02,8.55000e+00,4.61897e-07,3.54683e-02,1.07340e-01,2.61613e-01,5.10469e-01,8.61720e-01,1.38280e-01,4.89531e-01,7.38387e-01,8.92660e-01,9.64532e-01,1.20100e+00,1.28824e+00,114.65/99,64.94/41,117.72/88,yes,yes
5.29500e-01,-1.35290e+00,?,5.94000e+01,5.70000e+00,?,3.53059e+01,5.90870e-07,5.50600e-05,3.43100e-05,1.20100e-01,2.11880e+00,2.08690e+00,2.90810e+00,1.96000e+01,1.38000e-02,2.67000e-01,2.49000e-01,3.20000e-01,5.50000e+01,3.07123e-01,1.60000e+00,2.70000e+00,5.55000e+00,3.87050e+04,9.43000e+00,2.21000e+02,5.89600e+03,1.47300e+01,1.02400e+00,1.53000e-09,8.06000e+00,7.10000e+00,2.60000e+00,6.60000e+00,1.50000e-02,1.09000e+02,5.70000e+00,2.50810e-07,8.95126e-03,2.55989e-02,6.42216e-02,1.50126e-01,4.78981e-01,5.21019e-01,8.49874e-01,9.35778e-01,9.74401e-01,9.91049e-01,7.01000e-01,2.03532e+01,61.43/52,37.47/35,36.16/34,yes,yes
1.96850e+00,-1.30280e+00,?,5.35300e+01,1.52510e+02,?,?,5.61320e-06,1.34300e-04,4.20700e-05,2.63900e-01,2.07580e+00,2.00830e+00,1.90090e+00,5.07000e+01,7.10000e-02,?,?,7.30000e-02,5.50000e+01,2.03604e-02,3.17100e+01,1.11740e+02,1.99320e+02,8.80490e+04,1.00000e+01,3.82000e+02,1.01120e+04,1.97700e+01,2.04800e+00,1.50000e-09,7.74000e+00,4.30000e+01,1.30000e+00,5.90000e-01,9.50000e-02,9.60000e+01,1.52510e+02,3.97590e-07,8.34827e-02,2.06132e-01,4.18599e-01,6.82072e-01,9.38463e-01,6.15373e-02,3.17928e-01,5.81401e-01,7.93868e-01,9.16517e-01,1.90100e+00,2.98533e-01,60.08/52,330.33/293,8.45/16,yes,yes
7.14000e-01,-1.08840e+00,?,6.24400e+01,2.65000e+00,?,9.20250e+01,4.43230e-07,9.23400e-06,?,2.46300e-02,1.65200e+00,?,1.23400e+00,1.25000e+01,3.35000e-02,?,-4.50000e-02,?,5.50000e+01,7.14286e-01,8.50000e-01,1.75000e+00,4.30000e+00,3.44220e+04,1.05900e+01,3.23000e+02,6.01800e+03,2.28200e+01,1.02400e+00,1.12000e-09,6.70000e+00,6.99000e+00,9.50000e-01,1.80000e+00,4.20000e-02,9.60000e+01,2.65000e+00,2.13744e-07,1.33067e-02,4.88872e-02,1.43924e-01,3.47768e-01,7.62541e-01,2.37459e-01,6.52232e-01,8.56076e-01,9.51113e-01,9.86693e-01,1.00100e+00,4.85729e+00,8.32/12,20.76/20,22.83/18,yes,no
3.35000e+00,-1.31290e+00,?,4.08900e+01,5.70000e+01,?,1.74457e+02,9.70530e-06,9.55100e-05,4.21200e-05,7.93700e-02,2.11270e+00,2.15970e+00,1.69530e+00,5.79000e+01,3.28000e-02,?,?,-7.00000e-03,5.60000e+01,2.38838e-02,3.13500e+01,8.89200e+01,4.53150e+02,3.14430e+04,7.59000e+00,1.96000e+02,5.01900e+03,1.47300e+01,1.02400e+00,4.26000e-09,1.16100e+01,4.60000e+01,2.00000e+00,3.28000e-01,2.90000e-02,6.50000e+01,5.70000e+01,4.55919e-07,5.60711e-02,1.54869e-01,3.46069e-01,6.12214e-01,9.11683e-01,8.83166e-02,3.87786e-01,6.53931e-01,8.45131e-01,9.43929e-01,1.60100e+00,5.70267e-01,53.94/58,173.69/196,21.64/24,yes,yes
3.08200e+00,-1.01370e+00,?,4.76700e+01,3.46500e+01,?,?,3.68430e-06,2.58200e-04,1.37900e-04,9.18300e-02,1.62300e+00,1.70620e+00,1.74420e+00,5.07000e+01,2.42000e-02,?,?,?,5.40000e+01,4.76893e-02,1.50500e+01,2.73000e+01,1.02550e+02,3.20350e+04,1.47700e+01,4.90000e+02,6.32000e+03,3.26100e+01,1.02400e+00,3.27000e-09,1.08600e+01,2.55000e+01,1.40000e+00,7.90000e+00,2.90000e-02,1.79000e+02,3.46500e+01,3.63820e-07,6.36628e-02,1.72010e-01,3.74006e-01,6.39300e-01,9.19891e-01,8.01086e-02,3.60700e-01,6.25994e-01,8.27990e-01,9.36337e-01,1.70100e+00,4.65722e-01,193.65/150,311.27/280,74.29/80,yes,yes
3.96900e+00,-1.37470e+00,?,6.69000e+01,3.40200e+01,?,1.10990e+02,2.60930e-06,4.05500e-04,2.54100e-04,6.30900e-02,1.60630e+00,1.68220e+00,1.61720e+00,1.32000e+01,2.99000e-02,?,?,?,5.50000e+01,3.07317e-02,2.07900e+01,3.21300e+01,6.04800e+01,2.80994e+05,1.09600e+01,1.01900e+03,5.71290e+04,1.19500e+01,1.21600e+01,?,?,2.38000e+01,5.50000e-01,1.00000e+00,5.00000e-02,1.19000e+02,3.40200e+01,3.35520e-07,6.54957e-02,1.74661e-01,3.76063e-01,6.39687e-01,9.20021e-01,7.99785e-02,3.60313e-01,6.23937e-01,8.25339e-01,9.34504e-01,1.70100e+00,4.57906e-01,260.80/265,324.02/308,175.08/183,yes,yes
6.24000e-01,?,-2.06050e+00,4.92100e+01,9.00000e+00,?,2.59683e+01,4.77700e-07,1.36000e-05,1.14700e-05,6.54200e-02,1.95810e+00,1.93530e+00,4.48960e+00,1.33000e+01,4.78000e-02,?,?,?,5.60000e+01,?,2.25000e+00,4.68000e+00,9.63000e+00,3.64220e+04,7.06000e+00,1.77000e+02,5.13700e+03,8.66000e+00,1.02400e+00,1.27000e-09,7.81000e+00,3.40000e+00,1.00000e+00,2.10000e+00,7.20000e-02,8.70000e+01,9.00000e+00,1.53937e-07,3.80973e-02,1.03983e-01,2.38602e-01,4.60428e-01,8.22050e-01,1.77950e-01,5.39572e-01,7.61398e-01,8.96017e-01,9.61903e-01,1.00100e+00,1.71134e+00,29.96/25,51.71/42,24.55/20,yes,yes
1.37000e+00,-1.77180e+00,?,6.34700e+01,1.92000e+00,?,?,4.93600e-07,4.01500e-05,2.25600e-05,?,2.19490e+00,2.16450e+00,?,1.43000e+01,2.92000e-02,?,?,?,5.60000e+01,5.29307e-01,8.40000e-01,?,1.83600e+01,3.86510e+04,1.14200e+01,2.36000e+02,3.72900e+03,2.58200e+01,5.12000e-01,1.00000e-10,1.00000e+01,2.00000e+00,2.00000e+00,2.92000e-01,3.40000e-02,2.12100e+03,1.92000e+00,1.15196e-07,2.60667e-02,8.04666e-02,2.03206e-01,4.23225e-01,8.04554e-01,1.95446e-01,5.76775e-01,7.96794e-01,9.19533e-01,9.73933e-01,1.00100e+00,2.42891e+00,17.96/21,na,9.00/11,yes,yes
1.06300e+00,-1.28400e+00,?,4.03500e+01,1.26100e+01,?,?,3.82550e-06,9.21600e-05,5.42500e-05,?,2.11020e+00,2.04100e+00,?,2.95000e+01,4.85000e-02,2.19000e-01,?,-6.80000e-02,5.50000e+01,4.25015e-01,1.82000e+00,5.85000e+00,1.52100e+01,2.57610e+04,9.31000e+00,1.68000e+02,4.69200e+03,2.45700e+01,1.02400e+00,1.00000e-10,1.00000e+01,3.30000e+01,1.52000e+01,2.90000e+00,5.30000e-02,1.19000e+02,1.26100e+01,9.80897e-07,1.05411e-02,3.32424e-02,8.89787e-02,2.14785e-01,6.21131e-01,3.78869e-01,7.85215e-01,9.11021e-01,9.66758e-01,9.89459e-01,9.01000e-01,1.13972e+01,47.75/48,12.02/18,25.00/30,yes,yes
1.71000e+00,-1.24320e+00,?,4.24700e+01,1.17600e+01,?,?,5.17500e-06,1.35800e-04,7.82800e-05,6.34200e-02,2.14890e+00,2.16000e+00,1.96470e+00,5.58000e+01,1.39000e-02,7.90000e-02,?,6.90000e-02,5.50000e+01,8.51178e-02,6.00000e+00,9.24000e+00,3.90000e+01,3.17670e+04,1.77000e+01,5.20000e+02,6.27100e+03,3.24100e+01,1.02400e+00,3.01000e-09,9.94000e+00,3.70000e+01,4.20000e+00,5.10000e+00,1.70000e-02,8.90000e+01,1.17600e+01,8.28663e-07,3.41287e-02,1.03873e-01,2.58009e-01,5.16716e-01,8.75929e-01,1.24071e-01,4.83284e-01,7.41991e-01,8.96127e-01,9.65871e-01,1.30100e+00,1.19445e+00,115.89/111,170.52/147,67.10/69,yes,yes
9.80000e-01,?,-2.10790e+00,7.34400e+01,2.43600e+01,?,4.20614e+01,4.73080e-07,?,?,?,2.26270e+00,2.26290e+00,?,7.50000e+00,6.54000e-02,?,?,?,5.60000e+01,?,1.82000e+00,9.24000e+00,2.24000e+01,2.15880e+05,7.17000e+00,3.74000e+02,2.34660e+04,9.11000e+00,4.09600e+00,?,?,2.00000e+00,8.00000e-01,?,1.02000e-01,?,2.43600e+01,9.99564e-08,3.78806e-02,1.04866e-01,2.42588e-01,4.68589e-01,8.30227e-01,1.69773e-01,5.31411e-01,7.57412e-01,8.95134e-01,9.62119e-01,1.00100e+00,1.61895e+00,13.07/13,na,13.07/13,yes,no
4.81300e+00,?,-2.02980e+00,5.20600e+01,2.62600e+01,?,2.68926e+02,5.31880e-07,2.28800e-05,1.32700e-05,9.81000e-02,2.00060e+00,1.98290e+00,2.92180e+00,1.52000e+01,1.93000e-02,?,?,1.02000e-01,5.60000e+01,5.44959e-02,7.28000e+00,1.48200e+01,3.17200e+01,0.00000e+00,7.73000e+00,1.50200e+03,0.00000e+00,0.00000e+00,6.40000e+01,1.96000e-09,9.05000e+00,3.10000e+00,5.00000e-01,1.10000e+00,2.20000e-02,1.32000e+02,2.62600e+01,9.44381e-08,8.11021e-02,1.94801e-01,3.90114e-01,6.37478e-01,9.10938e-01,8.90623e-02,3.62522e-01,6.09886e-01,8.05199e-01,9.18898e-01,1.50100e+00,4.57197e-01,29.02/27,184.52/157,15.56/15,no,no
