% 1. Title: Redshift Predictor for Swift GRBs
% 
% 2. Sources:
%     (a) Creator: Adam N. Morgan
%     (b) Data From: GCN Notices (http://gcn.gsfc.nasa.gov/),
%                    http://astro.berkeley.edu/~nat/Swift/
%                    http://swift.gsfc.nasa.gov/docs/swift/archive/grb_table.html/
%     (c) Date: Thu Apr 28 15:25:25 2011
% 
% 3. This file was created automatically. 
%    CHECK THE ATTRIBUTES before running Weka. 
% 
@RELATION swift_redshift

% !CHECK ME:
@ATTRIBUTE Z NUMERIC
@ATTRIBUTE PROB_Z_GT_4 NUMERIC
@ATTRIBUTE triggerid_str {yes, no}

@DATA
2.97000e-01,1.01888e-01,152113,0
2.20000e+00,8.17582e-02,319016,0
1.50500e+00,1.58883e-01,319036,0
1.51000e+00,8.62009e-02,308041,0
2.60200e+00,3.66282e-02,317508,0
7.57000e-01,1.94119e-01,238108,0
1.25000e-01,6.39650e-02,214805,0
2.58000e-01,4.63950e-02,147478,0
3.68600e+00,1.01779e-01,228316,0
2.43000e+00,1.20785e-01,228581,0
1.33100e+00,5.34918e-02,296805,0
1.18000e+00,5.86255e-02,416103,0
5.90000e-02,1.81122e-01,416135,0
1.16000e+00,9.91990e-02,279592,0
1.54700e+00,7.97668e-02,338895,0
1.69200e+00,2.02398e-01,326115,0
3.85000e+00,1.08463e-01,352648,0
4.10900e+00,1.54407e-01,352190,0
2.29600e+00,1.25147e-01,178750,0
6.53500e-01,4.34538e-03,114753,0
2.71100e+00,1.46599e-01,219101,0
2.45200e+00,1.28584e-01,359711,0
4.64970e+00,1.25617e-01,342121,0
2.77000e+00,5.65464e-02,337914,0
4.77200e+00,2.27631e-01,421814,0
2.58000e+00,1.53556e-01,334877,0
1.49700e+00,1.26068e-01,263361,0
8.45000e-01,1.77203e-01,316534,0
6.89000e-01,1.40844e-01,324895,0
2.03000e+00,1.41504e-01,176453,0
3.07600e+00,1.01077e-01,375246,0
2.14500e+00,3.62426e-02,294835,0
4.22000e-01,1.44508e-01,148833,0
1.71000e+00,1.28117e-01,148646,0
2.10000e+00,1.58196e-01,336489,0
2.95400e+00,2.16848e-01,275087,0
3.48000e-01,6.88052e-02,207399,0
4.27000e+00,1.47656e-01,117504,0
6.60000e+00,1.45486e-01,177533,0
3.53000e+00,2.17816e-01,177408,0
7.67000e-01,1.07340e-01,310613,0
5.29500e-01,2.55989e-02,330856,0
2.49960e+00,1.62741e-01,280706,0
1.96850e+00,2.06132e-01,331093,0
7.14000e-01,4.88872e-02,174738,0
3.35000e+00,1.54869e-01,319584,0
3.96900e+00,1.74661e-01,148225,0
6.24000e-01,1.03983e-01,419797,0
1.37000e+00,8.04666e-02,370846,0
1.06300e+00,3.32424e-02,378559,0
9.80000e-01,1.04866e-01,293707,0
4.81300e+00,1.94801e-01,414592,0
1.31400e+00,3.21642e-02,239899,0
1.15900e+00,6.41420e-02,240766,0
3.00000e+00,1.21287e-01,357512,0
6.70000e+00,9.52019e-02,324561,0
1.48900e+00,9.42382e-02,205851,0
2.62500e+00,2.00246e-01,353540,0
4.41000e+00,1.40174e-01,192059,0
5.11000e+00,2.27997e-01,211117,0
2.73700e+00,1.22711e-01,359530,0
1.80000e+00,1.16582e-01,217805,0
3.42500e+00,2.01207e-01,217704,0
