% 1. Title: Redshift Predictor for Swift GRBs
% 
% 2. Sources:
%     (a) Creator: Adam N. Morgan
%     (b) Data From: GCN Notices (http://gcn.gsfc.nasa.gov/),
%                    http://astro.berkeley.edu/~nat/Swift/
%                    http://swift.gsfc.nasa.gov/docs/swift/archive/grb_table.html/
%     (c) Date: Thu Mar 25 17:22:17 2010
% 
% 3. This file was created automatically. 
%    CHECK THE ATTRIBUTES before running Weka. 
% 
@RELATION swift_redshift

@ATTRIBUTE Z NUMERIC
@ATTRIBUTE A NUMERIC
@ATTRIBUTE A_poserr NUMERIC
@ATTRIBUTE A_negerr NUMERIC
@ATTRIBUTE B NUMERIC
@ATTRIBUTE B_poserr NUMERIC
@ATTRIBUTE B_negerr NUMERIC
@ATTRIBUTE DT_MAX_SNR NUMERIC
@ATTRIBUTE EP NUMERIC
@ATTRIBUTE EP_poserr NUMERIC
@ATTRIBUTE EP_negerr NUMERIC
@ATTRIBUTE EP0 NUMERIC
@ATTRIBUTE EP0_poserr NUMERIC
@ATTRIBUTE EP0_negerr NUMERIC
@ATTRIBUTE FL NUMERIC
@ATTRIBUTE FL_poserr NUMERIC
@ATTRIBUTE FL_negerr NUMERIC
@ATTRIBUTE FLX_PC NUMERIC
@ATTRIBUTE FLX_PC_poserr NUMERIC
@ATTRIBUTE FLX_PC_negerr NUMERIC
@ATTRIBUTE FLX_PC_LATE NUMERIC
@ATTRIBUTE FLX_PC_LATE_poserr NUMERIC
@ATTRIBUTE FLX_PC_LATE_negerr NUMERIC
@ATTRIBUTE FLX_WT NUMERIC
@ATTRIBUTE FLX_WT_poserr NUMERIC
@ATTRIBUTE FLX_WT_negerr NUMERIC
@ATTRIBUTE GAM_PC NUMERIC
@ATTRIBUTE GAM_PC_poserr NUMERIC
@ATTRIBUTE GAM_PC_negerr NUMERIC
@ATTRIBUTE GAM_PC_LATE NUMERIC
@ATTRIBUTE GAM_PC_LATE_poserr NUMERIC
@ATTRIBUTE GAM_PC_LATE_negerr NUMERIC
@ATTRIBUTE GAM_WT NUMERIC
@ATTRIBUTE GAM_WT_poserr NUMERIC
@ATTRIBUTE GAM_WT_negerr NUMERIC
@ATTRIBUTE MAX_SNR NUMERIC
@ATTRIBUTE NH_PC NUMERIC
@ATTRIBUTE NH_PC_poserr NUMERIC
@ATTRIBUTE NH_PC_negerr NUMERIC
@ATTRIBUTE NH_PC_LATE NUMERIC
@ATTRIBUTE NH_PC_LATE_poserr NUMERIC
@ATTRIBUTE NH_PC_LATE_negerr NUMERIC
@ATTRIBUTE NH_WT NUMERIC
@ATTRIBUTE NH_WT_poserr NUMERIC
@ATTRIBUTE NH_WT_negerr NUMERIC
@ATTRIBUTE PK_O_CTS NUMERIC
@ATTRIBUTE PK_O_CTS_poserr NUMERIC
@ATTRIBUTE PK_O_CTS_negerr NUMERIC
@ATTRIBUTE RT45 NUMERIC
@ATTRIBUTE RT45_poserr NUMERIC
@ATTRIBUTE RT45_negerr NUMERIC
@ATTRIBUTE T50 NUMERIC
@ATTRIBUTE T50_poserr NUMERIC
@ATTRIBUTE T50_negerr NUMERIC
@ATTRIBUTE T90 NUMERIC
@ATTRIBUTE T90_poserr NUMERIC
@ATTRIBUTE T90_negerr NUMERIC
@ATTRIBUTE bat_bkg_inten NUMERIC
@ATTRIBUTE bat_img_peak NUMERIC
@ATTRIBUTE bat_inten NUMERIC
@ATTRIBUTE bat_rate_signif NUMERIC
@ATTRIBUTE bat_trigger_dur NUMERIC
@ATTRIBUTE xrt_inten NUMERIC
@ATTRIBUTE xrt_signif NUMERIC
@ATTRIBUTE xrt_amplifier NUMERIC
@ATTRIBUTE xrt_tam0 NUMERIC
@ATTRIBUTE xrt_tam1 NUMERIC
@ATTRIBUTE xrt_tam2 NUMERIC
@ATTRIBUTE xrt_tam3 NUMERIC
@ATTRIBUTE fluence NUMERIC
@ATTRIBUTE peakflux NUMERIC
@ATTRIBUTE t90 NUMERIC
@ATTRIBUTE xrt_column NUMERIC
@ATTRIBUTE triggerid_str NUMERIC
@ATTRIBUTE bat_is_rate_trig {yes, no}
@ATTRIBUTE v_mag_isupper {yes, no}
@ATTRIBUTE wh_mag_isupper {yes, no}

@DATA
6.29000e+00,-1.17180e+00,7.18000e-02,7.15000e-02,?,?,?,1.30560e+02,5.31780e+02,7.75650e+02,2.97300e+02,3.22601e+02,?,0.00000e+00,1.22270e-05,5.49000e-07,9.67000e-07,2.04100e-04,1.03000e-05,9.90000e-06,1.32900e-04,8.80000e-06,8.30000e-06,8.58700e-02,3.35000e-03,3.22000e-03,1.85760e+00,5.81000e-02,5.65000e-02,1.86500e+00,7.61000e-02,7.34000e-02,1.36050e+00,3.79000e-02,3.72000e-02,3.84000e+01,8.00000e-03,1.50000e-02,1.40000e-02,5.00000e-03,2.00000e-02,1.80000e-02,3.30000e-02,1.10000e-02,1.10000e-02,8.65115e-03,7.75216e-04,7.75216e-04,7.07200e+01,1.44900e+00,1.44900e+00,9.52000e+01,1.81000e+00,1.81000e+00,1.97200e+02,2.24700e+00,2.24700e+00,0.00000e+00,2.82000e+03,0.00000e+00,0.00000e+00,6.40000e+01,?,9.32000e+00,2.00000e+00,3.27640e+02,2.37200e+02,2.61320e+02,2.43170e+02,4.83000e+01,6.20000e-01,1.74200e+02,1.50000e+00,153514,no,yes,?
3.35000e+00,-1.71320e+00,1.73100e-01,1.78600e-01,?,?,?,7.02000e+00,6.99700e+01,1.46110e+02,2.13300e+01,5.29634e+01,?,0.00000e+00,6.15130e-07,6.68100e-08,1.27960e-07,3.47300e-05,3.84000e-06,2.83000e-06,8.32800e-06,5.43200e-06,3.24000e-06,1.75400e-04,1.73646e-02,1.11700e-04,2.90500e+00,1.08700e-01,2.45800e-01,2.61370e+00,1.11140e+00,8.78900e-01,-2.00000e+00,4.19600e+00,0.00000e+00,1.25000e+01,-2.40000e-02,4.20000e-02,3.50000e-02,3.60000e-02,2.80000e-01,2.17000e-01,2.30940e+01,2.69388e+02,1.61840e+01,1.77215e-01,2.61930e-02,2.61930e-02,3.42000e+00,1.81000e-01,1.81000e-01,4.68000e+00,2.72000e-01,2.72000e-01,1.08000e+01,5.76000e-01,5.76000e-01,8.84540e+04,3.11000e+02,8.62100e+03,9.38000e+00,2.04800e+00,?,?,?,?,?,?,?,4.83000e+00,7.00000e-01,1.94000e+01,3.00000e-01,154112,yes,no,?
2.49960e+00,-1.34560e+00,1.65600e-01,1.64000e-01,?,?,?,1.21370e+02,2.45960e+02,6.21090e+02,1.27140e+02,1.24439e+02,?,0.00000e+00,5.22000e-06,5.40500e-07,5.00500e-07,4.10100e-05,1.04800e-05,7.85000e-06,1.36200e-05,1.16200e-05,5.22400e-06,9.81600e-02,9.73400e-02,4.43600e-02,1.87390e+00,2.27900e-01,2.03300e-01,1.96240e+00,7.36900e-01,6.05300e-01,3.41860e+00,1.09110e+00,9.19000e-01,1.35000e+01,1.19000e-01,1.03000e-01,8.70000e-02,1.75000e-01,3.22000e-01,2.33000e-01,4.69000e-01,3.71000e-01,3.00000e-01,2.44033e-02,3.51301e-03,3.51301e-03,2.29000e+01,1.59500e+00,1.59500e+00,5.95400e+01,2.84800e+00,2.84800e+00,1.12210e+02,2.93600e+00,2.93600e+00,2.43391e+05,4.19000e+02,5.03650e+04,1.21200e+01,1.21600e+01,4.00000e-11,2.20000e+01,2.00000e+00,3.27610e+02,2.37190e+02,2.61350e+02,2.42660e+02,2.57000e+01,1.43000e+00,1.09200e+02,3.50000e+00,280706,yes,no,?
1.96850e+00,-1.30280e+00,3.37900e-01,3.13400e-01,?,?,?,1.52510e+02,9.04800e+01,1.13000e+02,2.07100e+01,1.05249e+02,4.26591e+02,2.89998e+01,5.61320e-06,6.99700e-07,5.31300e-07,1.34300e-04,1.42000e-05,1.29000e-05,4.20700e-05,8.69000e-06,7.28000e-06,2.63900e-01,9.20000e-03,9.00000e-03,2.07580e+00,1.22500e-01,1.14400e-01,2.00830e+00,2.71000e-01,2.44800e-01,1.90090e+00,4.05000e-02,3.97000e-02,5.07000e+01,4.40000e-02,3.60000e-02,3.30000e-02,2.40000e-02,7.50000e-02,5.80000e-02,7.30000e-02,1.20000e-02,1.10000e-02,2.03604e-02,1.48576e-03,1.48576e-03,3.17100e+01,8.44000e-01,8.44000e-01,1.11740e+02,9.17000e-01,9.17000e-01,1.99320e+02,1.15170e+01,1.15170e+01,8.80490e+04,3.82000e+02,1.01120e+04,1.97700e+01,2.04800e+00,1.50000e-09,7.74000e+00,2.00000e+00,3.27650e+02,2.37230e+02,2.61340e+02,2.43500e+02,4.30000e+01,1.30000e+00,1.85500e+02,5.90000e-01,331093,yes,no,no
7.14000e-01,-1.08840e+00,2.33100e-01,2.27400e-01,?,?,?,2.65000e+00,3.40310e+02,6.42620e+02,2.09240e+02,9.20250e+01,?,0.00000e+00,4.43230e-07,7.17500e-08,1.22440e-07,9.23400e-06,2.72600e-06,2.19000e-06,2.81200e-06,1.37900e-06,6.75000e-07,2.46300e-02,7.59000e-03,5.68000e-03,1.65200e+00,3.14200e-01,2.84000e-01,1.77190e+00,7.63000e-01,4.78800e-01,1.23400e+00,2.46800e-01,2.30400e-01,1.25000e+01,7.00000e-03,9.70000e-02,7.40000e-02,-4.50000e-02,3.20000e-01,2.54000e-01,1.29000e-01,1.26000e-01,1.05000e-01,7.14286e-01,1.19596e-01,1.19596e-01,8.50000e-01,6.10000e-02,6.10000e-02,1.75000e+00,1.80000e-01,1.80000e-01,4.30000e+00,2.32000e-01,2.32000e-01,3.44220e+04,3.23000e+02,6.01800e+03,2.28200e+01,1.02400e+00,1.12000e-09,6.70000e+00,2.00000e+00,3.27640e+02,2.37240e+02,2.61260e+02,2.42940e+02,6.99000e+00,9.50000e-01,1.14600e+02,1.80000e+00,174738,yes,yes,yes
3.35500e+00,-1.93930e+00,1.49400e-01,1.55000e-01,?,?,?,4.00000e+01,5.17800e+01,7.24700e+01,4.30500e+01,?,?,?,3.28460e-06,2.70500e-07,9.63500e-07,2.74400e-05,2.02600e-05,1.07900e-05,4.16400e-06,4.16500e-06,1.95000e-06,2.99100e-02,4.39000e-03,3.77000e-03,1.96710e+00,6.95200e-01,6.30900e-01,2.38980e+00,1.63210e+00,1.06680e+00,2.53450e+00,1.85800e-01,1.71100e-01,2.26000e+01,5.50000e-02,2.92000e-01,2.35000e-01,-1.80000e-01,6.52000e-01,4.47000e-01,1.26000e-01,5.90000e-02,5.40000e-02,5.47390e-02,8.27326e-03,8.27326e-03,1.24000e+01,5.65000e-01,5.65000e-01,2.00000e+01,1.04400e+00,1.04400e+00,4.20000e+01,2.09400e+00,2.09400e+00,0.00000e+00,1.51000e+03,0.00000e+00,0.00000e+00,6.40000e+01,1.30000e-09,7.61000e+00,2.00000e+00,3.27590e+02,2.37230e+02,2.61150e+02,2.43380e+02,2.24000e+01,1.59000e+00,4.00000e+01,4.00000e+00,252593,no,yes,?
3.62600e+00,-1.17770e+00,1.18700e-01,1.17800e-01,?,?,?,2.24400e+01,4.05520e+02,8.06070e+02,2.04150e+02,1.92945e+02,?,0.00000e+00,7.44790e-06,5.81500e-07,5.46500e-07,7.13100e-05,8.30000e-06,7.70000e-06,3.03300e-05,6.34000e-06,5.52000e-06,3.58600e-02,2.75000e-03,2.61000e-03,1.52390e+00,1.30800e-01,1.24900e-01,1.68940e+00,2.65200e-01,2.42200e-01,1.39800e+00,8.43000e-02,8.16000e-02,2.68000e+01,-2.00000e-03,3.50000e-02,3.10000e-02,3.30000e-02,6.90000e-02,5.90000e-02,-2.00000e-03,2.10000e-02,1.90000e-02,2.79079e-02,6.63544e-03,6.63544e-03,1.67200e+01,8.13000e-01,8.13000e-01,2.65100e+02,7.36600e+00,7.36600e+00,3.30660e+02,6.27900e+00,6.27900e+00,?,?,?,?,?,?,?,?,?,?,?,?,3.60000e+01,1.50000e+00,3.40000e+02,1.90000e-01,285654,?,no,no
1.14000e+00,-1.57120e+00,3.56700e-01,3.72300e-01,?,?,?,9.20000e+01,1.10520e+02,5.25110e+02,6.68400e+01,5.67923e+01,?,0.00000e+00,1.03700e-06,2.45500e-07,2.07750e-07,1.39300e-03,1.48000e-04,2.40000e-04,1.39300e-03,1.48000e-04,2.40000e-04,3.48500e-02,4.41000e-03,4.01000e-03,1.77820e+00,1.08200e-01,3.73500e-01,1.77820e+00,1.08200e-01,3.73500e-01,1.99760e+00,1.72800e-01,1.61700e-01,1.00000e+01,-4.70000e-02,7.80000e-02,6.60000e-02,-4.70000e-02,7.80000e-02,6.60000e-02,3.50000e-02,4.10000e-02,3.70000e-02,2.02643e-02,7.66520e-03,7.66520e-03,1.60000e+01,1.27200e+00,1.27200e+00,4.40000e+01,4.59000e+00,4.59000e+00,7.92000e+01,4.88300e+00,4.88300e+00,0.00000e+00,1.48500e+03,0.00000e+00,0.00000e+00,6.40000e+01,6.94000e-10,6.08000e+00,2.00000e+00,3.27640e+02,2.37260e+02,2.61200e+02,2.43600e+02,5.80000e+00,4.00000e-01,6.87000e+01,9.90000e-01,297114,no,yes,no
1.10000e+00,-1.18960e+00,3.02600e-01,2.84200e-01,?,?,?,4.16000e+00,6.70300e+01,1.21600e+01,8.70000e+00,6.90006e+01,1.53878e+01,7.90600e+00,3.70300e-06,2.32900e-07,1.96300e-07,2.10600e-04,1.42000e-05,1.33000e-05,9.99700e-05,1.03300e-05,9.36000e-06,2.43400e-02,2.12000e-03,1.96000e-03,2.01970e+00,7.68000e-02,7.36000e-02,2.16880e+00,1.25800e-01,1.18000e-01,1.91860e+00,1.04900e-01,1.00200e-01,6.44000e+01,9.50000e-02,2.30000e-02,2.10000e-02,9.10000e-02,3.60000e-02,3.20000e-02,6.20000e-02,2.90000e-02,2.70000e-02,4.13889e-01,3.05370e-02,3.05370e-02,1.16000e+00,3.20000e-02,3.20000e-02,1.72000e+00,6.60000e-02,6.60000e-02,7.04000e+00,4.34000e-01,4.34000e-01,3.67400e+04,1.45000e+03,1.23120e+04,1.28590e+02,1.02400e+00,1.00000e-10,1.00000e+01,1.00000e+00,1.00000e+02,1.00000e+02,1.00000e+02,1.00000e+02,3.20000e+01,1.87000e+01,8.00000e+00,3.20000e+00,309111,yes,no,no
2.43300e+00,-1.56000e+00,5.84000e-02,5.85000e-02,?,?,?,2.05800e+01,1.49180e+02,3.69540e+02,4.22000e+01,1.09165e+02,?,0.00000e+00,5.88120e-06,1.88100e-07,1.82500e-07,1.79200e-04,5.16000e-05,4.03000e-05,4.01400e-05,5.67100e-05,2.21400e-05,1.35800e-01,1.67000e-02,1.47000e-02,2.16770e+00,3.76400e-01,3.35500e-01,2.43550e+00,1.32350e+00,1.11320e+00,3.17430e+00,2.06200e-01,1.89200e-01,7.48000e+01,6.60000e-02,1.08000e-01,9.50000e-02,1.25000e-01,4.21000e-01,3.14000e-01,1.88000e-01,5.50000e-02,5.00000e-02,1.19957e-01,4.88715e-03,4.88715e-03,5.25000e+00,1.43000e-01,1.43000e-01,1.57500e+01,3.63000e-01,3.63000e-01,4.66200e+01,1.33000e-01,1.33000e-01,4.31790e+04,2.09000e+02,3.61400e+03,1.56500e+01,5.12000e-01,3.66000e-09,1.13100e+01,2.00000e+00,3.27650e+02,2.37250e+02,2.61190e+02,2.43490e+02,3.50000e+01,5.60000e+00,4.60000e+01,1.53000e+01,309096,yes,no,no
3.08200e+00,-1.01370e+00,3.40500e-01,3.16400e-01,?,?,?,3.46500e+01,1.38800e+02,2.18260e+02,4.13200e+01,1.37528e+02,2.99270e+02,3.99949e+01,3.68430e-06,4.98000e-07,3.81100e-07,2.58200e-04,1.53000e-05,1.45000e-05,1.37900e-04,1.13000e-05,1.05000e-05,9.18300e-02,2.89000e-03,2.83000e-03,1.62300e+00,6.28000e-02,6.11000e-02,1.70620e+00,9.20000e-02,8.83000e-02,1.74420e+00,3.70000e-02,3.63000e-02,5.07000e+01,2.00000e-02,1.90000e-02,1.70000e-02,2.50000e-02,2.60000e-02,2.30000e-02,1.50000e-02,8.00000e-03,8.00000e-03,4.76893e-02,3.32257e-03,3.32257e-03,1.50500e+01,5.03000e-01,5.03000e-01,2.73000e+01,1.16200e+00,1.16200e+00,1.02550e+02,2.47200e+00,2.47200e+00,3.20350e+04,4.90000e+02,6.32000e+03,3.26100e+01,1.02400e+00,3.27000e-09,1.08600e+01,2.00000e+00,3.27630e+02,2.37230e+02,2.61220e+02,2.43390e+02,2.55000e+01,1.40000e+00,1.02200e+02,7.90000e+00,213823,yes,no,no
3.35000e+00,-1.31290e+00,1.18400e-01,1.17600e-01,?,?,?,5.70000e+01,3.66930e+02,6.16000e+02,2.17690e+02,1.74457e+02,?,0.00000e+00,9.70530e-06,7.36700e-07,6.91200e-07,9.55100e-05,8.29000e-06,7.76000e-06,4.21200e-05,6.37000e-06,5.70000e-06,7.93700e-02,3.37000e-03,1.41000e-03,2.11270e+00,1.13500e-01,1.07500e-01,2.15970e+00,2.02200e-01,1.87300e-01,1.69530e+00,6.17000e-02,2.52000e-02,5.79000e+01,1.40000e-02,2.70000e-02,2.40000e-02,4.30000e-02,5.70000e-02,4.90000e-02,-7.00000e-03,1.10000e-02,1.20000e-02,2.38838e-02,1.39860e-03,1.39860e-03,3.13500e+01,1.22900e+00,1.22900e+00,8.89200e+01,8.37600e+00,8.37600e+00,4.53150e+02,5.08700e+00,5.08700e+00,3.14430e+04,1.96000e+02,5.01900e+03,1.47300e+01,1.02400e+00,4.26000e-09,1.16100e+01,2.00000e+00,3.27620e+02,2.37200e+02,2.61390e+02,2.43580e+02,4.60000e+01,2.00000e+00,1.06000e+02,3.28000e-01,319584,yes,no,no
6.06000e-01,-8.30000e-01,1.25900e-01,1.22900e-01,?,?,?,1.05000e+01,8.18600e+01,3.64000e+00,3.14000e+00,8.15773e+01,3.58320e+00,2.98560e+00,1.86140e-05,3.47000e-07,3.29000e-07,2.30700e-05,3.94000e-06,3.33000e-06,1.40200e-05,3.28000e-06,2.64000e-06,?,?,?,1.98050e+00,1.93100e-01,1.76900e-01,2.12060e+00,2.82200e-01,2.49200e-01,?,?,?,3.39900e+02,4.90000e-02,5.90000e-02,5.10000e-02,3.90000e-02,8.30000e-02,6.80000e-02,?,?,?,2.61979e-01,4.18412e-03,4.18412e-03,2.60000e+00,3.00000e-02,3.00000e-02,5.30000e+00,1.00000e-02,1.00000e-02,9.10000e+00,4.20000e-02,4.20000e-02,4.23700e+04,?,?,8.12800e+01,6.40000e-02,?,1.00400e+01,2.00000e+00,3.27610e+02,2.37230e+02,2.61250e+02,2.42610e+02,1.53000e+02,4.17000e+01,8.80000e+00,?,130088,yes,no,?
2.60200e+00,-9.50700e-01,9.21000e-02,9.05000e-02,?,?,?,1.78200e+01,6.04960e+02,9.79460e+02,2.92440e+02,2.83284e+02,?,0.00000e+00,3.41090e-05,1.93900e-06,1.85300e-06,1.72600e-04,9.70000e-06,9.10000e-06,1.21800e-04,8.30000e-06,7.80000e-06,2.23100e-01,3.60000e-03,3.60000e-03,1.96230e+00,6.31000e-02,6.11000e-02,2.02020e+00,7.91000e-02,7.61000e-02,1.85730e+00,1.78000e-02,1.76000e-02,3.72000e+01,5.80000e-02,2.00000e-02,1.90000e-02,5.40000e-02,2.40000e-02,2.20000e-02,5.70000e-02,5.00000e-03,6.00000e-03,1.42515e-01,1.60030e-02,1.60030e-02,4.51000e+00,1.95000e-01,1.95000e-01,6.82000e+00,1.67000e-01,1.67000e-01,2.99200e+01,2.29200e+00,2.29200e+00,3.29320e+04,2.71000e+02,1.40910e+04,1.42330e+02,1.02400e+00,5.00000e-10,3.00000e+02,2.00000e+00,3.27610e+02,2.37190e+02,2.61350e+02,2.42660e+02,1.20000e+02,2.09000e+01,1.62000e+01,1.10000e+00,317508,yes,no,no
4.42800e-01,-4.66600e-01,3.77320e+00,1.52370e+00,?,?,?,8.82000e+00,2.25600e+01,1.12500e+01,1.97600e+01,3.34456e+01,0.00000e+00,?,2.03210e-07,6.58800e-08,2.72200e-08,3.66500e-05,3.46000e-06,2.83000e-06,8.36400e-06,2.59600e-06,1.34300e-06,2.11200e-02,5.48000e-03,4.59000e-03,2.72830e+00,1.17000e-01,2.14100e-01,2.02190e+00,3.09200e-01,5.40300e-01,4.73550e+00,1.55210e+00,1.30790e+00,8.10000e+00,-5.40000e-02,2.60000e-02,2.10000e-02,-1.14000e-01,1.80000e-01,1.63000e-01,1.00000e-02,6.70000e-02,5.10000e-02,4.01728e-01,7.00521e-02,7.00521e-02,1.89000e+00,1.59000e-01,1.59000e-01,3.96000e+00,3.99000e-01,3.99000e-01,8.37000e+00,3.67000e-01,3.67000e-01,1.67591e+05,4.37000e+02,1.85610e+04,1.16600e+01,4.09600e+00,2.60000e-10,5.00000e+00,2.00000e+00,3.27630e+02,2.37140e+02,2.61260e+02,2.43230e+02,2.32000e+00,8.80000e-01,8.50000e+00,4.90000e-01,209755,yes,no,no
3.24000e+00,-1.99880e+00,1.94100e-01,2.05200e-01,?,?,?,1.03600e+01,4.47300e+01,2.74900e+01,4.31100e+01,?,?,?,1.86520e-06,2.03500e-07,2.85100e-07,1.99300e-04,1.46000e-05,1.39000e-05,1.24900e-04,1.32000e-05,1.22000e-05,?,?,?,1.99950e+00,9.23000e-02,8.82000e-02,2.11750e+00,1.37000e-01,1.28700e-01,?,?,?,1.82000e+01,1.50000e-02,2.10000e-02,1.90000e-02,3.80000e-02,3.60000e-02,3.20000e-02,?,?,?,6.80101e-02,8.58914e-03,8.58914e-03,1.18400e+01,8.09000e-01,8.09000e-01,1.25430e+02,1.37800e+00,1.37800e+00,1.53550e+02,1.79000e+00,1.79000e+00,3.51760e+04,?,?,1.15700e+01,1.02400e+00,?,?,?,?,?,?,?,1.31000e+01,1.52000e+00,1.52500e+02,?,111622,yes,no,?
1.44000e+00,-1.21720e+00,4.47300e-01,4.06900e-01,?,?,?,7.92000e+00,5.00800e+01,1.08200e+01,9.28000e+00,5.08613e+01,1.22372e+01,7.17420e+00,1.40750e-06,1.26300e-07,9.76000e-08,2.15600e-04,1.93000e-05,1.79000e-05,1.28800e-04,1.61000e-05,1.44000e-05,3.79600e-03,2.45600e-03,1.39400e-03,1.95540e+00,1.12100e-01,1.06400e-01,2.00900e+00,1.58300e-01,1.47500e-01,2.06010e+00,7.58600e-01,6.70100e-01,4.90000e+01,1.80000e-02,2.80000e-02,2.50000e-02,3.30000e-02,4.10000e-02,3.60000e-02,7.60000e-02,2.25000e-01,1.85000e-01,2.11074e-01,1.63984e-02,1.63984e-02,3.52000e+00,1.25000e-01,1.25000e-01,5.28000e+00,2.61200e+00,2.61200e+00,3.09600e+01,9.10000e-02,9.10000e-02,3.88270e+04,?,?,1.68200e+01,5.12000e-01,?,?,?,?,?,?,?,1.08000e+01,3.16000e+00,3.20000e+01,?,111529,yes,no,?
1.25000e-01,-1.90250e+00,3.99000e-02,4.00000e-02,?,?,?,7.60000e+01,3.93020e+02,8.18570e+02,2.50960e+02,2.08241e+02,?,0.00000e+00,2.82190e-05,4.19000e-07,4.27000e-07,2.67900e-05,2.26000e-06,2.08000e-06,2.43000e-05,2.21000e-06,2.03000e-06,4.09700e-01,1.13000e-02,1.10000e-02,1.88930e+00,9.38000e-02,8.96000e-02,1.90510e+00,1.01400e-01,9.66000e-02,1.77860e+00,3.04000e-02,3.00000e-02,1.91900e+02,1.40000e-02,2.00000e-02,1.70000e-02,1.90000e-02,2.20000e-02,?,2.10000e-02,6.00000e-03,5.00000e-03,3.04465e-02,1.04428e-03,1.04428e-03,2.72000e+01,3.43000e-01,3.43000e-01,4.40000e+01,3.09000e-01,3.09000e-01,1.08800e+02,8.56000e-01,8.56000e-01,2.86540e+04,5.63000e+02,7.44400e+03,6.83800e+01,1.02400e+00,6.00000e-08,8.88000e+00,2.00000e+00,3.27620e+02,2.37170e+02,2.61170e+02,2.43300e+02,2.04000e+02,1.15000e+01,1.08700e+02,1.30000e+00,214805,yes,no,no
2.58000e-01,-1.64030e+00,1.79400e-01,1.83500e-01,?,?,?,5.40000e-01,1.09780e+02,3.99600e+02,4.53000e+01,8.50863e+01,?,0.00000e+00,5.45250e-07,5.86500e-08,7.89300e-08,2.13900e-05,9.01000e-06,6.17000e-06,1.61500e-05,1.06000e-05,5.88000e-06,2.68200e-01,1.84000e-02,1.68000e-02,1.52830e+00,3.48000e-01,3.14100e-01,1.39920e+00,4.43500e-01,3.84900e-01,1.74940e+00,5.50000e-02,5.34000e-02,2.08000e+01,6.20000e-02,1.65000e-01,1.27000e-01,1.49000e-01,3.05000e-01,2.00000e-01,3.22000e-01,3.10000e-02,2.90000e-02,2.74506e+00,2.81152e-01,2.81152e-01,2.40000e-01,2.10000e-02,2.10000e-02,1.02000e+00,8.30000e-02,8.30000e-02,2.50000e+00,5.40000e-02,5.40000e-02,3.73900e+04,1.08000e+02,8.30000e+02,3.28300e+01,6.40000e-02,?,6.16000e+00,2.00000e+00,3.27640e+02,2.37200e+02,2.61340e+02,2.42910e+02,9.98000e+00,3.26000e+00,9.60000e+01,5.70000e+00,147478,yes,yes,?
3.68600e+00,-1.96590e+00,1.36400e-01,1.40400e-01,?,?,?,2.44800e+01,4.65600e+01,2.46100e+01,4.49300e+01,?,?,?,3.55750e-06,2.58900e-07,4.22400e-07,4.50300e-05,6.22000e-06,4.36000e-06,2.69300e-05,5.74000e-06,3.42000e-06,1.44900e-03,6.55000e-04,4.29000e-04,1.71820e+00,1.85100e-01,1.39200e-01,1.43710e+00,2.84300e-01,1.94500e-01,2.51960e+00,5.92700e-01,5.43300e-01,3.05000e+01,2.10000e-02,1.17000e-01,8.20000e-02,1.50000e-02,2.02000e-01,1.28000e-01,2.12000e-01,1.96000e-01,1.99000e-01,5.15766e-02,1.07392e-02,1.07392e-02,1.24800e+01,5.23000e-01,5.23000e-01,1.99200e+01,6.79000e-01,6.79000e-01,7.29600e+01,9.32800e+00,9.32800e+00,0.00000e+00,1.46200e+03,0.00000e+00,0.00000e+00,6.40000e+01,?,?,?,?,?,?,?,2.21000e+01,1.97000e+00,4.35000e+01,9.66000e-01,228316,no,yes,yes
2.43000e+00,-7.72700e-01,2.92200e-01,2.74300e-01,?,?,?,1.12200e+01,1.61470e+02,1.73050e+02,3.88400e+01,1.45963e+02,1.07453e+02,3.37972e+01,4.12810e-06,4.35500e-07,3.53700e-07,6.16000e-05,6.55000e-06,5.99000e-06,8.84200e-06,5.44800e-06,3.27500e-06,6.08900e-03,9.49000e-04,8.44000e-04,1.87770e+00,1.31900e-01,1.23600e-01,1.93810e+00,7.24900e-01,6.53100e-01,2.30740e+00,2.54200e-01,2.28700e-01,4.74000e+01,1.80000e-02,3.20000e-02,2.60000e-02,5.70000e-02,2.18000e-01,1.85000e-01,5.30000e-02,5.30000e-02,4.60000e-02,1.14758e-01,8.43104e-03,8.43104e-03,5.28000e+00,1.01000e-01,1.01000e-01,7.26000e+00,2.26000e-01,2.26000e-01,1.84800e+01,1.69000e-01,1.69000e-01,4.15240e+04,2.40000e+02,6.43900e+03,1.65200e+01,1.02400e+00,4.98000e-10,5.00000e+00,2.00000e+00,3.27630e+02,2.37210e+02,2.61260e+02,2.43420e+02,2.80000e+01,3.03000e+00,1.93000e+01,8.00000e-01,228581,yes,no,no
