% 1. Title: Redshift Predictor for Swift GRBs
% 
% 2. Sources:
%     (a) Creator: Adam N. Morgan
%     (b) Data From: GCN Notices (http://gcn.gsfc.nasa.gov/),
%                    http://astro.berkeley.edu/~nat/Swift/
%                    http://swift.gsfc.nasa.gov/docs/swift/archive/grb_table.html/
%     (c) Date: Thu Mar 25 17:22:17 2010
% 
% 3. This file was created automatically. 
%    CHECK THE ATTRIBUTES before running Weka. 
% 
@RELATION swift_redshift

@ATTRIBUTE Z NUMERIC
@ATTRIBUTE A NUMERIC
@ATTRIBUTE A_poserr NUMERIC
@ATTRIBUTE A_negerr NUMERIC
@ATTRIBUTE B NUMERIC
@ATTRIBUTE B_poserr NUMERIC
@ATTRIBUTE B_negerr NUMERIC
@ATTRIBUTE DT_MAX_SNR NUMERIC
@ATTRIBUTE EP NUMERIC
@ATTRIBUTE EP_poserr NUMERIC
@ATTRIBUTE EP_negerr NUMERIC
@ATTRIBUTE EP0 NUMERIC
@ATTRIBUTE EP0_poserr NUMERIC
@ATTRIBUTE EP0_negerr NUMERIC
@ATTRIBUTE FL NUMERIC
@ATTRIBUTE FL_poserr NUMERIC
@ATTRIBUTE FL_negerr NUMERIC
@ATTRIBUTE FLX_PC NUMERIC
@ATTRIBUTE FLX_PC_poserr NUMERIC
@ATTRIBUTE FLX_PC_negerr NUMERIC
@ATTRIBUTE FLX_PC_LATE NUMERIC
@ATTRIBUTE FLX_PC_LATE_poserr NUMERIC
@ATTRIBUTE FLX_PC_LATE_negerr NUMERIC
@ATTRIBUTE FLX_WT NUMERIC
@ATTRIBUTE FLX_WT_poserr NUMERIC
@ATTRIBUTE FLX_WT_negerr NUMERIC
@ATTRIBUTE GAM_PC NUMERIC
@ATTRIBUTE GAM_PC_poserr NUMERIC
@ATTRIBUTE GAM_PC_negerr NUMERIC
@ATTRIBUTE GAM_PC_LATE NUMERIC
@ATTRIBUTE GAM_PC_LATE_poserr NUMERIC
@ATTRIBUTE GAM_PC_LATE_negerr NUMERIC
@ATTRIBUTE GAM_WT NUMERIC
@ATTRIBUTE GAM_WT_poserr NUMERIC
@ATTRIBUTE GAM_WT_negerr NUMERIC
@ATTRIBUTE MAX_SNR NUMERIC
@ATTRIBUTE NH_PC NUMERIC
@ATTRIBUTE NH_PC_poserr NUMERIC
@ATTRIBUTE NH_PC_negerr NUMERIC
@ATTRIBUTE NH_PC_LATE NUMERIC
@ATTRIBUTE NH_PC_LATE_poserr NUMERIC
@ATTRIBUTE NH_PC_LATE_negerr NUMERIC
@ATTRIBUTE NH_WT NUMERIC
@ATTRIBUTE NH_WT_poserr NUMERIC
@ATTRIBUTE NH_WT_negerr NUMERIC
@ATTRIBUTE PK_O_CTS NUMERIC
@ATTRIBUTE PK_O_CTS_poserr NUMERIC
@ATTRIBUTE PK_O_CTS_negerr NUMERIC
@ATTRIBUTE RT45 NUMERIC
@ATTRIBUTE RT45_poserr NUMERIC
@ATTRIBUTE RT45_negerr NUMERIC
@ATTRIBUTE T50 NUMERIC
@ATTRIBUTE T50_poserr NUMERIC
@ATTRIBUTE T50_negerr NUMERIC
@ATTRIBUTE T90 NUMERIC
@ATTRIBUTE T90_poserr NUMERIC
@ATTRIBUTE T90_negerr NUMERIC
@ATTRIBUTE bat_bkg_inten NUMERIC
@ATTRIBUTE bat_img_peak NUMERIC
@ATTRIBUTE bat_inten NUMERIC
@ATTRIBUTE bat_rate_signif NUMERIC
@ATTRIBUTE bat_trigger_dur NUMERIC
@ATTRIBUTE xrt_inten NUMERIC
@ATTRIBUTE xrt_signif NUMERIC
@ATTRIBUTE xrt_amplifier NUMERIC
@ATTRIBUTE xrt_tam0 NUMERIC
@ATTRIBUTE xrt_tam1 NUMERIC
@ATTRIBUTE xrt_tam2 NUMERIC
@ATTRIBUTE xrt_tam3 NUMERIC
@ATTRIBUTE fluence NUMERIC
@ATTRIBUTE peakflux NUMERIC
@ATTRIBUTE t90 NUMERIC
@ATTRIBUTE xrt_column NUMERIC
@ATTRIBUTE triggerid_str NUMERIC
@ATTRIBUTE bat_is_rate_trig {yes, no}
@ATTRIBUTE v_mag_isupper {yes, no}
@ATTRIBUTE wh_mag_isupper {yes, no}

@DATA
1.41600e+00,-1.72420e+00,2.06400e-01,2.12900e-01,?,?,?,8.70000e+01,7.40800e+01,4.24000e+02,2.88300e+01,5.57354e+01,?,0.00000e+00,1.45220e-06,1.88500e-07,1.70000e-07,4.07100e-05,1.08900e-05,8.86000e-06,8.20900e-06,3.43100e-06,1.72200e-06,3.21100e-02,1.45000e-03,1.40000e-03,1.86810e+00,3.58500e-01,3.10200e-01,2.60540e+00,8.39100e-01,4.72000e-01,2.08180e+00,8.25000e-02,7.11000e-02,1.61000e+01,-1.80000e-02,7.90000e-02,7.20000e-02,-9.60000e-02,2.97000e-01,2.40000e-01,-4.20000e-02,1.80000e-02,1.60000e-02,1.97287e-02,3.76079e-03,3.76079e-03,2.69700e+01,1.48000e+00,1.48000e+00,5.13300e+01,4.88100e+00,4.88100e+00,1.25280e+02,5.37200e+00,5.37200e+00,0.00000e+00,2.76300e+03,0.00000e+00,0.00000e+00,6.40000e+01,8.93000e-10,6.00000e+00,2.00000e+00,3.27630e+02,2.37240e+02,2.61370e+02,2.43620e+02,8.00000e+00,4.00000e-01,8.20000e+01,8.00000e-01,313116,no,yes,no
1.63980e+00,-1.12550e+00,1.51100e-01,1.46300e-01,?,?,?,1.97600e+01,2.22550e+02,2.06800e+02,6.01300e+01,2.27842e+02,2.49636e+02,6.44120e+01,2.23230e-05,1.27900e-06,1.14700e-06,1.05000e-04,1.68000e-05,1.40100e-05,4.12600e-05,1.21700e-05,9.07000e-06,9.38100e-02,3.45000e-03,3.33000e-03,1.79510e+00,1.53400e-01,1.42700e-01,1.96490e+00,3.04300e-01,2.71500e-01,1.77430e+00,3.88000e-02,3.80000e-02,1.57500e+02,1.52000e-01,6.50000e-02,5.60000e-02,1.49000e-01,1.25000e-01,9.80000e-02,1.06000e-01,1.30000e-02,1.20000e-02,1.34166e-01,3.61568e-03,3.61568e-03,4.75000e+00,7.90000e-02,7.90000e-02,7.22000e+00,9.40000e-02,9.40000e-02,1.95700e+01,3.19000e-01,3.19000e-01,3.90420e+04,1.60400e+03,1.28790e+04,1.20740e+02,1.02400e+00,1.75000e-09,7.93000e+00,2.00000e+00,3.27630e+02,2.37190e+02,2.61360e+02,2.43530e+02,1.33000e+02,1.99000e+01,2.00000e+01,6.60000e+00,313299,yes,no,no
3.03600e+00,-1.16520e+00,4.00000e-02,3.99000e-02,?,?,?,9.30600e+01,9.02500e+02,1.16978e+03,4.60320e+02,8.60327e+02,?,0.00000e+00,5.11890e-05,1.20100e-06,1.17800e-06,1.50900e-04,1.60000e-05,1.45000e-05,4.24400e-05,8.80000e-06,7.57000e-06,2.04100e-01,6.90000e-03,6.70000e-03,2.16090e+00,1.32900e-01,1.25200e-01,2.27210e+00,3.28500e-01,2.97300e-01,2.02500e+00,3.86000e-02,3.78000e-02,1.23000e+02,1.42000e-01,3.90000e-02,3.60000e-02,5.50000e-02,8.20000e-02,7.20000e-02,2.02000e-01,1.20000e-02,1.20000e-02,7.59407e-02,2.52284e-03,2.52284e-03,7.52000e+00,9.40000e-02,9.40000e-02,2.53800e+01,5.77000e-01,5.77000e-01,8.36600e+01,8.29000e-01,8.29000e-01,2.36510e+04,7.41000e+02,1.70060e+04,2.38880e+02,1.02400e+00,4.96000e-08,8.24000e+00,2.00000e+00,3.27660e+02,2.37230e+02,2.61430e+02,2.43540e+02,2.40000e+02,2.31000e+01,7.90000e+01,4.00000e+01,313417,yes,no,no
5.40000e-01,-1.29380e+00,8.37000e-02,8.25000e-02,?,?,?,1.44000e+02,1.38400e+02,2.10500e+01,1.23100e+01,1.41254e+02,2.28671e+01,1.45248e+01,1.47730e-04,2.77000e-06,2.65000e-06,2.14000e-04,8.80000e-06,8.50000e-06,1.62300e-04,7.60000e-06,7.20000e-06,1.10400e-01,2.10000e-03,2.10000e-03,1.97300e+00,4.60000e-02,4.51000e-02,1.94500e+00,5.18000e-02,5.05000e-02,1.95560e+00,2.17000e-02,2.16000e-02,7.19800e+02,9.70000e-02,1.30000e-02,1.30000e-02,8.80000e-02,1.50000e-02,1.40000e-02,8.40000e-02,5.00000e-03,6.00000e-03,2.57048e-02,1.67275e-04,1.67275e-04,2.30400e+01,7.06000e-01,7.06000e-01,3.02400e+01,3.44000e-01,3.44000e-01,1.15200e+02,4.34000e-01,4.34000e-01,2.67190e+04,1.09700e+03,8.76600e+03,8.58300e+01,1.02400e+00,3.15000e-07,1.47300e+01,2.00000e+00,3.27650e+02,2.37230e+02,2.61620e+02,2.43450e+02,1.05000e+03,3.89000e+01,1.13200e+02,1.78000e+00,355083,yes,no,no
1.33100e+00,-1.16300e+00,2.65500e-01,2.50900e-01,?,?,?,3.76000e+00,1.28400e+02,1.18720e+02,3.53500e+01,1.32442e+02,1.58217e+02,3.31985e+01,3.40010e-06,3.05200e-07,2.51900e-07,2.20000e-04,6.26000e-05,4.79000e-05,1.93500e-04,8.97000e-05,5.94000e-05,?,?,?,1.91100e+00,2.85900e-01,2.60200e-01,2.16860e+00,4.39100e-01,3.83600e-01,?,?,?,7.64000e+01,1.02000e-01,1.00000e-01,8.80000e-02,2.16000e-01,1.63000e-01,1.41000e-01,?,?,?,4.15047e-01,3.40089e-02,3.40089e-02,1.28000e+00,3.00000e-02,3.00000e-02,1.72000e+00,6.50000e-02,6.50000e-02,6.48000e+00,7.55000e-01,7.55000e-01,2.88800e+04,2.18300e+03,1.35600e+04,1.52610e+02,1.02400e+00,1.00000e-10,1.00000e+01,1.00000e+00,1.00000e+02,1.00000e+02,1.00000e+02,1.00000e+02,2.40000e+01,1.13000e+01,6.60000e+00,2.30000e+00,296805,yes,yes,yes
3.03800e+00,-1.31150e+00,4.02900e-01,3.68800e-01,?,?,?,2.14830e+02,6.70300e+01,3.11200e+01,1.27700e+01,7.07436e+01,7.09065e+01,1.38754e+01,4.31700e-06,5.12200e-07,3.80100e-07,9.85700e-05,6.03000e-06,5.74000e-06,9.48300e-05,5.97000e-06,5.68000e-06,1.95300e-01,4.90000e-03,4.90000e-03,2.04910e+00,7.67000e-02,7.36000e-02,2.02430e+00,7.83000e-02,7.50000e-02,2.09560e+00,3.42000e-02,3.39000e-02,4.20000e+01,1.80000e-02,1.80000e-02,1.70000e-02,2.00000e-02,1.90000e-02,1.70000e-02,4.60000e-02,8.00000e-03,7.00000e-03,7.70276e-03,6.04138e-04,6.04138e-04,7.81200e+01,2.09000e+00,2.09000e+00,1.34540e+02,2.76600e+00,2.76600e+00,2.75590e+02,9.67700e+00,9.67700e+00,0.00000e+00,6.71900e+03,0.00000e+00,0.00000e+00,1.28000e+02,5.50000e-09,1.14800e+01,2.00000e+00,3.27640e+02,2.37210e+02,2.61410e+02,2.43580e+02,3.70000e+01,5.00000e-01,2.60000e+02,8.00000e-01,332851,no,no,yes
1.54500e+00,?,?,?,-3.35470e+00,6.29700e-01,8.81400e-01,3.18000e+00,1.10800e+01,3.06000e+00,1.00800e+01,1.90219e+01,0.00000e+00,?,5.81370e-08,1.04250e-08,9.14300e-09,1.11800e-04,6.00000e-05,3.63900e-05,1.86000e-05,8.11300e-05,1.39820e-05,?,?,?,2.23310e+00,5.97100e-01,5.39700e-01,2.00610e+00,2.33000e+00,1.67110e+00,?,?,?,8.30000e+00,2.05000e-01,1.85000e-01,1.63000e-01,2.49000e-01,7.53000e-01,4.99000e-01,?,?,?,1.25676e+00,3.47973e-01,3.47973e-01,5.10000e-01,5.10000e-02,5.10000e-02,1.77000e+00,2.00000e-01,2.00000e-01,2.97000e+00,2.42000e-01,2.42000e-01,?,?,?,?,?,1.00000e-10,1.00000e+01,1.00000e+00,1.00000e+02,1.00000e+02,1.00000e+02,1.00000e+02,5.50000e-01,5.00000e-01,2.80000e+00,6.48000e-01,312047,?,no,no
2.04000e+00,6.91000e-02,2.06900e+00,1.44550e+00,?,?,?,1.05300e+01,6.70300e+01,1.13110e+02,2.56200e+01,5.48866e+01,4.97485e+01,1.03319e+01,3.42410e-07,7.39400e-08,4.79700e-08,1.53900e-05,4.84000e-06,3.73000e-06,1.18800e-05,6.50000e-06,4.13400e-06,?,?,?,1.90440e+00,4.22100e-01,3.52500e-01,2.32860e+00,7.73700e-01,6.79000e-01,?,?,?,1.04000e+01,1.20000e-02,9.50000e-02,7.50000e-02,1.90000e-02,1.83000e-01,1.66000e-01,?,?,?,1.29085e-01,5.40850e-02,5.40850e-02,2.60000e+00,1.94000e-01,1.94000e-01,4.81000e+00,6.32000e-01,6.32000e-01,1.13100e+01,4.47000e-01,4.47000e-01,1.50276e+05,3.84000e+02,1.69330e+04,1.08600e+01,4.09600e+00,1.00000e-10,5.00000e+00,2.00000e+00,3.27610e+02,2.37190e+02,2.61350e+02,2.42660e+02,3.91000e+00,8.20000e-01,1.22000e+01,5.00000e-01,282003,yes,?,no
2.68000e+00,?,?,?,-2.17100e+00,5.38200e-01,6.93100e-01,3.50000e+00,3.68200e+01,4.92100e+01,3.58200e+01,2.05322e+01,0.00000e+00,?,2.66590e-07,8.89500e-08,6.96100e-08,2.45000e-05,3.09000e-06,2.79000e-06,1.87000e-05,2.95000e-06,2.57000e-06,2.16200e-01,1.26000e-02,1.20000e-02,2.10180e+00,1.64900e-01,1.52600e-01,2.06360e+00,1.99400e-01,1.81900e-01,2.26910e+00,7.76000e-02,7.44000e-02,6.40000e+00,3.50000e-02,4.30000e-02,3.70000e-02,3.50000e-02,5.60000e-02,4.70000e-02,1.31000e-01,2.10000e-02,2.00000e-02,3.13316e-01,7.67616e-02,7.67616e-02,1.96000e+00,2.69000e-01,2.69000e-01,3.33200e+01,3.39200e+00,3.39200e+00,3.99000e+01,8.43000e-01,8.43000e-01,1.69944e+05,3.45000e+02,1.88550e+04,1.24800e+01,4.09600e+00,2.93000e-09,1.01900e+01,2.00000e+00,3.27600e+02,2.37220e+02,2.61220e+02,2.43090e+02,4.02000e+00,3.40000e-01,9.50000e+01,4.57000e-01,213486,yes,no,no
7.83000e-01,-1.73670e+00,1.29200e-01,1.31500e-01,?,?,?,1.12320e+02,8.77200e+01,3.44220e+02,2.63600e+01,7.43109e+01,?,0.00000e+00,3.80190e-06,2.81600e-07,4.30600e-07,1.63400e-04,2.38000e-05,2.01000e-05,1.08500e-04,1.96000e-05,1.58500e-05,2.54600e-01,8.60000e-03,8.30000e-03,2.78260e+00,1.63100e-01,1.51300e-01,2.74870e+00,1.98200e-01,1.80100e-01,2.07260e+00,3.21000e-02,3.15000e-02,1.51000e+01,4.83000e-01,5.40000e-02,5.00000e-02,4.52000e-01,6.60000e-02,6.10000e-02,4.49000e-01,1.40000e-02,1.30000e-02,1.08965e-02,1.44853e-03,1.44853e-03,5.85000e+01,2.54900e+00,2.54900e+00,1.31040e+02,3.43900e+00,3.43900e+00,2.05920e+02,2.49000e+00,2.49000e+00,0.00000e+00,1.26000e+03,0.00000e+00,0.00000e+00,6.40000e+01,2.46000e-08,6.24000e+00,2.00000e+00,3.27650e+02,2.37180e+02,2.61450e+02,2.42900e+02,2.13000e+01,5.10000e-01,1.98900e+02,5.80000e+00,179968,no,yes,?
5.30000e+00,-4.33700e-01,1.30200e+00,1.01960e+00,?,?,?,2.43000e+01,6.43800e+01,5.95700e+01,2.22800e+01,5.81649e+01,4.20896e+01,1.17724e+01,8.08190e-07,1.49710e-07,1.03910e-07,3.93900e-05,2.75000e-06,1.61000e-06,2.29400e-05,3.00000e-06,2.68000e-06,5.92000e-02,3.01000e-03,2.91000e-03,1.91830e+00,9.38000e-02,5.86000e-02,1.92810e+00,1.55200e-01,1.44300e-01,2.11930e+00,7.44000e-02,7.20000e-02,6.80000e+00,5.00000e-03,2.80000e-02,2.50000e-02,3.80000e-02,4.60000e-02,3.70000e-02,3.60000e-02,1.40000e-02,1.30000e-02,5.41427e-02,8.84856e-03,8.84856e-03,9.72000e+00,8.58000e-01,8.58000e-01,1.62000e+01,1.50300e+00,1.50300e+00,2.75400e+01,1.94300e+00,1.94300e+00,?,?,?,?,?,?,?,?,?,?,?,?,2.01000e+01,7.10000e-01,1.50900e+02,6.94000e-01,150314,?,yes,?
3.78000e+00,-3.39400e-01,8.94800e-01,7.41200e-01,?,?,?,1.76400e+01,1.42020e+02,3.58690e+02,4.99500e+01,9.46583e+01,1.52857e+02,2.38724e+01,6.05010e-07,1.72180e-07,9.27100e-08,2.10200e-04,1.82000e-05,1.70000e-05,1.16300e-04,1.69000e-05,1.50000e-05,6.29800e+11,3.28000e+10,6.29734e+11,2.08160e+00,1.12400e-01,1.07000e-01,2.24040e+00,1.98200e-01,1.83800e-01,1.18135e+01,6.61800e-01,3.98140e+00,1.64000e+01,2.00000e-02,2.80000e-02,2.60000e-02,7.00000e-02,5.60000e-02,4.90000e-02,1.76942e+02,5.06112e+02,1.07499e+02,1.30323e-01,1.85699e-02,1.85699e-02,5.40000e+00,3.05000e-01,3.05000e-01,9.18000e+00,6.49000e-01,6.49000e-01,1.85400e+01,9.85000e-01,9.85000e-01,1.25024e+05,3.63000e+02,1.40110e+04,1.59000e+01,3.07200e+00,9.99000e-12,5.00000e+00,2.00000e+00,3.27610e+02,2.37190e+02,2.61350e+02,2.42660e+02,6.97000e+00,4.60000e-01,7.91000e+01,5.10000e-01,213630,yes,no,no
4.04500e+00,-1.18430e+00,3.27700e-01,3.06400e-01,?,?,?,6.24000e+00,8.34600e+01,3.45300e+01,1.59400e+01,8.70319e+01,5.32571e+01,1.58238e+01,1.04420e-06,9.65000e-08,7.68600e-08,7.40400e-06,1.16200e-06,9.95000e-07,5.76100e-06,9.23000e-07,7.90000e-07,2.84700e-03,4.44000e-04,4.03000e-04,1.87580e+00,1.85600e-01,1.68900e-01,1.77720e+00,1.88700e-01,1.70800e-01,2.34830e+00,2.95800e-01,2.63000e-01,4.51000e+01,3.70000e-02,5.60000e-02,4.50000e-02,9.00000e-03,5.20000e-02,3.80000e-02,3.40000e-02,5.10000e-02,4.10000e-02,3.03213e-01,2.03477e-02,2.03477e-02,1.92000e+00,5.00000e-02,5.00000e-02,2.28000e+00,6.10000e-02,6.10000e-02,6.06000e+00,1.81000e-01,1.81000e-01,2.77500e+04,1.99000e+02,2.71800e+03,2.16100e+01,5.12000e-01,?,?,?,?,?,?,?,8.31000e+00,2.79000e+00,7.60000e+00,4.00000e-01,180455,yes,no,?
9.47000e-01,-1.46630e+00,2.28600e-01,2.18000e-01,?,?,?,1.16400e+01,5.62700e+01,7.86000e+00,8.00000e+00,5.73167e+01,7.82960e+00,5.80620e+00,5.13580e-06,2.46200e-07,2.14000e-07,3.08900e-04,6.31000e-05,5.51000e-05,2.36000e-04,1.06600e-04,7.19000e-05,?,?,?,2.05160e+00,2.90900e-01,2.66800e-01,2.22290e+00,5.83700e-01,5.45400e-01,?,?,?,1.36300e+02,5.00000e-02,6.70000e-02,5.40000e-02,1.01000e-01,1.59000e-01,1.47000e-01,?,?,?,1.06827e-01,4.37421e-03,4.37421e-03,4.68000e+00,7.50000e-02,7.50000e-02,6.00000e+00,1.08000e-01,1.08000e-01,3.46800e+01,1.01800e+00,1.01800e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e-10,5.00000e+00,2.00000e+00,3.27610e+02,2.37190e+02,2.61350e+02,2.42660e+02,4.40000e+01,7.70000e+00,3.57000e+01,?,293795,yes,?,?
9.80000e-01,?,?,?,-2.10790e+00,3.85400e-01,4.40900e-01,2.43600e+01,3.67900e+01,4.92300e+01,3.52200e+01,4.20614e+01,0.00000e+00,?,4.73080e-07,1.05380e-07,9.05200e-08,6.30100e-05,3.42200e-05,2.09100e-05,6.30200e-05,3.42100e-05,2.09200e-05,?,?,?,2.26270e+00,4.91300e-01,4.23200e-01,2.26290e+00,4.91100e-01,4.23400e-01,?,?,?,7.50000e+00,3.24000e-01,1.83000e-01,1.42000e-01,3.24000e-01,1.83000e-01,1.42000e-01,?,?,?,1.07616e-01,6.20861e-02,6.20861e-02,1.82000e+00,2.13000e-01,2.13000e-01,9.24000e+00,2.42000e+00,2.42000e+00,2.24000e+01,1.69800e+00,1.69800e+00,2.15880e+05,3.74000e+02,2.34660e+04,9.11000e+00,4.09600e+00,?,?,?,?,?,?,?,2.00000e+00,8.00000e-01,6.00000e+00,?,293707,yes,?,?
3.96900e+00,-1.37470e+00,1.32300e-01,1.32300e-01,?,?,?,3.40200e+01,1.96190e+02,5.62530e+02,8.68300e+01,1.10990e+02,?,0.00000e+00,2.60930e-06,2.20700e-07,2.23100e-07,4.05500e-04,1.50000e-05,1.46000e-05,2.54100e-04,1.21000e-05,1.16000e-05,6.30900e-02,1.93000e-03,1.90000e-03,1.60630e+00,3.94000e-02,3.88000e-02,1.68220e+00,5.25000e-02,5.12000e-02,1.61720e+00,3.49000e-02,3.44000e-02,1.32000e+01,5.00000e-03,1.10000e-02,1.00000e-02,5.00000e-03,1.40000e-02,1.20000e-02,2.50000e-02,9.00000e-03,8.00000e-03,3.07317e-02,3.30561e-03,3.30561e-03,2.07900e+01,1.13000e+00,1.13000e+00,3.21300e+01,1.89400e+00,1.89400e+00,6.04800e+01,2.15100e+00,2.15100e+00,2.80994e+05,1.01900e+03,5.71290e+04,1.19500e+01,1.21600e+01,?,?,?,?,?,?,?,2.38000e+01,5.50000e-01,1.56500e+02,1.00000e+00,148225,yes,no,?
2.35200e+00,-1.52590e+00,1.03600e-01,1.04300e-01,?,?,?,4.27500e+01,1.11200e+02,3.08570e+02,2.69800e+01,8.22751e+01,?,0.00000e+00,2.49640e-06,1.59400e-07,7.70800e-07,3.65900e-05,2.52000e-06,2.38000e-06,2.69700e-05,2.34000e-06,2.18000e-06,6.07700e-02,4.94000e-03,4.62000e-03,2.07550e+00,9.46000e-02,8.97000e-02,2.09030e+00,1.17000e-01,1.09600e-01,1.85490e+00,1.06300e-01,1.01000e-01,2.59000e+01,-3.00000e-03,1.70000e-02,1.50000e-02,?,?,?,3.00000e-03,2.20000e-02,1.90000e-02,3.36927e-02,3.63130e-03,3.63130e-03,1.62000e+01,5.77000e-01,5.77000e-01,2.61000e+01,9.34000e-01,9.34000e-01,4.77000e+01,1.42400e+00,1.42400e+00,1.26926e+05,4.91000e+02,1.43510e+04,9.69000e+00,3.07200e+00,2.13000e-09,9.05000e+00,2.00000e+00,3.27610e+02,2.37260e+02,2.61290e+02,2.43380e+02,1.62000e+01,6.00000e-01,8.84000e+01,3.00000e-01,255445,yes,no,no
4.90000e+00,-1.41330e+00,3.70500e-01,3.42200e-01,?,?,?,2.09520e+02,7.60400e+01,5.98100e+01,2.00900e+01,8.81982e+01,1.38236e+03,2.24725e+01,4.38320e-06,5.55600e-07,4.11800e-07,2.51300e-05,4.99000e-06,4.19000e-06,1.06400e-05,6.76000e-06,3.83800e-06,2.58000e-01,7.30000e-03,7.00000e-03,2.16230e+00,2.79400e-01,2.51400e-01,2.90410e+00,8.51100e-01,7.30300e-01,1.28370e+00,2.53000e-02,2.51000e-02,2.23000e+01,2.70000e-02,6.80000e-02,5.80000e-02,1.63000e-01,2.79000e-01,1.80000e-01,7.40000e-02,1.00000e-02,9.00000e-03,9.17722e-03,7.70575e-04,7.70575e-04,7.85700e+01,2.12900e+00,2.12900e+00,1.28040e+02,3.18700e+00,3.18700e+00,2.29890e+02,2.78900e+00,2.78900e+00,0.00000e+00,2.18800e+03,0.00000e+00,0.00000e+00,6.40000e+01,7.15000e-09,1.29200e+01,2.00000e+00,3.27640e+02,2.37180e+02,2.61310e+02,2.43160e+02,4.07000e+01,5.70000e-01,2.75200e+02,1.50000e+00,209352,no,yes,yes
2.71000e+00,-1.17710e+00,1.25650e+00,8.16000e-01,?,?,?,2.70000e+01,2.72500e+01,1.33800e+01,2.22100e+01,3.68820e+01,0.00000e+00,?,6.52380e-07,8.17500e-08,6.12000e-08,8.46000e-05,1.47700e-05,1.27000e-05,4.76500e-05,1.38400e-05,1.03600e-05,?,?,?,2.39960e+00,2.57500e-01,2.32400e-01,2.49030e+00,4.03500e-01,3.43600e-01,?,?,?,1.72000e+01,9.30000e-02,6.60000e-02,5.80000e-02,1.21000e-01,1.16000e-01,9.50000e-02,?,?,?,5.86207e-02,1.05517e-02,1.05517e-02,9.18000e+00,5.74000e-01,5.74000e-01,1.89000e+01,1.84800e+00,1.84800e+00,5.10300e+01,9.67000e-01,9.67000e-01,2.33596e+05,1.02000e+03,4.82960e+04,1.29600e+01,1.21600e+01,3.80000e-08,7.54000e+00,2.00000e+00,3.27630e+02,2.37230e+02,2.61450e+02,2.43730e+02,8.60000e+00,7.00000e-01,6.70000e+01,1.20000e+00,358422,yes,no,no
8.20000e-01,-1.00400e+00,1.21500e-01,1.18600e-01,?,?,?,1.90000e+01,2.07760e+02,7.61700e+01,4.07000e+01,2.07477e+02,8.08839e+01,3.88039e+01,3.33700e-05,1.29600e-06,1.20000e-06,1.19600e-04,1.83000e-05,1.53000e-05,5.92600e-05,1.49300e-05,1.12300e-05,8.99500e-02,3.46000e-03,3.29000e-03,1.80980e+00,1.36500e-01,1.28000e-01,2.14470e+00,2.50700e-01,2.23900e-01,1.80600e+00,3.52000e-02,3.44000e-02,2.62100e+02,2.45000e-01,6.10000e-02,5.50000e-02,2.83000e-01,9.80000e-02,8.30000e-02,2.70000e-01,1.50000e-02,1.50000e-02,1.19345e-01,2.12366e-03,2.12366e-03,5.20000e+00,2.00000e-02,2.00000e-02,7.80000e+00,4.90000e-02,4.90000e-02,2.12000e+01,2.64000e-01,2.64000e-01,?,?,?,?,?,1.59000e-09,7.93000e+00,2.00000e+00,3.27620e+02,2.37200e+02,2.61350e+02,2.43440e+02,1.96000e+02,2.41000e+01,2.09000e+01,3.80000e+00,278854,?,no,no
3.84790e+00,-1.43330e+00,2.00800e-01,2.00700e-01,?,?,?,1.90000e+02,3.00420e+02,5.52020e+02,2.03810e+02,1.29472e+02,?,0.00000e+00,3.34200e-06,4.23600e-07,3.84600e-07,7.66000e-05,6.58000e-06,6.16000e-06,3.56900e-05,2.67000e-06,2.45000e-06,?,?,?,1.95140e+00,1.05900e-01,1.01000e-01,1.95430e+00,1.11300e-01,1.00800e-01,?,?,?,1.60000e+01,1.90000e-02,2.80000e-02,2.50000e-02,-3.00000e-03,3.90000e-02,3.30000e-02,?,?,?,6.60550e-03,2.20183e-03,2.20183e-03,4.94000e+01,2.82600e+00,2.82600e+00,7.41000e+01,4.85300e+00,4.85300e+00,1.69100e+02,8.55500e+00,8.55500e+00,0.00000e+00,2.13800e+03,0.00000e+00,0.00000e+00,6.40000e+01,?,?,?,?,?,?,?,2.10000e+01,5.00000e-01,2.70000e+02,2.70000e-01,332931,no,no,no
2.31000e+00,4.99990e+00,1.00000e-04,3.17600e+00,-2.00150e+00,1.50000e-03,3.65300e-01,3.30000e+00,7.07700e+01,9.48200e+01,2.47000e+01,3.10335e+01,3.68550e+00,4.55780e+00,1.99410e-07,1.16300e-08,1.47800e-08,7.24700e-05,2.83300e-05,1.98000e-05,?,?,?,?,?,?,2.29680e+00,4.93800e-01,4.63300e-01,?,?,?,?,?,?,8.60000e+00,1.52000e-01,1.47000e-01,1.33000e-01,?,?,?,?,?,?,7.47036e-01,1.17456e-01,1.17456e-01,1.00000e+00,6.90000e-02,6.90000e-02,1.95000e+00,1.65000e-01,1.65000e-01,3.55000e+00,1.71000e-01,1.71000e-01,0.00000e+00,2.08300e+03,0.00000e+00,0.00000e+00,6.40000e+01,2.53000e-10,4.47000e+00,2.00000e+00,3.27640e+02,2.37220e+02,2.61240e+02,2.43610e+02,2.10000e+00,9.60000e-01,4.30000e+00,1.80000e+00,278693,no,no,no
