% 1. Title: Redshift Predictor for Swift GRBs
% 
% 2. Sources:
%     (a) Creator: Adam N. Morgan
%     (b) Data From: GCN Notices (http://gcn.gsfc.nasa.gov/),
%                    http://astro.berkeley.edu/~nat/Swift/
%                    http://swift.gsfc.nasa.gov/docs/swift/archive/grb_table.html/
%     (c) Date: Tue Aug  2 03:55:26 2011
% 
% 3. This file was created automatically. 
%    CHECK THE ATTRIBUTES before running Weka. 
% 
@RELATION swift_redshift

% !CHECK ME:
% !CHECK ME:
% !CHECK ME:
@ATTRIBUTE Z NUMERIC
@ATTRIBUTE A NUMERIC
@ATTRIBUTE DT_MAX_SNR NUMERIC
@ATTRIBUTE EP NUMERIC
@ATTRIBUTE EP0 NUMERIC
@ATTRIBUTE FL NUMERIC
@ATTRIBUTE FLX_PC NUMERIC
@ATTRIBUTE FLX_PC_LATE NUMERIC
@ATTRIBUTE FLX_WT NUMERIC
@ATTRIBUTE GAM_PC NUMERIC
@ATTRIBUTE GAM_PC_LATE NUMERIC
@ATTRIBUTE GAM_WT NUMERIC
@ATTRIBUTE MAX_SNR NUMERIC
@ATTRIBUTE NH_GAL NUMERIC
@ATTRIBUTE NH_PC NUMERIC
@ATTRIBUTE NH_PC_LATE NUMERIC
@ATTRIBUTE NH_WT NUMERIC
@ATTRIBUTE NU NUMERIC
@ATTRIBUTE PK_O_CTS NUMERIC
@ATTRIBUTE RT45 NUMERIC
@ATTRIBUTE T50 NUMERIC
@ATTRIBUTE T90 NUMERIC
@ATTRIBUTE bat_bkg_inten NUMERIC
@ATTRIBUTE bat_image_signif NUMERIC
@ATTRIBUTE bat_img_peak NUMERIC
@ATTRIBUTE bat_inten NUMERIC
@ATTRIBUTE bat_rate_signif NUMERIC
@ATTRIBUTE bat_trigger_dur NUMERIC
@ATTRIBUTE xrt_inten NUMERIC
@ATTRIBUTE xrt_signif NUMERIC
@ATTRIBUTE fluence NUMERIC
@ATTRIBUTE peakflux NUMERIC
@ATTRIBUTE xrt_column NUMERIC
@ATTRIBUTE gal_EB_V NUMERIC
@ATTRIBUTE uvot_time_delta NUMERIC
@ATTRIBUTE DT_MAX_SNR NUMERIC
@ATTRIBUTE FL_over_SQRT_T90 NUMERIC
@ATTRIBUTE PROB_Z_GT_5 NUMERIC
@ATTRIBUTE PROB_Z_GT_4 NUMERIC
@ATTRIBUTE PROB_Z_GT_3 NUMERIC
@ATTRIBUTE PROB_Z_GT_2 NUMERIC
@ATTRIBUTE PROB_Z_GT_1 NUMERIC
@ATTRIBUTE PROB_Z_LT_1 NUMERIC
@ATTRIBUTE PROB_Z_LT_2 NUMERIC
@ATTRIBUTE PROB_Z_LT_3 NUMERIC
@ATTRIBUTE PROB_Z_LT_4 NUMERIC
@ATTRIBUTE PROB_Z_LT_5 NUMERIC
@ATTRIBUTE MOST_PROB_Z NUMERIC
@ATTRIBUTE Z_LT_1_OVER_Z_GT_4 NUMERIC
@ATTRIBUTE bat_is_rate_trig {yes, no}
@ATTRIBUTE uvot_detection {yes, no}
@ATTRIBUTE triggerid_str {yes, no}

@DATA
1.140e+00,-1.571e+00,9.200e+01,1.105e+02,5.679e+01,1.037e-06,1.393e-03,1.393e-03,3.485e-02,1.778e+00,1.778e+00,1.998e+00,1.000e+01,4.750e-02,-4.700e-02,-4.700e-02,3.500e-02,5.600e+01,2.026e-02,1.600e+01,4.400e+01,7.920e+01,0.000e+00,7.130e+00,1.485e+03,0.000e+00,0.000e+00,6.400e+01,6.940e-10,6.080e+00,5.800e+00,4.000e-01,9.900e-01,4.800e-02,1.450e+02,9.200e+01,1.165e-07,8.262e-02,2.042e-01,4.130e-01,6.684e-01,9.273e-01,7.275e-02,3.316e-01,5.870e-01,7.958e-01,9.174e-01,1.801e+00,3.563e-01,no,yes,297114
1.949e+00,?,3.520e+01,4.332e+01,6.201e+01,4.319e-06,2.164e-04,1.808e-04,1.783e-03,2.007e+00,1.988e+00,2.256e+00,4.370e+01,3.680e-02,9.600e-02,1.150e-01,1.860e-01,5.500e+01,3.542e-02,1.925e+01,2.475e+01,9.460e+01,3.818e+04,8.000e+00,?,?,1.714e+01,1.024e+00,?,?,3.220e+01,1.930e+00,?,4.900e-02,9.000e+01,3.520e+01,4.440e-07,3.956e-02,9.273e-02,1.890e-01,3.399e-01,6.830e-01,3.170e-01,6.601e-01,8.110e-01,9.073e-01,9.604e-01,9.010e-01,3.418e+00,yes,no,111063
3.240e+00,-1.999e+00,1.036e+01,4.473e+01,?,1.865e-06,1.993e-04,1.249e-04,?,2.000e+00,2.118e+00,?,1.820e+01,1.260e-02,1.500e-02,3.800e-02,?,5.500e+01,6.801e-02,1.184e+01,1.254e+02,1.536e+02,3.518e+04,1.000e+01,?,?,1.157e+01,1.024e+00,?,?,1.310e+01,1.520e+00,?,1.200e-02,9.000e+01,1.036e+01,1.505e-07,6.066e-02,1.475e-01,3.060e-01,5.380e-01,8.727e-01,1.273e-01,4.620e-01,6.940e-01,8.525e-01,9.393e-01,1.101e+00,8.627e-01,yes,yes,111622
1.440e+00,-1.217e+00,7.920e+00,5.008e+01,5.086e+01,1.408e-06,2.156e-04,1.288e-04,3.796e-03,1.955e+00,2.009e+00,2.060e+00,4.900e+01,1.850e-02,1.800e-02,3.300e-02,7.600e-02,5.400e+01,2.111e-01,3.520e+00,5.280e+00,3.096e+01,3.883e+04,9.000e+00,?,?,1.682e+01,5.120e-01,?,?,1.080e+01,3.160e+00,?,1.700e-02,3.279e+03,7.920e+00,2.530e-07,2.300e-02,6.291e-02,1.492e-01,3.195e-01,7.563e-01,2.437e-01,6.805e-01,8.508e-01,9.371e-01,9.770e-01,1.001e+00,3.874e+00,yes,yes,111529
1.416e+00,-1.724e+00,8.700e+01,7.408e+01,5.574e+01,1.452e-06,4.071e-05,8.209e-06,3.211e-02,1.868e+00,2.605e+00,2.082e+00,1.610e+01,3.810e-02,-1.800e-02,-9.600e-02,-4.200e-02,5.600e+01,1.973e-02,2.697e+01,5.133e+01,1.253e+02,0.000e+00,1.168e+01,2.763e+03,0.000e+00,0.000e+00,6.400e+01,8.930e-10,6.000e+00,8.000e+00,4.000e-01,8.000e-01,4.900e-02,1.290e+02,8.700e+01,1.297e-07,1.133e-01,2.582e-01,4.849e-01,7.314e-01,9.475e-01,5.251e-02,2.686e-01,5.151e-01,7.418e-01,8.867e-01,2.301e+00,2.034e-01,no,yes,313116
1.640e+00,-1.126e+00,1.976e+01,2.226e+02,2.278e+02,2.232e-05,1.050e-04,4.126e-05,9.381e-02,1.795e+00,1.965e+00,1.774e+00,1.575e+02,6.670e-02,1.520e-01,1.490e-01,1.060e-01,5.500e+01,1.342e-01,4.750e+00,7.220e+00,1.957e+01,3.904e+04,2.582e+01,1.604e+03,1.288e+04,1.207e+02,1.024e+00,1.750e-09,7.930e+00,1.330e+02,1.990e+01,6.600e+00,1.370e-01,8.200e+01,1.976e+01,5.046e-06,8.032e-03,2.899e-02,8.811e-02,2.431e-01,7.184e-01,2.816e-01,7.569e-01,9.119e-01,9.710e-01,9.920e-01,1.001e+00,9.716e+00,yes,yes,313299
3.036e+00,-1.165e+00,9.306e+01,9.025e+02,8.603e+02,5.119e-05,1.509e-04,4.244e-05,2.041e-01,2.161e+00,2.272e+00,2.025e+00,1.230e+02,1.690e-02,1.420e-01,5.500e-02,2.020e-01,5.600e+01,7.594e-02,7.520e+00,2.538e+01,8.366e+01,2.365e+04,1.787e+01,7.410e+02,1.701e+04,2.389e+02,1.024e+00,4.960e-08,8.240e+00,2.400e+02,2.310e+01,4.000e+01,2.300e-02,9.200e+01,9.306e+01,5.597e-06,6.892e-03,2.830e-02,9.519e-02,2.760e-01,7.317e-01,2.683e-01,7.240e-01,9.048e-01,9.717e-01,9.931e-01,1.001e+00,9.482e+00,yes,yes,313417
5.400e-01,-1.294e+00,1.440e+02,1.384e+02,1.413e+02,1.477e-04,2.140e-04,1.623e-04,1.104e-01,1.973e+00,1.945e+00,1.956e+00,7.198e+02,5.780e-02,9.700e-02,8.800e-02,8.400e-02,5.500e+01,2.570e-02,2.304e+01,3.024e+01,1.152e+02,2.672e+04,2.257e+01,1.097e+03,8.766e+03,8.583e+01,1.024e+00,3.150e-07,1.473e+01,1.050e+03,3.890e+01,1.780e+00,8.800e-02,1.290e+02,1.440e+02,1.376e-05,9.336e-03,2.612e-02,6.187e-02,1.267e-01,2.958e-01,7.042e-01,8.733e-01,9.381e-01,9.739e-01,9.907e-01,3.010e-01,2.696e+01,yes,yes,355083
3.038e+00,-1.312e+00,2.148e+02,6.703e+01,7.074e+01,4.317e-06,9.857e-05,9.483e-05,1.953e-01,2.049e+00,2.024e+00,2.096e+00,4.200e+01,3.960e-02,1.800e-02,2.000e-02,4.600e-02,5.500e+01,7.703e-03,7.812e+01,1.345e+02,2.756e+02,0.000e+00,1.795e+01,6.719e+03,0.000e+00,0.000e+00,1.280e+02,5.500e-09,1.148e+01,3.700e+01,5.000e-01,8.000e-01,3.400e-02,2.010e+02,2.148e+02,2.600e-07,1.338e-01,2.853e-01,5.130e-01,7.574e-01,9.597e-01,4.032e-02,2.426e-01,4.870e-01,7.147e-01,8.662e-01,2.301e+00,1.413e-01,no,yes,332851
2.352e+00,-1.526e+00,4.275e+01,1.112e+02,8.228e+01,2.496e-06,3.659e-05,2.697e-05,6.077e-02,2.076e+00,2.090e+00,1.855e+00,2.590e+01,1.610e-02,-3.000e-03,?,3.000e-03,5.500e+01,3.369e-02,1.620e+01,2.610e+01,4.770e+01,1.269e+05,1.023e+01,4.910e+02,1.435e+04,9.690e+00,3.072e+00,2.130e-09,9.050e+00,1.620e+01,6.000e-01,3.000e-01,1.400e-02,1.040e+02,4.275e+01,3.615e-07,8.299e-02,2.087e-01,4.241e-01,6.817e-01,9.325e-01,6.755e-02,3.183e-01,5.759e-01,7.913e-01,9.170e-01,1.901e+00,3.236e-01,yes,yes,255445
4.900e+00,-1.413e+00,2.095e+02,7.604e+01,8.820e+01,4.383e-06,2.513e-05,1.064e-05,2.580e-01,2.162e+00,2.904e+00,1.284e+00,2.230e+01,4.070e-02,2.700e-02,1.630e-01,7.400e-02,5.400e+01,9.177e-03,7.857e+01,1.280e+02,2.299e+02,0.000e+00,1.054e+01,2.188e+03,0.000e+00,0.000e+00,6.400e+01,7.150e-09,1.292e+01,4.070e+01,5.700e-01,1.500e+00,3.900e-02,1.110e+02,2.095e+02,2.891e-07,1.434e-01,3.083e-01,5.492e-01,7.879e-01,9.656e-01,3.443e-02,2.121e-01,4.508e-01,6.917e-01,8.566e-01,2.901e+00,1.117e-01,no,no,209352
8.200e-01,-1.004e+00,1.900e+01,2.078e+02,2.075e+02,3.337e-05,1.196e-04,5.926e-05,8.995e-02,1.810e+00,2.145e+00,1.806e+00,2.621e+02,7.840e-02,2.450e-01,2.830e-01,2.700e-01,5.400e+01,1.193e-01,5.200e+00,7.800e+00,2.120e+01,?,?,?,?,?,?,1.590e-09,7.930e+00,1.960e+02,2.410e+01,3.800e+00,1.390e-01,6.800e+01,1.900e+01,7.248e-06,5.826e-03,2.026e-02,5.979e-02,1.633e-01,5.786e-01,4.214e-01,8.367e-01,9.402e-01,9.797e-01,9.942e-01,9.010e-01,2.080e+01,?,yes,278854
3.848e+00,-1.433e+00,1.900e+02,3.004e+02,1.295e+02,3.342e-06,7.660e-05,3.569e-05,?,1.951e+00,1.954e+00,?,1.600e+01,2.750e-02,1.900e-02,-3.000e-03,?,5.600e+01,6.606e-03,4.940e+01,7.410e+01,1.691e+02,0.000e+00,1.149e+01,2.138e+03,0.000e+00,0.000e+00,6.400e+01,?,?,2.100e+01,5.000e-01,2.700e-01,3.100e-02,2.708e+03,1.900e+02,2.570e-07,8.847e-02,2.184e-01,4.385e-01,6.975e-01,9.397e-01,6.034e-02,3.025e-01,5.615e-01,7.816e-01,9.115e-01,2.001e+00,2.762e-01,no,yes,332931
2.310e+00,5.000e+00,3.300e+00,7.077e+01,3.103e+01,1.994e-07,7.247e-05,?,?,2.297e+00,?,?,8.600e+00,3.800e-02,1.520e-01,?,?,5.300e+01,7.470e-01,1.000e+00,1.950e+00,3.550e+00,0.000e+00,8.480e+00,2.083e+03,0.000e+00,0.000e+00,6.400e+01,2.530e-10,4.470e+00,2.100e+00,9.600e-01,1.800e+00,3.900e-02,4.590e+02,3.300e+00,1.058e-07,3.408e-02,1.016e-01,2.455e-01,4.811e-01,8.387e-01,1.613e-01,5.189e-01,7.545e-01,8.984e-01,9.659e-01,1.001e+00,1.587e+00,no,yes,278693
3.910e+00,-1.474e+00,5.141e+01,1.362e+02,9.648e+01,1.422e-05,3.894e-04,3.059e-04,1.320e-01,2.102e+00,2.085e+00,1.929e+00,4.280e+01,6.080e-02,7.200e-02,7.000e-02,6.800e-02,5.500e+01,2.947e-02,3.551e+01,5.406e+01,3.699e+02,2.672e+04,8.420e+00,2.040e+02,5.140e+03,2.758e+01,1.024e+00,4.610e-09,1.183e+01,7.660e+01,2.720e+00,1.640e+01,9.300e-02,9.800e+01,5.141e+01,7.395e-07,6.652e-02,1.753e-01,3.784e-01,6.502e-01,9.299e-01,7.010e-02,3.498e-01,6.216e-01,8.247e-01,9.335e-01,1.801e+00,3.999e-01,yes,no,180977
3.440e+00,-6.588e-01,2.132e+01,5.492e+02,1.443e+02,2.573e-06,3.578e-05,8.973e-06,?,2.193e+00,2.114e+00,?,1.580e+01,3.350e-02,1.680e-01,9.800e-02,?,5.500e+01,7.287e-02,8.610e+00,1.435e+01,3.239e+01,1.179e+05,8.140e+00,3.610e+02,1.413e+04,1.630e+01,4.096e+00,9.900e-13,2.500e+00,1.330e+01,4.500e-01,4.830e+00,3.800e-02,3.046e+03,2.132e+01,4.520e-07,2.116e-02,7.195e-02,1.952e-01,4.272e-01,8.210e-01,1.790e-01,5.728e-01,8.048e-01,9.281e-01,9.788e-01,1.001e+00,2.488e+00,yes,no,238174
3.310e-02,-8.437e-01,1.340e+02,4.054e+01,4.100e+01,7.854e-07,9.825e-05,8.695e-05,5.264e-01,3.830e+00,4.829e+00,1.778e+00,6.300e+00,9.370e-02,3.900e-01,5.680e-01,2.950e-01,5.400e+01,2.126e-02,3.400e+01,7.800e+01,1.280e+02,0.000e+00,7.840e+00,2.111e+03,0.000e+00,0.000e+00,8.000e+01,?,?,1.570e+01,2.500e-01,1.900e+00,1.430e-01,1.520e+02,1.340e+02,6.942e-08,1.272e-01,2.715e-01,4.912e-01,7.318e-01,9.486e-01,5.144e-02,2.682e-01,5.088e-01,7.285e-01,8.728e-01,2.101e+00,1.895e-01,no,yes,191157
6.960e-01,-6.803e-01,9.200e+01,4.493e+01,4.637e+01,1.285e-06,6.122e-05,6.571e-06,6.477e-02,1.698e+00,2.400e+00,2.710e+00,1.370e+01,4.760e-02,-7.900e-02,-1.380e-01,3.500e-02,5.500e+01,1.984e-02,2.116e+01,4.784e+01,1.132e+02,0.000e+00,1.001e+01,1.837e+03,0.000e+00,0.000e+00,8.800e+01,1.650e-09,8.000e+00,1.300e+01,6.000e-01,1.300e+00,7.600e-02,1.700e+02,9.200e+01,1.208e-07,9.537e-02,2.169e-01,4.179e-01,6.663e-01,9.291e-01,7.086e-02,3.337e-01,5.821e-01,7.831e-01,9.046e-01,1.701e+00,3.268e-01,no,yes,359951
2.512e+00,-5.208e-01,1.919e+01,1.822e+02,1.338e+02,7.885e-06,1.313e-04,9.472e-05,2.076e+11,1.903e+00,1.956e+00,1.091e+01,2.440e+01,4.020e-02,2.600e-02,3.400e-02,8.343e+01,5.500e+01,1.420e-01,5.510e+00,9.880e+00,1.938e+01,1.221e+05,9.790e+00,2.410e+02,1.813e+04,3.931e+01,4.096e+00,1.000e-10,1.000e+01,4.100e+01,4.400e+00,9.700e-01,5.100e-02,2.816e+03,1.919e+01,1.791e-06,2.797e-02,8.966e-02,2.333e-01,4.885e-01,8.616e-01,1.384e-01,5.115e-01,7.667e-01,9.103e-01,9.720e-01,1.201e+00,1.544e+00,yes,yes,335105
1.165e+00,-4.458e-01,1.632e+01,6.596e+01,6.039e+01,5.672e-07,7.672e-05,4.024e-05,?,2.215e+00,2.215e+00,?,1.030e+01,1.750e-02,1.820e-01,2.340e-01,?,5.400e+01,1.525e-01,4.640e+00,4.320e+01,5.248e+01,5.652e+04,7.290e+00,1.870e+02,5.800e+03,1.004e+01,1.408e+00,1.040e-11,5.000e+00,4.450e+00,9.000e-01,2.600e+00,1.400e-02,1.190e+02,1.632e+01,7.829e-08,6.283e-02,1.637e-01,3.494e-01,6.015e-01,8.992e-01,1.008e-01,3.985e-01,6.506e-01,8.363e-01,9.372e-01,1.401e+00,6.161e-01,yes,no,259714
1.608e+00,-1.387e+00,3.069e+01,3.320e+02,1.723e+02,8.704e-06,4.532e-04,1.712e-04,3.909e-02,2.125e+00,2.182e+00,2.072e+00,5.240e+01,3.550e-02,1.950e-01,1.940e-01,7.800e-02,5.600e+01,3.413e-02,1.705e+01,3.255e+01,5.797e+01,2.762e+04,8.160e+00,1.630e+02,4.549e+03,1.694e+01,1.024e+00,1.050e-09,6.000e+00,4.600e+01,1.900e+00,1.200e+01,4.300e-02,8.400e+01,3.069e+01,1.143e-06,4.308e-02,1.262e-01,2.979e-01,5.588e-01,8.894e-01,1.106e-01,4.412e-01,7.021e-01,8.738e-01,9.569e-01,1.401e+00,8.761e-01,yes,yes,349510
2.040e+00,6.910e-02,1.053e+01,6.703e+01,5.489e+01,3.424e-07,1.539e-05,1.188e-05,?,1.904e+00,2.329e+00,?,1.040e+01,1.380e-02,1.200e-02,1.900e-02,?,5.500e+01,1.291e-01,2.600e+00,4.810e+00,1.131e+01,1.503e+05,9.070e+00,3.840e+02,1.693e+04,1.086e+01,4.096e+00,1.000e-10,5.000e+00,3.910e+00,8.200e-01,5.000e-01,1.300e-02,3.295e+03,1.053e+01,1.018e-07,5.198e-02,1.416e-01,3.145e-01,5.630e-01,8.810e-01,1.190e-01,4.370e-01,6.855e-01,8.584e-01,9.480e-01,1.201e+00,8.401e-01,yes,yes,282003
2.752e+00,-1.402e+00,3.737e+01,5.627e+01,5.935e+01,2.842e-06,6.355e-05,4.211e-05,4.519e-02,2.183e+00,2.166e+00,2.327e+00,6.840e+01,1.140e-02,4.000e-02,5.100e-02,-2.700e-02,5.500e+01,4.409e-02,1.147e+01,1.443e+01,3.996e+01,2.779e+04,9.180e+00,2.430e+02,4.633e+03,1.700e+01,1.024e+00,1.800e-09,8.710e+00,2.400e+01,1.800e+00,1.140e-01,1.600e-02,9.100e+01,3.737e+01,4.496e-07,3.978e-02,9.921e-02,2.142e-01,4.087e-01,8.154e-01,1.846e-01,5.913e-01,7.858e-01,9.008e-01,9.602e-01,1.001e+00,1.861e+00,yes,yes,374210
5.400e-01,-1.795e+00,3.737e+01,6.685e+01,5.800e+01,4.322e-06,8.397e-05,7.600e-05,5.522e-01,2.084e+00,2.083e+00,3.143e+00,4.470e+01,4.490e-02,7.600e-02,8.000e-02,1.270e-01,5.500e+01,4.000e-02,1.813e+01,2.405e+01,1.195e+02,1.747e+05,7.130e+00,2.430e+02,1.890e+04,8.360e+00,4.096e+00,7.700e-08,9.480e+00,2.610e+01,1.170e+00,1.000e+00,5.400e-02,1.350e+02,3.737e+01,3.953e-07,7.013e-02,1.745e-01,3.611e-01,6.129e-01,9.113e-01,8.865e-02,3.871e-01,6.389e-01,8.255e-01,9.299e-01,1.401e+00,5.081e-01,yes,yes,221755
1.710e+00,-1.243e+00,1.176e+01,1.221e+02,1.400e+02,5.175e-06,1.358e-04,7.828e-05,6.342e-02,2.149e+00,2.160e+00,1.965e+00,5.580e+01,1.390e-02,7.900e-02,7.800e-02,6.900e-02,5.500e+01,8.512e-02,6.000e+00,9.240e+00,3.900e+01,3.177e+04,1.770e+01,5.200e+02,6.271e+03,3.241e+01,1.024e+00,3.010e-09,9.940e+00,3.700e+01,4.200e+00,5.100e+00,1.700e-02,8.900e+01,1.176e+01,8.287e-07,3.413e-02,1.039e-01,2.580e-01,5.167e-01,8.759e-01,1.241e-01,4.833e-01,7.420e-01,8.961e-01,9.659e-01,1.301e+00,1.194e+00,yes,yes,373458
5.300e+00,-4.337e-01,2.430e+01,6.438e+01,5.816e+01,8.082e-07,3.939e-05,2.294e-05,5.920e-02,1.918e+00,1.928e+00,2.119e+00,6.800e+00,2.280e-02,5.000e-03,3.800e-02,3.600e-02,5.400e+01,5.414e-02,9.720e+00,1.620e+01,2.754e+01,?,?,?,?,?,?,?,?,2.010e+01,7.100e-01,6.940e-01,2.400e-02,1.670e+02,2.430e+01,1.540e-07,8.877e-02,2.135e-01,4.229e-01,6.742e-01,9.272e-01,7.275e-02,3.258e-01,5.771e-01,7.865e-01,9.112e-01,1.801e+00,3.407e-01,?,no,150314
9.370e-01,-1.089e+00,5.858e+01,1.218e+03,1.382e+03,4.112e-04,4.431e-05,3.155e-05,4.358e-01,1.874e+00,1.858e+00,1.788e+00,7.254e+02,1.120e-02,5.300e-02,4.000e-02,3.600e-02,5.600e+01,2.731e-02,2.030e+01,2.726e+01,1.473e+02,3.366e+04,2.250e+01,1.909e+03,1.876e+04,2.067e+02,1.024e+00,1.560e-07,1.252e+01,8.100e+02,2.480e+01,2.350e+00,1.100e-02,5.100e+01,5.858e+01,3.388e-05,4.016e-03,1.697e-02,5.997e-02,1.944e-01,6.685e-01,3.315e-01,8.056e-01,9.400e-01,9.830e-01,9.960e-01,1.001e+00,1.954e+01,yes,yes,306757
1.950e+00,-1.030e+00,1.236e+01,1.568e+02,1.588e+02,5.376e-06,1.893e-04,1.430e-05,5.747e-02,1.629e+00,2.023e+00,3.197e+00,6.050e+01,2.210e-02,7.300e-02,1.000e-01,-6.900e-02,5.500e+01,1.228e-01,5.040e+00,7.800e+00,3.288e+01,3.183e+04,1.510e+01,4.590e+02,8.789e+03,6.936e+01,1.024e+00,1.000e-10,1.000e+01,3.600e+01,5.200e+00,1.500e+00,2.600e-02,2.100e+02,1.236e+01,9.376e-07,3.083e-02,9.712e-02,2.476e-01,5.047e-01,8.670e-01,1.330e-01,4.953e-01,7.524e-01,9.029e-01,9.692e-01,1.201e+00,1.370e+00,yes,yes,306778
1.510e+00,-1.415e+00,2.058e+01,2.222e+02,1.317e+02,4.531e-06,4.694e-05,2.715e-05,7.869e-02,1.915e+00,1.813e+00,3.479e+00,4.570e+01,3.450e-02,4.100e-02,3.900e-02,9.700e-02,5.500e+01,7.119e-02,8.610e+00,1.092e+01,3.024e+01,3.236e+04,1.269e+01,3.320e+02,5.709e+03,2.455e+01,1.024e+00,1.300e-09,8.600e+00,2.310e+01,1.690e+00,4.500e+00,3.300e-02,8.400e+01,2.058e+01,8.239e-07,4.267e-02,1.255e-01,2.969e-01,5.565e-01,8.867e-01,1.133e-01,4.435e-01,7.031e-01,8.745e-01,9.573e-01,1.301e+00,9.026e-01,yes,yes,208169
5.420e-01,-1.591e+00,6.834e+01,6.703e+01,6.819e+01,2.382e-05,7.674e-04,5.874e-04,1.171e+00,2.368e+00,2.687e+00,2.618e+00,2.952e+02,2.870e-02,5.920e-01,6.650e-01,5.450e-01,5.500e+01,4.051e-02,1.943e+01,2.613e+01,6.633e+01,2.453e+04,1.867e+01,8.130e+02,6.639e+03,5.875e+01,1.024e+00,7.490e-08,1.077e+01,2.100e+02,1.280e+01,6.600e+00,3.000e-02,8.500e+01,6.834e+01,2.925e-06,2.017e-02,4.883e-02,1.020e-01,1.878e-01,3.984e-01,6.016e-01,8.122e-01,8.980e-01,9.512e-01,9.798e-01,4.010e-01,1.232e+01,yes,yes,425151
8.100e+00,-7.002e-01,1.248e+01,5.220e+01,5.055e+01,6.665e-07,4.337e-05,2.550e-05,?,1.948e+00,2.345e+00,?,3.130e+01,2.890e-02,7.100e-02,1.290e-01,?,5.500e+01,1.545e-01,3.840e+00,5.400e+00,1.236e+01,2.745e+04,8.160e+00,2.030e+02,4.223e+03,1.126e+01,1.024e+00,1.000e-10,1.000e+01,5.900e+00,1.700e+00,8.700e-01,2.900e-02,7.700e+01,1.248e+01,1.896e-07,5.184e-02,1.365e-01,3.028e-01,5.554e-01,8.853e-01,1.147e-01,4.446e-01,6.972e-01,8.635e-01,9.482e-01,1.301e+00,8.401e-01,yes,no,350184
5.440e-01,-1.078e+00,9.240e+00,1.284e+02,1.261e+02,2.837e-05,7.339e-05,4.800e-05,1.516e-01,1.958e+00,1.993e+00,2.091e+00,1.317e+02,1.860e-02,1.950e-01,1.700e-01,1.860e-01,5.500e+01,2.674e-01,1.980e+00,3.420e+00,5.028e+01,2.819e+04,2.330e+01,3.348e+03,2.660e+04,2.560e+02,1.024e+00,6.540e-09,1.558e+01,2.100e+02,7.100e+01,2.700e+00,2.500e-02,9.100e+01,9.240e+00,4.001e-06,2.612e-03,9.013e-03,2.622e-02,6.917e-02,2.495e-01,7.505e-01,9.308e-01,9.738e-01,9.910e-01,9.974e-01,4.010e-01,8.327e+01,yes,yes,350311
1.063e+00,-1.284e+00,1.261e+01,7.047e+01,7.677e+01,3.826e-06,9.216e-05,5.425e-05,2.466e-02,2.110e+00,2.041e+00,2.020e+00,2.950e+01,4.850e-02,2.190e-01,1.770e-01,-6.800e-02,5.500e+01,4.250e-01,1.820e+00,5.850e+00,1.521e+01,2.576e+04,9.310e+00,1.680e+02,4.692e+03,2.457e+01,1.024e+00,1.000e-10,1.000e+01,3.300e+01,1.520e+01,2.900e+00,5.300e-02,1.190e+02,1.261e+01,9.809e-07,1.054e-02,3.324e-02,8.898e-02,2.148e-01,6.211e-01,3.789e-01,7.852e-01,9.110e-01,9.668e-01,9.895e-01,9.010e-01,1.140e+01,yes,yes,378559
9.200e-01,-1.329e+00,2.780e+00,1.649e+02,7.179e+01,1.427e-06,6.928e-05,1.063e-05,3.853e-02,1.890e+00,2.350e+00,1.237e+00,3.580e+01,6.430e-02,7.300e-02,5.100e-02,8.500e-02,5.600e+01,8.254e-01,1.400e+00,3.676e+01,6.418e+01,3.565e+04,1.212e+01,2.250e+02,2.413e+03,7.659e+01,1.280e-01,2.430e-09,8.830e+00,7.200e+00,2.700e+00,1.300e+00,1.410e-01,7.000e+01,2.780e+00,1.781e-07,2.292e-02,7.598e-02,2.017e-01,4.319e-01,8.175e-01,1.825e-01,5.681e-01,7.983e-01,9.240e-01,9.771e-01,1.001e+00,2.402e+00,yes,yes,284856
