@relation input_data
@attribute Z numeric
@attribute A numeric
@attribute B numeric
@attribute EP0 numeric
@attribute FL numeric
@attribute FLX_PC_LATE numeric
@attribute GAM_PC numeric
@attribute MAX_SNR numeric
@attribute NH_PC numeric
@attribute T90 numeric
@attribute bat_image_signif numeric
@attribute bat_img_peak numeric
@attribute bat_trigger_dur numeric
@attribute PROB_Z_GT_5 numeric
@attribute PROB_Z_GT_4 numeric
@attribute PROB_Z_GT_3 numeric
@attribute PROB_Z_GT_2 numeric
@attribute PROB_Z_GT_1 numeric
@attribute bat_is_rate_trig {'no','yes'}
@attribute uvot_detection {'no','yes'}
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@data
1.1,-1.1896,?,?,?,9.997e-05,2.0197,64.4,?,?,23,1450,1.024,0.00551507,0.0172518,0.0463625,0.115916,0.412009,'yes','yes',0.192120290594175,0.740115575026721,0.301496865460649,0.681838592514396,0.285802238387987,0.640506004914641,0.88868740410544,0.264009220059961,0.263981073861942,0.109599140239879
2.433,-1.56,?,?,?,?,2.1677,74.8,?,?,9.06,209,0.512,0.0304007,0.0953979,0.24335,0.499351,0.866384,'yes','yes',0.250795556697994,0.0935297857504338,0.572149377549067,0.0560458777472377,0.827524065971375,0.136447322322056,0.834793475223705,0.134864862309769,0.715518999379128,0.787142175948247
0.606,-0.83,?,?,?,1.402e-05,1.9805,339.9,?,?,18,?,0.064,0.00412665,0.0123453,0.0313572,0.0724646,0.223949,'yes','yes',0.243808452272788,0.418677018722519,0.259126849239692,0.253303399076685,0.479510937351733,0.6235882260371,0.0402687769383192,0.601468086475506,0.701612907694653,0.424236880848184
0.4428,-0.4666,?,?,?,8.364e-06,2.7283,8.1,?,?,9.39,437,4.096,0.0187787,0.052543,0.128091,0.282175,0.690975,'yes','yes',0.832042032154277,0.96989681897685,0.700520981568843,0.341999488417059,0.61775822751224,0.93864501034841,0.511315346462652,0.01745595340617,0.285804581129923,0.672810348682106
1.545,?,-3.3547,?,?,?,2.2331,8.3,?,?,?,?,?,0.00643553,0.0201623,0.0549656,0.139633,0.451003,?,'yes',0.00605646008625627,0.170528598129749,0.417019475018606,0.204328953521326,0.694256786024198,0.826984848128632,0.704597171628848,0.266768285306171,0.0741092786192894,0.52441511163488
0.783,-1.7367,?,?,?,0.0001085,2.7826,15.1,?,?,7,1260,64,0.130697,0.290466,0.529428,0.770998,0.960069,'no','no',0.0178599895443767,0.578807523008436,0.257656622445211,0.645697140367702,0.634664932033047,0.197900199331343,0.704210641328245,0.0982696504797786,0.936330688651651,0.260877810884267
4.045,-1.1843,?,?,?,5.761e-06,1.8758,45.1,?,?,10.17,199,0.512,0.0395367,0.11637,0.275864,0.524496,0.865239,'yes','yes',0.54279024573043,0.782458387548104,0.149496859870851,0.193487473763525,0.669090040726587,0.52172366483137,0.507360823452473,0.469423186499625,0.884751923382282,0.60902272677049
0.947,-1.4663,?,?,?,?,2.0516,136.3,?,?,0,0,0,0.0127163,0.0341254,0.0794585,0.167269,0.450923,'yes','no',0.530697092646733,0.535642384551466,0.962999024661258,0.410897153196856,0.635535313747823,0.161224148701876,0.815522577613592,0.181674937717617,0.281679101521149,0.325446354690939
3.221,-1.8763,?,?,?,1.082e-05,1.9953,23.5,?,?,9.05,179,0.512,0.0723053,0.181242,0.374104,0.623967,0.904462,'yes','yes',0.102270905394107,0.805569825228304,0.301891887327656,0.317138082114980,0.0284520648419857,0.557577107101679,0.323278640862554,0.541177311446518,0.951046525500715,0.575460340362042
2.6147,-1.1652,?,?,?,9.562e-05,1.9662,41.4,?,?,8.38,234,1.024,0.0278307,0.0893744,0.229896,0.474497,0.848095,'yes','yes',0.591405072249472,0.682975766947493,0.649229453178123,0.746385790873319,0.370518771698698,0.7724021775648,0.197595725767314,0.501380770700052,0.800688890740275,0.83663459122181
5.11,-0.6852,?,?,?,?,2.0031,16.5,?,?,13.36,3110,64,0.094213,0.227997,0.448658,0.70236,0.938841,'no','yes',0.476337519241497,0.79775865143165,0.963634429499507,0.0918507284950465,0.770935417152941,0.419140154030174,0.406472121598199,0.20668548066169,0.829844196792692,0.711158748250455
5.6,-0.82,?,?,?,?,1.959,43.1,?,?,12.06,220,0.256,0.0443978,0.124197,0.286572,0.540613,0.878453,'yes','no',0.916954389307648,0.145633435575292,0.833207312971354,0.348983200499788,0.242047814419493,0.0296491279732436,0.558534576790407,0.721378864720464,0.655349088832736,0.667259983485565
3.2,?,-2.482,?,?,?,2.2036,17,?,?,11.6,371,1.024,0.0104053,0.0298625,0.0751342,0.175466,0.527443,'yes','no',0.390672247391194,0.693308483110741,0.615174046019092,0.828754094429314,0.746527860872447,0.879079025937244,0.00376727618277073,0.55959896882996,0.630434562684968,0.549570015398785
2.346,?,-2,?,?,6.881e-05,2.0518,14.1,?,?,11.47,264,2.048,0.0261758,0.0845535,0.219099,0.456582,0.831836,'yes','yes',0.330373415956274,0.29066881746985,0.860341714695096,0.782637008000165,0.935344011057168,0.0202341086696833,0.164416254963726,0.388419288676232,0.275490416446701,0.476388864219189
0.08,-0.2721,?,?,?,?,1.981,7.3,?,?,9.84,527,4.096,0.0488818,0.133826,0.299815,0.544481,0.871055,'yes','no',0.197974111186340,0.361228723777458,0.320747763616964,0.349682610714808,0.076585611095652,0.830882434966043,0.0912267402745783,0.0107442873995751,0.227592747658491,0.478186857420951
2.4996,-1.3456,?,?,?,?,1.8739,13.5,?,?,6.76,419,12.16,0.0598992,0.162741,0.357331,0.621059,0.913419,'yes','yes',0.372769060311839,0.470259949332103,0.623929859139025,0.80962452921085,0.457593886414543,0.71833413396962,0.819037955254316,0.00791842583566904,0.479728263104334,0.111213648691773
4.349,-1.219,?,?,?,?,2.1199,11.6,?,?,7.51,1323,64,0.0471053,0.134745,0.310668,0.569208,0.890869,'no','no',0.725784116890281,0.213780283695087,0.336485215695575,0.201545170275494,0.738275802927092,0.760630543110892,0.235841877758503,0.608284441521391,0.70179407694377,0.8381408280693
0.83,?,-2.9137,?,?,3.287e-05,2.1616,9.4,?,?,8.76,2020,64,0.0237294,0.0592313,0.129439,0.253609,0.574142,'no','yes',0.477548164315522,0.4197178829927,0.722416319418699,0.979089885950089,0.788667443208396,0.538280620472506,0.0886048807296902,0.0937102239113301,0.394892604090273,0.563897736836225
0.297,-1.2156,?,?,?,?,1.9336,12.5,?,?,8.16,533,8.192,0.0331857,0.101888,0.251927,0.499141,0.856894,'yes','no',0.888253848766908,0.81858655787073,0.687371960142627,0.101832417771220,0.300995122641325,0.448555713752285,0.738469636533409,0.473795404657722,0.875077679753304,0.000728958053514361
1.605,-1.3081,?,?,?,5.896e-05,1.9889,79.7,?,?,?,?,?,0.0243593,0.0806349,0.214599,0.459857,0.844664,?,'no',0.749263240490109,0.398138758726418,0.495584121439606,0.26625910657458,0.243167901877314,0.0809297400992364,0.657255055615678,0.940283075207844,0.182729327352718,0.849275626707822
1.14,-1.5712,?,?,?,0.001393,1.7782,10,?,?,7.13,1485,64,0.0826153,0.204159,0.412969,0.668448,0.927254,'no','yes',0.131980075966567,0.365893389098346,0.169377726968378,0.0889314056839794,0.93705648672767,0.253425758099183,0.0723237365018576,0.055806738557294,0.833081549732015,0.715791234280914
0.49,?,-2.1326,?,?,4.086e-05,1.8144,50.7,?,?,17.95,660,1.024,0.0016872,0.00487404,0.0123024,0.0289463,0.0956591,'yes','yes',0.697745961835608,0.463216367643327,0.721407556906343,0.179274570429698,0.0952452335041016,0.898710445035249,0.561365041416138,0.192294935462996,0.32013437571004,0.0441575443837792
1.24,-0.464,?,?,?,?,1.6634,63.3,?,?,6.74,156,1.024,0.0429143,0.107049,0.227072,0.420936,0.822166,'yes','no',0.155235345009714,0.717688328586519,0.995488023618236,0.950412613572553,0.788881629472598,0.643265969585627,0.670306235551834,0.09350087470375,0.208261524327099,0.650857023661956
1.29,-1.2931,?,?,?,?,2.2108,16.2,?,?,?,?,?,0.0451748,0.130951,0.305197,0.564158,0.889024,?,'no',0.401528043672442,0.59406110807322,0.54820543830283,0.0636224951595068,0.704389387974516,0.623187828343362,0.294210353400558,0.949408390326425,0.816813360434026,0.770106957526878
2.58,?,-2.1383,?,?,?,?,19.8,?,?,?,?,?,0.0662657,0.153556,0.308127,0.533669,0.871818,?,'no',0.547398046823218,0.736263847211376,0.0663786011282355,0.822930215857923,0.954300398705527,0.76714651635848,0.538396939635277,0.772187316324562,0.0163383099716157,0.667899284046143
1.03,-1.6781,?,?,?,0.0001608,1.9873,379.3,?,?,8.14,77,0.064,0.00412959,0.0161621,0.0535725,0.16569,0.604508,'yes','yes',0.0601504207588732,0.625601186649874,0.101482518482953,0.199093337170780,0.468788366066292,0.489882870344445,0.279103519860655,0.451611348893493,0.287328195292503,0.452825957210734
2.45,-1.8196,?,?,?,?,1.9658,7.3,?,?,7.15,1465,64,0.0613414,0.159326,0.340478,0.589463,0.892164,'no','no',0.644991172710434,0.400751055683941,0.488836660515517,0.313209613086656,0.165226320736110,0.997152054915205,0.993745918618515,0.803059762809426,0.59004793735221,0.359259873628616
0.971,-1.6883,?,?,?,6.29e-05,2.0584,83.3,?,?,11.47,200,0.256,0.00319589,0.00934695,0.0240011,0.0577862,0.198839,'yes','yes',0.743070700438693,0.0298800505697727,0.377321954583749,0.325363226234913,0.993333591381088,0.440373049117625,0.82266974193044,0.759913464775309,0.00876144249923527,0.0674675076734275
3.24,-1.9988,?,?,?,0.0001249,1.9995,18.2,?,?,10,?,1.024,0.0606613,0.147537,0.306044,0.537993,0.872718,'yes','yes',0.689123100601137,0.684419226599857,0.748833591351286,0.94067344861105,0.749530488625169,0.726656786166131,0.51229202048853,0.0089022102765739,0.0698379918467253,0.179847144288942
2.17,-0.7461,?,?,?,?,2.1291,24.6,?,?,?,?,?,0.0290857,0.0805385,0.192442,0.405639,0.819759,?,'yes',0.119605703279376,0.416651448002085,0.641902241157368,0.516136572463438,0.340451730880886,0.631811183178797,0.71909946622327,0.659518513828516,0.588700437685475,0.204959544353187
4.667,-1.3728,?,?,?,?,1.6561,10.4,?,?,7.44,1426,64,0.050905,0.142291,0.320991,0.577184,0.891943,'no','yes',0.828796746674925,0.0589479235932231,0.0278088082559407,0.613416529027745,0.98344835266471,0.220632086973637,0.322234649211168,0.433342157397419,0.0146321167703718,0.953444750513881
2.821,-1.1188,?,?,?,1.914e-05,1.9588,42,?,?,16,?,0.512,0.00640849,0.0263409,0.088869,0.26106,0.723674,'yes','yes',0.198344551725313,0.449489288032055,0.640461714938283,0.157123343786225,0.187862175982445,0.391819173935801,0.739286623429507,0.588945986935869,0.67021728027612,0.441552472766489
0.5915,-1.7402,?,?,?,?,1.9677,13.4,?,?,9,?,8.192,0.0674093,0.173641,0.365446,0.618128,0.90556,'yes','no',0.256976055679843,0.146021855296567,0.553113414905965,0.199786477023736,0.00517837377265096,0.772568081505597,0.671107022091746,0.394341292558238,0.746289164060727,0.578933495096862
0.937,-1.6966,?,?,?,?,2.0345,43.5,?,?,19.85,927,1.024,0.0163189,0.0578667,0.165031,0.38355,0.790834,'yes','yes',0.417929320596159,0.3808324332349,0.354718054644763,0.512727838475257,0.72654282557778,0.410423481604084,0.466734171845019,0.121188751189038,0.503440156579018,0.51273788837716
2.68,?,-2.171,?,?,1.87e-05,2.1018,6.4,?,?,6.78,345,4.096,0.0427832,0.116809,0.264559,0.494069,0.836843,'yes','yes',0.80863491864875,0.410131240030751,0.884552063420415,0.713177889585495,0.921521723736078,0.680536310421303,0.0142091785091907,0.623948188964278,0.807985220570117,0.864361741580069
3.78,-0.3394,?,?,?,0.0001163,2.0816,16.4,?,?,7.96,363,3.072,0.0465636,0.134062,0.309714,0.567264,0.888614,'yes','yes',0.652183779748157,0.782946839230135,0.627098553348333,0.756428314605728,0.0301402108743787,0.230347523465753,0.178803696995601,0.135074231307954,0.00748492800630629,0.262431126320735
3.375,-1.8856,?,?,?,5.13e-05,2.2281,12.4,?,?,7.12,1011,64,0.0916913,0.213445,0.415789,0.663283,0.924971,'no','yes',0.552612673258409,0.780815670732409,0.868432070594281,0.370665297610685,0.682991348672658,0.86372933164239,0.178456891095266,0.742568441433832,0.296324742725119,0.244498546468094
0.836,-1.4067,?,?,?,7.481e-05,2.0303,48.1,?,?,10.03,201,0.512,0.0440804,0.128738,0.302434,0.56311,0.890028,'yes','yes',0.0611529317684472,0.0601438956800848,0.866605668095872,0.507115714717656,0.752880844054744,0.124371871119365,0.0129377348348498,0.836693461984396,0.73924927576445,0.0755733759142458
3.355,-1.9393,?,?,?,?,?,22.6,?,?,10.83,1510,64,0.0478428,0.118595,0.252427,0.465201,0.839612,'no','no',0.865437501808628,0.979468535399064,0.330140273785219,0.98023480642587,0.613986117765307,0.661140157841146,0.592740175779909,0.657390513457358,0.257198238512501,0.50516571989283
3.626,-1.1777,?,?,?,3.033e-05,1.5239,26.8,?,?,?,?,?,0.0386933,0.115814,0.278748,0.535223,0.878471,?,'yes',0.501189142465591,0.78057737601921,0.163557313382626,0.232166269794106,0.149369719438255,0.286539277294651,0.00996376085095108,0.736678469460458,0.0833066385239363,0.331525612389669
1.949,?,-2.061,?,?,0.0001808,2.0068,43.7,?,?,8,?,1.024,0.0395625,0.0927309,0.189045,0.339926,0.683048,'yes','no',0.0794672672636807,0.0329588293097913,0.825753687880933,0.297705681528896,0.549602742306888,0.914135607657954,0.654041560832411,0.230082569178194,0.474356471328065,0.649892647983506
1.755,-0.5261,?,?,?,?,2.3217,14.8,?,?,9.39,238,1.024,0.0153159,0.0416163,0.0988667,0.214415,0.570274,'yes','no',0.202811249764636,0.985540458699688,0.209461657796055,0.187538972124457,0.394350821152329,0.443443940486759,0.310371638974175,0.0535766908433288,0.950106415199116,0.561253042891622
1.44,-1.2172,?,?,?,0.0001288,1.9554,49,?,?,9,?,0.512,0.0229994,0.0629064,0.149214,0.319462,0.75627,'yes','yes',0.96343372296542,0.636899260571226,0.332945961505175,0.33518603281118,0.855852635577321,0.442405353067443,0.932430660817772,0.188127900008112,0.257884148741141,0.39918820024468
1.416,-1.7242,?,?,?,?,1.8681,16.1,?,?,11.68,2763,64,0.11326,0.258199,0.484948,0.731382,0.947488,'no','yes',0.154811777872965,0.859272664645687,0.134856070159003,0.0174282558728009,0.646214942447841,0.856271525612101,0.461020006798208,0.951537287794054,0.271158627234399,0.473450184101239
1.6398,-1.1255,?,?,?,4.126e-05,1.7951,157.5,?,?,25.82,1604,1.024,0.00803222,0.0289854,0.0881096,0.243073,0.718383,'yes','yes',0.472379187820479,0.875580483581871,0.884947505546734,0.573795570293441,0.0431035330984741,0.0153544179629534,0.74465868389234,0.746540314517915,0.0229933504015207,0.0966403284110129
3.036,-1.1652,?,?,?,4.244e-05,2.1609,123,?,?,17.87,741,1.024,0.00689194,0.0282951,0.0951902,0.27602,0.731695,'yes','yes',0.531819711904973,0.0535782419610769,0.945676467381418,0.331460785120726,0.6148398257792,0.617681280709803,0.982071340316907,0.671441874466836,0.451842760201544,0.157354641472921
0.54,-1.2938,?,?,?,0.0001623,1.973,719.8,?,?,22.57,1097,1.024,0.0093361,0.0261202,0.0618719,0.126659,0.29582,'yes','yes',0.807375133270398,0.436301771551371,0.0241380033548921,0.965702799148858,0.265947031788528,0.154690462863073,0.637032129336149,0.613165847491473,0.64352522813715,0.544652960728854
3.038,-1.3115,?,?,?,9.483e-05,2.0491,42,?,?,17.95,6719,128,0.133848,0.28528,0.513016,0.757435,0.959684,'no','no',0.478701411513612,0.793844799278304,0.73421499505639,0.709778833203018,0.703339773928747,0.914603808894753,0.550871504005045,0.372331430902705,0.0213627966586500,0.574780127499253
1.55,-1.016,?,?,?,4.785e-05,2.202,62.6,?,?,15.07,525,1.024,0.0417113,0.123815,0.295916,0.55972,0.890681,'yes','yes',0.553427517646924,0.391001036390662,0.857083284761757,0.470829610247165,0.558965411037207,0.85859368299134,0.43391861137934,0.928485463140532,0.50753748905845,0.339136533439159
2.352,-1.5259,?,?,?,2.697e-05,2.0755,25.9,?,?,10.23,491,3.072,0.0829877,0.208746,0.424062,0.681678,0.932453,'yes','yes',0.109029041137546,0.344170708209276,0.81365627842024,0.9056700267829,0.576481585390866,0.598208609269932,0.953793993918225,0.527565568685532,0.945925483712927,0.903316451469436
4.9,-1.4133,?,?,?,?,2.1623,22.3,?,?,10.54,2188,64,0.14337,0.308321,0.549178,0.787899,0.965569,'no','no',0.314861773280427,0.403122263029218,0.334878198569641,0.835607025073841,0.541615212801844,0.168860692065209,0.922435597516596,0.417671849019825,0.84894899232313,0.218884043861181
2.71,-1.1771,?,?,?,4.765e-05,2.3996,17.2,?,?,11.07,1020,12.16,0.0356374,0.0872283,0.187079,0.359164,0.753257,'yes','yes',0.670909885549918,0.593172264052555,0.876746524125338,0.552272764965892,0.0607743584550917,0.260978959035128,0.457939563319087,0.716558699961752,0.470980779966339,0.488851288566366
0.82,-1.004,?,?,?,5.926e-05,1.8098,262.1,?,?,?,?,?,0.00582563,0.02026,0.0597917,0.163331,0.57865,?,'yes',0.367911709006876,0.941617188975215,0.924196251668036,0.528783851768821,0.310720474924892,0.954795085359365,0.0372249239590019,0.948872287990525,0.425794165814295,0.363385073840618
3.8479,-1.4333,?,?,?,3.569e-05,1.9514,16,?,?,11.49,2138,64,0.0884743,0.218448,0.438525,0.69749,0.93966,'no','yes',0.602250986965373,0.481817048741505,0.573182629421353,0.794881988316774,0.213548736879602,0.393020366085693,0.963545080274343,0.96733672125265,0.466441896511242,0.904366708826274
2.31,?,-2.0015,?,?,?,2.2968,8.6,?,?,8.48,2083,64,0.0340764,0.101626,0.245502,0.481101,0.83869,'no','yes',0.422935345210135,0.893383544171229,0.95714498241432,0.364529733080417,0.299175850814208,0.360797342844307,0.690730881411582,0.638459122274071,0.815478305332363,0.287685685558245
3.91,-1.4744,?,?,?,0.0003059,2.1023,42.8,?,?,8.42,204,1.024,0.0665156,0.175267,0.378437,0.650194,0.929903,'yes','no',0.197018359787762,0.896099758334458,0.735599690116942,0.607595426030457,0.976424854714423,0.483513526618481,0.280501831090078,0.94305414520204,0.122560342308134,0.623368664644659
3.44,-0.6588,?,?,?,?,2.1926,15.8,?,?,8.14,361,4.096,0.0211573,0.0719493,0.195245,0.427228,0.820965,'yes','no',0.89810174331069,0.208887360757217,0.356220985529944,0.0291399981360883,0.781245924066752,0.64540969952941,0.0241373479366302,0.234227780252695,0.270055795321241,0.845996116753668
0.0331,-0.8437,?,?,?,?,3.83,6.3,?,?,7.84,2111,80,0.127173,0.271464,0.491152,0.731842,0.948556,'no','yes',0.536578284576535,0.473463634029031,0.879813036881387,0.877035306068137,0.505629722028971,0.711044320371002,0.800160462968051,0.6846504509449,0.0554254129528999,0.16557037550956
0.696,-0.6803,?,?,?,?,1.6982,13.7,?,?,10.01,1837,88,0.0953682,0.216866,0.417916,0.666279,0.929137,'no','yes',0.94043364096433,0.73737903102301,0.359967994736508,0.150589322438464,0.353128413902596,0.609956198139116,0.81569819455035,0.106206964934245,0.260069046169519,0.395124798640609
2.512,-0.5208,?,?,?,9.472e-05,1.9029,24.4,?,?,9.79,241,4.096,0.0279732,0.0896585,0.233307,0.488493,0.861568,'yes','yes',0.319971539545804,0.641546400031075,0.243099234998226,0.384284419473261,0.838138524675742,0.110674899071455,0.273339717183262,0.297273485688493,0.265162860509008,0.161440130090341
1.165,-0.4458,?,?,?,?,2.2145,10.3,?,?,7.29,187,1.408,0.0628252,0.163681,0.349422,0.601539,0.899157,'yes','no',0.0455146736931056,0.63674980844371,0.51427275268361,0.459797880612314,0.161517058731988,0.84079692675732,0.561171791050583,0.237888460513204,0.781244530109689,0.609733391553164
8.1,-0.7002,?,?,?,?,1.9477,31.3,?,?,8.16,203,1.024,0.0518429,0.136544,0.302835,0.555372,0.885284,'yes','no',0.233553891303018,0.457573905820027,0.739011780824512,0.0256263341289014,0.90476816566661,0.267884028609842,0.126604160061106,0.655900054844096,0.660640850663185,0.284692482324317
1.608,-1.387,?,?,?,0.0001712,2.1247,52.4,?,?,8.16,163,1.024,0.0430794,0.126235,0.297922,0.558792,0.889404,'yes','yes',0.437651763670146,0.310439752181992,0.219271061941981,0.445352533366531,0.268586821388453,0.394382936647162,0.80512272613123,0.887587066972628,0.0952308524865657,0.736952126491815
2.04,?,?,?,?,?,1.9044,10.4,?,?,9.07,384,4.096,0.0519768,0.141616,0.314471,0.56304,0.88103,'yes','yes',0.263046530541033,0.262483153026551,0.471088451799005,0.562368807382882,0.167332246433944,0.279628500575200,0.867465161718428,0.252890062518418,0.481559852836654,0.261160715017468
0.97,-0.275,?,?,?,?,2.3829,12.5,?,?,10.8,2494,64,0.0926791,0.199427,0.373854,0.602344,0.900667,'no','yes',0.502022142522037,0.102273596916348,0.918328794883564,0.668542658910155,0.557690714253113,0.0309286802075803,0.47878835326992,0.632929627550766,0.111594660906121,0.591283140238374
2.752,-1.4019,?,?,?,4.211e-05,2.1827,68.4,?,?,9.18,243,1.024,0.0397789,0.0992083,0.214171,0.408662,0.815385,'yes','yes',0.489689237205312,0.637169494526461,0.352421468589455,0.0161327403038740,0.962142444448546,0.477047660388052,0.348320008255541,0.0680075939744711,0.370343552203849,0.663973433431238
1.092,-1.2759,?,?,?,?,1.1707,45.2,?,?,9.06,195,1.024,0.0456277,0.132201,0.308254,0.570717,0.895218,'yes','no',0.370101311709732,0.155553247313946,0.797242202796042,0.643035451881588,0.126984828384593,0.940890677738935,0.0940023104194552,0.773362412583083,0.545966265490279,0.346101117087528
0.54,-1.7949,?,?,?,7.6e-05,2.0837,44.7,?,?,7.13,243,4.096,0.0701303,0.174465,0.361141,0.612944,0.911346,'yes','yes',0.0509581388905644,0.0709997131489217,0.106560416519642,0.184858196880668,0.799847862450406,0.272123435046524,0.8423267446924,0.274639687733725,0.0813800857868046,0.232012663735077
2.9,-1.4392,?,?,?,7.904e-05,1.9904,39.3,?,?,10,?,1.024,0.0147738,0.0502642,0.142319,0.346327,0.791142,'yes','no',0.0860901724081486,0.294051013188437,0.437602354446426,0.0130292999092489,0.254220749251544,0.929763745516539,0.531157043995336,0.547738274326548,0.359144537942484,0.666815439704806
5.3,-0.4337,?,?,?,2.294e-05,1.9183,6.8,?,?,?,?,?,0.0887727,0.213529,0.422886,0.674161,0.927248,?,'no',0.279433349147439,0.251227667322382,0.216705597005785,0.941499885870144,0.3465713087935,0.754635234829038,0.484285483602434,0.153156292857602,0.79968382557854,0.702344520017505
0.937,-1.089,?,?,?,3.155e-05,1.8741,725.4,?,?,22.5,1909,1.024,0.00401552,0.0169694,0.0599726,0.194432,0.668461,'yes','yes',0.586403659079224,0.478699428960681,0.261222077300772,0.127351185074076,0.002952377544716,0.361964300973341,0.466423054225743,0.291415109997615,0.368899838533252,0.99812642717734
1.95,-1.0297,?,?,?,?,1.629,60.5,?,?,15.1,459,1.024,0.0308309,0.097116,0.247643,0.504738,0.866999,'yes','yes',0.139118595747277,0.171120325103402,0.562074264977127,0.370529403910041,0.0184307699091733,0.416876448551193,0.801445045508444,0.788940110476688,0.0693877295125276,0.75863900152035
1.51,-1.4146,?,?,?,2.715e-05,1.9148,45.7,?,?,12.69,332,1.024,0.0426685,0.125541,0.296911,0.556522,0.88668,'yes','yes',0.681693302700296,0.917536506894976,0.747254717862234,0.406331069767475,0.990849283756688,0.306329856626689,0.353132375283167,0.880276283016428,0.634814210701734,0.536023725289851
0.542,-1.5913,?,?,?,0.0005874,2.3679,295.2,?,?,18.67,813,1.024,0.020167,0.048831,0.101965,0.187781,0.398399,'yes','yes',0.0986412027850747,0.330358495470136,0.833501095185056,0.50033437483944,0.901110304519534,0.93075488647446,0.811665427871048,0.577283745864406,0.93433652468957,0.606015940662473
0.544,-1.0778,?,?,?,4.8e-05,1.958,131.7,?,?,23.3,3348,1.024,0.00261201,0.009013,0.0262178,0.069166,0.249527,'yes','yes',0.234845195198432,0.241819969378412,0.201538140885532,0.839995044283569,0.97870939434506,0.265556700993329,0.49328641872853,0.281879637157544,0.211728015681729,0.119797511957586
0.92,-1.329,?,?,?,?,1.8902,35.8,?,?,12.12,225,0.128,0.0229165,0.0759837,0.201673,0.431911,0.817469,'yes','yes',0.163962864317,0.727401362964883,0.97154083265923,0.154099608305842,0.500601918669418,0.490606783656403,0.547697643982247,0.165978851960972,0.890882200095803,0.531957591651008
