"alpha.hat" "prob.high" "prob.low" "triggerids"
"119" 0.637037037037037 0.0248 0.9752 "151486"
"120" 0.496296296296296 0.0537 0.9463 "316910"
"121" 0.362962962962963 0.0996 0.9004 "279898"
"122" 0.192592592592593 0.1923 0.8077 "411248"
"123" 0.185185185185185 0.1952 0.8048 "338633"
"124" 0 0.6788 0.3212 "414905"
"125" 0.755555555555556 0.0108 0.9892 "339696"
"126" 0.562962962962963 0.042 0.958 "339852"
"127" 0.111111111111111 0.3047 0.6953 "295527"
"128" 0.4 0.0821 0.9179 "160672"
"129" 0.0518518518518519 0.3729 0.6271 "205096"
"130" 0.185185185185185 0.1929 0.8071 "155242"
"131" 0.57037037037037 0.0366 0.9634 "313954"
"132" 0.814814814814815 0.0068 0.9932 "146372"
"133" 0.451851851851852 0.0647 0.9353 "323542"
"134" 0.696296296296296 0.0163 0.9837 "412217"
"135" 0.251851851851852 0.1711 0.8289 "305011"
"136" 0.325925925925926 0.1122 0.8878 "373871"
"137" 0.785185185185185 0.0078 0.9922 "304379"
"138" 0.562962962962963 0.044 0.956 "155284"
"139" 0.4 0.0858 0.9142 "333666"
"140" 0.392592592592593 0.0908 0.9092 "303105"
"141" 0.637037037037037 0.0238 0.9762 "359884"
"142" 0.281481481481481 0.1544 0.8456 "350853"
"143" 0.325925925925926 0.1127 0.8873 "333427"
"144" 0.185185185185185 0.2009 0.7991 "350854"
"145" 0.407407407407407 0.0797 0.9203 "106415"
"146" 0.696296296296296 0.0163 0.9837 "106442"
"147" 0.674074074074074 0.0186 0.9814 "308812"
"148" 0.666666666666667 0.0212 0.9788 "380311"
"149" 0.785185185185185 0.0078 0.9922 "338338"
"150" 0.881481481481482 0.0036 0.9964 "150532"
"151" 0.340740740740741 0.109 0.891 "181156"
"152" 0.82962962962963 0.0061 0.9939 "337889"
"153" 0.703703703703704 0.0157 0.9843 "412220"
"154" 0.77037037037037 0.009 0.991 "422783"
"155" 0.162962962962963 0.2408 0.7592 "241963"
"156" 0.755555555555556 0.0108 0.9892 "303631"
"157" 0.214814814814815 0.1812 0.8188 "306754"
"158" 0.503703703703704 0.052 0.948 "361831"
"159" 0.185185185185185 0.2018 0.7982 "359378"
"160" 0.177777777777778 0.2066 0.7934 "324907"
"161" 0.77037037037037 0.0089 0.9911 "424998"
"162" 0.918518518518519 0.0023 0.9977 "348428"
"163" 0.325925925925926 0.1164 0.8836 "276212"
"164" 0.703703703703704 0.0156 0.9844 "112453"
"165" 0.748148148148148 0.0114 0.9886 "306323"
"166" 0.274074074074074 0.1644 0.8356 "222546"
"167" 0.162962962962963 0.246 0.754 "118707"
"168" 0.333333333333333 0.1111 0.8889 "337073"
"169" 0.318518518518519 0.1291 0.8709 "358574"
"170" 0.762962962962963 0.0094 0.9906 "323984"
"171" 0.318518518518519 0.1229 0.8771 "207281"
"172" 0.4 0.0819 0.9181 "234516"
"173" 0.303703703703704 0.1426 0.8574 "275119"
"174" 0.688888888888889 0.0166 0.9834 "202035"
"175" 0.422222222222222 0.0756 0.9244 "421962"
"176" 0.318518518518519 0.1318 0.8682 "283791"
"177" 0.2 0.1879 0.8121 "156434"
"178" 0.659259259259259 0.0222 0.9778 "315615"
"179" 0.037037037037037 0.3912 0.6088 "287260"
"180" 0.762962962962963 0.0098 0.9902 "315819"
"181" 0.162962962962963 0.2423 0.7577 "419404"
"182" 0.496296296296296 0.0585 0.9415 "222683"
"183" 0.874074074074074 0.0044 0.9956 "175942"
"184" 0.111111111111111 0.3051 0.6949 "287088"
"185" 0.318518518518519 0.1217 0.8783 "145994"
"186" 0.444444444444444 0.0743 0.9257 "349450"
"187" 0.548148148148148 0.0475 0.9525 "301578"
"188" 0.82962962962963 0.0062 0.9938 "335647"
"189" 0.748148148148148 0.012 0.988 "164268"
"190" 0.562962962962963 0.0425 0.9575 "353567"
"191" 0.562962962962963 0.0419 0.9581 "315080"
"192" 0.118518518518519 0.2959 0.7041 "181126"
"193" 0.00740740740740741 0.5016 0.4984 "231974"
"194" 0.459259259259259 0.0639 0.9361 "304549"
"195" 0.918518518518519 0.0023 0.9977 "348152"
"196" 0.414814814814815 0.0769 0.9231 "257741"
"197" 0.837037037037037 0.006 0.994 "272773"
"198" 0.4 0.086 0.914 "335715"
"199" 0.0518518518518519 0.3746 0.6254 "421386"
"200" 0.4 0.0807 0.9193 "282445"
"201" 0.866666666666667 0.005 0.995 "284850"
"202" 0.674074074074074 0.0188 0.9812 "200638"
"203" 0.355555555555556 0.1014 0.8986 "227996"
"204" 0.933333333333333 0.0013 0.9987 "451901"
"205" 0.562962962962963 0.043 0.957 "458918"
"206" 0.318518518518519 0.1301 0.8699 "441015"
"207" 0.533333333333333 0.0487 0.9513 "445141"
"208" 0.703703703703704 0.0149 0.9851 "431605"
"209" 1 1e-04 0.9999 "436429"
"210" 0.874074074074074 0.0041 0.9959 "445414"
"211" 0.874074074074074 0.0049 0.9951 "457330"
"212" 0.644444444444444 0.0236 0.9764 "437408"
"213" 0.562962962962963 0.0437 0.9563 "450545"
"214" 0.637037037037037 0.0257 0.9743 "451165"
"215" 0.955555555555556 8e-04 0.9992 "436981"
"216" 0.318518518518519 0.1306 0.8694 "449399"
"217" 0.444444444444444 0.07 0.93 "440285"
"218" 0.444444444444444 0.0716 0.9284 "433065"
"219" 0.496296296296296 0.0539 0.9461 "426722"
"220" 0.985185185185185 2e-04 0.9998 "451757"
"221" 0.62962962962963 0.0282 0.9718 "440635"
"222" 0.637037037037037 0.0241 0.9759 "441454"
"223" 0.540740740740741 0.0486 0.9514 "458059"
"224" 0.696296296296296 0.0159 0.9841 "432420"
"225" 0.474074074074074 0.0629 0.9371 "503219"
"226" 0.933333333333333 0.0018 0.9982 "452685"
"227" 0.711111111111111 0.0139 0.9861 "449549"
"228" 0.718518518518519 0.0137 0.9863 "436094"
"229" 0.503703703703704 0.0523 0.9477 "430957"
"230" 0.125925925925926 0.2889 0.7111 "451343"
"231" 0.814814814814815 0.0064 0.9936 "430151"
"232" 0.562962962962963 0.0407 0.9593 "430172"
"233" 0.037037037037037 0.3975 0.6025 "453747"
"234" 0.933333333333333 0.0016 0.9984 "458448"
"235" 0.844444444444444 0.0058 0.9942 "441664"
"236" 0.496296296296296 0.0532 0.9468 "441676"
"237" 0.933333333333333 0.0015 0.9985 "431764"
"238" 0.562962962962963 0.0413 0.9587 "449074"
"239" 0.881481481481482 0.0037 0.9963 "433509"
"240" 0.503703703703704 0.0521 0.9479 "453788"
"241" 0.607407407407407 0.0307 0.9693 "429969"
"242" 0.703703703703704 0.0158 0.9842 "456073"
"243" 0.503703703703704 0.0519 0.9481 "503652"
"244" 0.0444444444444444 0.3765 0.6235 "500914"
"245" 0.881481481481482 0.0038 0.9962 "458521"
"246" 0.325925925925926 0.1137 0.8863 "429954"
"247" 0.325925925925926 0.1137 0.8863 "444643"
"248" 0.281481481481481 0.156 0.844 "445038"
"249" 0.62962962962963 0.028 0.972 "505054"
"250" 0.874074074074074 0.0041 0.9959 "449578"
"251" 0.103703703703704 0.3053 0.6947 "450884"
"252" 0.666666666666667 0.0214 0.9786 "435903"
"253" 0.451851851851852 0.0669 0.9331 "443861"
"254" 0.807407407407407 0.007 0.993 "456939"
"255" 0.4 0.0847 0.9153 "501095"
"256" 0.281481481481481 0.1592 0.8408 "457553"
